Word	Havg	StDev	GoogleRank	translation
品德	625	6.14	1.3704	7402	Morality
帮助	626	6.14	1.1608	698	Help
心愿	627	6.14	1.4429	9223	Wish
充满	628	6.14	1.3554	1788	Full
远见	629	6.14	1.2938	7028	Vision
对	630	6.14	1.4429	19	To
儿女	631	6.14	1.5909	5094	Sons and daughters
增收	632	6.14	1.5120	7859	Income
认同	633	6.14	1.3250	3897	Identity
顺	634	6.14	1.6904	4975	Along
榜样	635	6.14	1.5254	5099	Example
皇后	636	6.14	1.4429	8606	Empress
非凡	637	6.14	1.6037	8192	Extraordinary
分享	638	6.14	1.3704	4981	Share
熟悉	639	6.12	1.0622	1773	Familiar
壮年	640	6.12	1.4377	8108	Prime
享	641	6.12	1.1542	2889	Enjoy
现金	642	6.12	1.2395	2521	Cash
细致	643	6.12	1.2558	3541	Meticulous
亲戚	644	6.12	1.7100	4750	Relative
愿意	645	6.12	1.6616	1665	Willing
天然	646	6.12	1.2061	3973	Natural
经典	647	6.12	1.2395	4016	Classic
高等	648	6.12	1.2395	1430	Higher
诗意	649	6.12	1.5205	9902	Poetry
相信	650	6.12	1.2720	1411	Believe
增幅	651	6.12	1.2229	6614	Increase
亮	652	6.12	1.2061	4294	Bright
显著	653	6.12	1.1891	1414	Notable
同意	654	6.12	1.5070	1051	Agree
上升	655	6.12	1.2061	1101	Rise
清华	656	6.12	1.5338	7653	Qinghua
信仰	657	6.12	1.5990	2015	Faith
接纳	658	6.12	1.0812	8380	Acceptance
好多	659	6.12	1.1718	7112	Many
存款	660	6.12	1.2720	1883	Deposit
清醒	661	6.12	1.3797	3397	Sober
录用	662	6.12	1.4797	8029	Hire
温和	663	6.12	1.1364	8714	Moderate
明晰	664	6.12	1.2558	7064	Clear
工资	665	6.12	1.4090	665	Wage
元旦	666	6.12	1.5205	8877	New Year's Day
拥有	667	6.12	1.3192	1057	Have
良知	668	6.12	1.5338	9622	Intuitive knowledge
森林	669	6.12	1.6117	1933	Forest
霞	670	6.10	1.3590	9901	Xia
高	671	6.10	1.4880	208	High
刻苦	672	6.10	1.4033	9115	Assiduous
安静	673	6.10	1.4321	5936	Quiet
清洁	674	6.10	1.1112	4846	Clean
关切	675	6.10	1.3132	5784	Concern
期待	676	6.10	1.3286	4413	Expect
才能	677	6.10	1.3887	482	Talent
奥运会	678	6.10	1.6812	6050	Olympic Games
承诺	679	6.10	1.4033	3305	Commitment
抒情	680	6.10	1.1294	6322	Lyric
姊	681	6.10	1.5551	7241	Sister
有用	682	6.10	1.3590	3410	Useful
声望	683	6.10	1.5419	7396	Prestige
同胞	684	6.10	1.2495	3421	Compatriots
至高无上	685	6.10	1.8654	9546	Supreme
特别	686	6.10	1.2976	245	Special
明白	687	6.10	1.2164	1734	Understand
超级	688	6.10	1.3740	4654	Super
经验	689	6.10	1.2330	406	Experience
补贴	690	6.10	1.3439	2001	Subsidy
游泳	691	6.10	1.3286	7238	Swim
心灵	692	6.10	1.5811	3412	Heart
深造	693	6.10	1.4880	9118	Advanced studies
优先	694	6.10	1.5551	2155	Priority
新品	695	6.10	1.1824	9785	New Products
鲜	696	6.10	1.1473	6392	Fresh
擅长	697	6.10	1.1995	9175	Good
辛勤	698	6.10	1.6933	6757	Industrious
觉醒	699	6.10	1.1995	4993	Wake
简洁	700	6.10	1.4178	8132	Concise
薪金	701	6.10	1.3590	7565	Salaries
开放	702	6.10	1.1294	571	Open
深信	703	6.08	1.4686	6803	Convinced
祖父母	704	6.08	1.5758	8997	Grandparents
家园	705	6.08	1.5097	8122	Home
下班	706	6.08	1.7478	9582	Commuting
财	707	6.08	1.4824	2859	Fiscal
足够	708	6.08	1.3068	2275	Enough
先进	709	6.08	1.5628	785	Advanced
民主	710	6.08	1.6884	337	Democracy
神	711	6.08	1.4686	1686	God
永久	712	6.08	1.2095	3758	Permanent
耐用	713	6.08	1.2428	9718	Durable
高涨	714	6.08	1.5628	3954	Upsurge
探亲	715	6.08	1.3223	9002	Relatives
划时代	716	6.08	1.2095	7956	Epoch-making
复活	717	6.08	1.3679	8071	Resurrection
粮食	718	6.08	1.4961	747	Food
潜力	719	6.08	1.6884	2310	Potential
巧	720	6.08	1.3377	7416	Opportunely
假期	721	6.08	1.7361	8224	Vacation
中国	722	6.06	1.6587	36	China
合格	723	6.06	1.3614	3181	Qualified
晨	724	6.06	1.1141	4652	Morning
举世	725	6.06	1.2683	7181	Universally
巴黎	726	6.06	1.3614	2826	Paris
赠	727	6.06	1.3311	9537	Present
首饰	728	6.06	1.4902	8830	Jewelery
老实	729	6.06	1.2521	4845	Honest
机遇	730	6.06	1.3001	3393	Opportunity
录取	731	6.06	1.4765	7287	Enroll
夫妻	732	6.06	1.2191	4244	Couples
开玩笑	733	6.06	1.4626	9664	Joke
高新	734	6.06	1.2357	3209	High-tech
收成	735	6.06	1.6587	9231	Harvest
前进	736	6.06	1.1323	1983	Advance
节约	737	6.06	1.2022	2209	Save
well	738	6.06	1.4201	9930	well
家乡	739	6.06	1.5572	4221	Hometown
蓝图	740	6.06	1.5572	9238	Blueprint
成效	741	6.06	1.3763	2681	Effect
支持	742	6.06	1.2843	542	Support
国王	743	6.06	1.5440	3960	King
卓识	744	6.06	1.6340	9317	Sagacity
援助	745	6.06	1.4626	2047	Aid
情感	746	6.04	1.3242	2115	Emotion
金钱	747	6.04	1.4136	4295	Money
主动	748	6.04	1.1241	1889	Initiative
坚定	749	6.04	1.2447	2232	Firm
中國	750	6.04	1.8948	4106	China
融通	751	6.04	1.1241	7824	Intermediation
增多	752	6.04	1.4136	2723	Increase
人民币	753	6.04	1.6031	1925	Renminbi
合理	754	6.04	1.1599	570	Reasonable
扩展	755	6.04	1.0490	2430	Expand
清楚	756	6.04	1.1599	919	Clear
妥善	757	6.04	1.5903	3828	Proper
恰好	758	6.04	1.1773	6995	Exactly
稳健	759	6.04	1.4841	9929	Steady
包容	760	6.04	1.7492	9678	Inclusive
回升	761	6.04	1.2115	5127	Recovery
活动	762	6.04	1.4978	129	Activity
楷模	763	6.04	1.8948	9203	Model
锻炼	764	6.04	1.3547	3030	Exercise
情调	765	6.04	1.2447	9071	Sentiment
骨干	766	6.04	1.6408	3656	Backbone
拥护	767	6.04	1.4280	2643	Advocacy
强劲	768	6.04	1.7019	6497	Powerful
圣经	769	6.04	1.5113	6641	Bible
校园	770	6.04	1.1773	6366	Campus
发明	771	6.04	0.9889	2464	Invention
海洋	772	6.04	1.5113	2250	Ocean
宴会	773	6.04	1.4136	7442	Banquet
瞩目	774	6.04	1.4563	6048	Focus
名人	775	6.04	1.2115	6814	Celebrity
新兴	776	6.04	1.2771	2667	New
鲜明	777	6.04	1.3547	2148	Bright
悠久	778	6.04	1.1945	3363	A long
容易	779	6.02	1.2856	986	Easy
剑桥	780	6.02	1.3923	9373	Cambridge
中华	781	6.02	1.7319	697	China
大气	782	6.02	1.2856	4115	Atmosphere
春	783	6.02	1.1516	6721	Spring
头等	784	6.02	1.3775	9915	First-class
苹果	785	6.02	1.3169	6080	Apple
超前	786	6.02	1.5713	5861	Lead
保护	787	6.02	1.5050	423	Protection
浩大	788	6.02	1.4213	6311	Vast
子女	789	6.02	1.1865	2308	Child
技艺	790	6.02	1.2370	9134	Skill
小女	791	6.02	1.4213	8486	Daughter
坚实	792	6.02	1.2204	3650	Solid
情人	793	6.02	1.7553	8992	Lover
有意思	794	6.02	1.4637	6380	Interesting
庆	795	6.02	1.4068	6333	Celebrate
佳作	796	6.02	1.7201	9917	Excellent work
电影	797	6.02	1.2534	1196	Movie
成交	798	6.02	1.3923	5253	Transaction
小朋友	799	6.02	1.4776	8155	Children
信念	800	6.02	1.2534	3351	Faith
花园	801	6.02	1.3923	5547	Garden
维也纳	802	6.02	1.5318	9084	Vienna
端正	803	6.02	1.2696	9439	Correct
名家	804	6.02	1.5713	9635	Famous expert
复兴	805	6.02	1.2856	3183	Revival
歌舞	806	6.02	1.2370	7386	Dance
批准	807	6.02	1.3013	748	Approve
奋	808	6.02	1.2036	7207	Fen
有效	809	6.02	1.1692	557	Effective
舞	810	6.02	1.5318	6600	Dance
良	811	6.02	1.1337	5171	Good
摇篮	812	6.00	0.9897	9031	Cradle
无误	813	6.00	1.5649	7150	Correct
向上	814	6.00	1.4983	3919	Up
特大	815	6.00	1.4708	7405	King
自主	816	6.00	1.2289	1685	Autonomous
利于	817	6.00	1.2617	799	Beneficial
免税	818	6.00	1.5518	4864	Duty-free
教堂	819	6.00	1.5779	4923	Church
协作	820	6.00	1.3702	1959	Cooperation
教养	821	6.00	1.2936	5394	Upbringing
指引	822	6.00	1.3997	4858	Guide
贵族	823	6.00	1.2936	3521	Nobility
好奇	824	6.00	1.1249	6556	Curious
景气	825	6.00	1.1952	6570	Prosperity
机会	826	6.00	1.3997	908	Opportunity
契机	827	6.00	1.3553	5211	Opportunity
明星	828	6.00	1.6162	6702	Star
有理	829	6.00	1.2936	9180	Rational
值得	830	6.00	1.4983	1082	Deserve
精简	831	6.00	1.4428	5449	Streamline
先锋	832	6.00	1.2778	4994	Pioneer
怀孕	833	6.00	1.7143	6249	Pregnancy
画家	834	6.00	1.2778	4785	Painter
适度	835	6.00	1.3401	4560	Moderation
凝聚力	836	6.00	1.4708	5694	Cohesion
家庭	837	6.00	1.5253	553	Family
获得	838	6.00	1.5386	511	Obtain
博士	839	6.00	1.0302	2315	Doctor
专业	840	6.00	1.2454	507	Specialty
提升	841	6.00	1.3851	3416	Upgrade
熟人	842	6.00	1.2289	9732	Acquaintance
宫殿	843	6.00	1.2289	7018	Palace
完工	844	6.00	1.2617	8444	Completion
情	845	6.00	1.3248	1160	Love
唱	846	6.00	1.0498	6168	Sing
圣	847	6.00	1.5386	5563	Saint
青年	848	6.00	1.2617	687	Youth
拯救	849	6.00	1.7613	6329	Save
飞跃	850	6.00	1.4428	3941	Leap
合适	851	6.00	1.7261	4333	Appropriate
前途	852	6.00	1.4569	3188	Future
完成	853	5.98	1.5842	371	Complete
坚固	854	5.98	1.6098	7187	Firm
动画	855	5.98	1.5971	6897	Animation
诞生	856	5.98	1.2534	3080	Be born
伙伴	857	5.98	1.6224	3121	Partner
姐	858	5.98	1.5583	9900	Sister
明了	859	5.98	1.3013	4982	Clear
玩	860	5.98	1.5050	5678	Play
素养	861	5.98	1.3775	7708	Accomplishment
快	862	5.98	1.3775	722	Fast
公益	863	5.98	1.4497	5164	Community
能量	864	5.98	1.5583	4284	Energy
扶助	865	5.98	1.1337	9697	Help
食物	866	5.98	1.3476	3124	Food
实力	867	5.98	1.1865	1811	Strength
兴	868	5.98	1.4497	3714	Interest
开拓	869	5.98	1.1692	2016	Developing
出国	870	5.98	1.2696	4097	Abroad
图书馆	871	5.98	1.5971	1666	Library
熏陶	872	5.98	1.4356	9412	Edification
启发	873	5.98	0.9998	4087	Inspire
培养	874	5.98	1.0784	807	Train
老师	875	5.98	1.3169	2226	Teacher
家属	876	5.98	1.3923	4281	Family member
胡锦涛	877	5.98	1.6474	9023	Hu
改良	878	5.98	1.3323	3096	Improve
至上	879	5.98	1.4068	8970	Supreme
追求	880	5.98	1.2036	1135	Pursue
睡觉	881	5.98	1.3923	4677	Sleep
硕士	882	5.98	1.5050	3962	Master
兴起	883	5.98	1.1865	3729	Rise
净	884	5.98	1.3476	4204	Net
小孩	885	5.98	1.4913	4388	Child
宽广	886	5.98	1.3923	8799	Broad
简便	887	5.96	1.2282	7566	Simple and convenient
恩来	888	5.96	1.4280	2470	Enlai
创建	889	5.96	1.2282	2191	Create
宽松	890	5.96	1.1058	6230	Loose
易	891	5.96	1.3845	1758	Easy
水	892	5.96	1.5248	853	Water
新书	893	5.96	1.3696	9265	New book
瑞士	894	5.96	1.5381	4191	Switzerland
里程碑	895	5.96	1.4136	7591	Milestone
我们	896	5.96	1.2447	28	We
润	897	5.96	1.1421	7703	Profit
巨人	898	5.96	1.3242	7657	Giant
协调	899	5.96	1.2115	955	Coordination
阔	900	5.96	1.2610	9044	Wide
威信	901	5.96	1.1773	8039	Prestige
哈佛	902	5.96	1.5381	6015	Harvard
和解	903	5.96	1.7257	6697	Reconciliation
远大	904	5.96	1.4422	8009	Broad
妻子	905	5.96	1.7257	2208	Wife
恰当	906	5.96	1.1945	3240	Appropriate
观光	907	5.96	1.4841	7111	Sightseeing
闪烁	908	5.96	1.4563	9851	Flicker
毕业	909	5.96	1.4841	1265	Graduation
从容	910	5.96	1.6898	9748	Leisurely
誉	911	5.96	1.2447	8416	Reputation
旋律	912	5.96	1.4841	6903	Melody
举足轻重	913	5.96	1.4978	6207	Pivotal
加强	914	5.96	1.2771	283	Strengthen
艺术品	915	5.96	1.3395	5750	Artwork
完整	916	5.96	1.3395	1335	Complete
上市	917	5.96	1.3547	2048	Listing
信	918	5.96	1.1421	1040	Letter
香港	919	5.96	1.1945	590	Hong Kong
厉害	920	5.96	1.6655	5257	Powerful
帮忙	921	5.96	0.9467	6546	Help
钢琴	922	5.96	1.4978	9520	Piano
理智	923	5.96	1.5774	6647	Intellect
期望	924	5.96	1.5774	3140	Expectation
理性	925	5.96	1.5513	1859	Rationality
祈祷	926	5.96	1.3991	9883	Prayer
稳定	927	5.96	1.2930	608	Stable
最大	928	5.96	1.4702	675	Maximum
哥哥	929	5.96	1.2930	7779	Brother
慰问	930	5.94	1.4765	9228	Condolence
拓展	931	5.94	1.3311	9731	Expand
孩子	932	5.94	1.6710	648	Children
诸葛亮	933	5.94	1.6214	6457	Zhuge Liang
清晨	934	5.94	1.4344	6902	Early in the morning
弹性	935	5.94	1.3001	3987	Elasticity
收藏	936	5.94	1.2357	5243	Collection
知识	937	5.94	1.3763	303	Knowledge
激活	938	5.94	1.1502	9284	Activation
壮	939	5.94	1.3311	9778	Strong
首席	940	5.94	1.4626	5758	Chief
真	941	5.94	1.4486	1035	True
笑话	942	5.94	1.8562	5879	Joke
植物	943	5.94	1.1323	2090	Plant
挪威	944	5.94	1.5440	8722	Norway
海	945	5.94	1.4486	1730	Sea
满	946	5.94	1.3311	2358	Full
演唱	947	5.94	1.2683	6237	Concert
照顾	948	5.94	1.2683	2734	Look after
耐心	949	5.94	1.5703	5721	Patient
将来	950	5.94	1.5703	1836	Future
新	951	5.94	1.4765	80	New
互利	952	5.94	1.5960	4383	Benefit
透明	953	5.94	1.1851	5522	Transparent
津贴	954	5.94	1.4057	4481	Allowance
回报	955	5.94	1.5174	5194	In return
攀登	956	5.94	1.3463	9414	Climbing
感情	957	5.94	1.3001	1669	Affection
大學	958	5.94	1.2357	8851	University
国都	959	5.94	1.3614	9451	Capital
闪光	960	5.94	1.2022	8282	Flash
景观	961	5.94	1.0956	5767	Landscape
诗人	962	5.94	1.3763	1605	Poet
英镑	963	5.94	1.4344	5330	Pound
完备	964	5.94	1.4344	3337	Complete
平静	965	5.94	1.2683	4514	Calm
传奇	966	5.94	1.6710	6706	Legend
强力	967	5.94	1.3001	9001	Powerful
吻合	968	5.94	1.5832	5423	Coincide
游戏	969	5.94	1.4902	3078	Game
增加	970	5.94	1.0184	250	Addition
子孙	971	5.92	1.3068	6534	Offspring
景	972	5.92	1.3377	4042	View
雄	973	5.92	1.2095	8149	Male
文化	974	5.92	1.1925	96	Cultural
视野	975	5.92	1.2262	4376	Vision
公园	976	5.92	1.2095	3767	Park
递增	977	5.92	1.0467	4856	Ascending
拼搏	978	5.92	1.4824	9070	Fighting
进化	979	5.92	1.3974	4104	Evolution
古城	980	5.92	1.3377	7962	Old Town
励	981	5.92	1.4119	5311	Encourage
太太	982	5.92	1.3223	3558	Wife
睛	983	5.92	1.1400	6025	Eye
肯定	984	5.92	0.9655	1004	Sure
乡亲	985	5.92	1.2911	7718	Local people
海滩	986	5.92	1.4263	9060	Beach
独立	987	5.92	1.3223	551	Independent
邀请	988	5.92	1.5097	3357	Invite
别墅	989	5.92	1.5628	8918	Villa
大师	990	5.92	1.4824	5650	Master
生长	991	5.92	1.2752	2210	Grow
自然	992	5.92	1.6393	295	Natural
独特	993	5.92	1.6393	2032	Unique
留学	994	5.92	1.3679	2492	Study abroad
财物	995	5.92	1.1400	4119	Property
正统	996	5.92	1.4546	7221	Orthodox
到达	997	5.92	1.4119	2791	Reach
财产	998	5.92	1.3974	848	Property
盛	999	5.92	1.5097	6339	Hold
名誉	1000	5.92	1.4405	6038	Reputation
简单	1001	5.92	1.4824	914	Simple
掌握	1002	5.92	1.0069	925	Grasp
成长	1003	5.92	1.2752	1887	Grow up
谅解	1004	5.92	1.3377	5602	Understanding
深化	1005	5.92	1.2428	1766	Deepen
创业	1006	5.92	1.4824	2872	Entrepreneurship
歌	1007	5.92	1.4961	4524	Song
宽大	1008	5.92	1.5628	8472	Leniency
游览	1009	5.92	1.5097	6626	Tour
主力	1010	5.92	1.2591	3772	Main
文艺	1011	5.92	1.2591	1192	Literature and art
归来	1012	5.92	1.1220	6958	Return
婴儿	1013	5.92	1.5232	4495	Baby
符合	1014	5.92	1.1036	693	Accord
展望	1015	5.92	1.3974	7072	Outlook
钞票	1016	5.92	1.6142	8288	Banknote
诗歌	1017	5.90	1.4743	2026	Poem
解放军	1018	5.90	1.4880	1973	People's Liberation Army
专长	1019	5.90	1.1650	7342	Specialty
向往	1020	5.90	1.4880	7865	Yearn
觉悟	1021	5.90	1.4880	3271	Consciousness
促进	1022	5.90	1.3132	467	Promote
激增	1023	5.90	1.5152	9730	Surge
扎实	1024	5.90	1.3590	4582	Solid
信服	1025	5.90	1.4033	8140	Convince
模范	1026	5.90	1.7053	3614	Model
弟弟	1027	5.90	1.5682	4445	Brother
雅典	1028	5.90	1.6067	9619	Athens
悟	1029	5.90	1.4321	9449	Realize
牛津	1030	5.90	1.1995	9893	Oxford
归功	1031	5.90	1.1294	8844	Attributed
正规	1032	5.90	1.2495	3652	Regular
改进	1033	5.90	1.4463	1318	Improve
照相	1034	5.90	1.3132	8406	Photo
乐器	1035	5.90	1.4178	7328	Musical Instruments
美学	1036	5.90	1.4463	2319	Aesthetics
侨胞	1037	5.90	1.1294	8144	Compatriots
牢固	1038	5.90	1.3286	5090	Firm
配偶	1039	5.90	1.6067	6507	Spouse
精	1040	5.90	1.2976	2453	Fine
获	1041	5.90	1.3439	1577	Been
到家	1042	5.90	1.5286	6465	Home
果断	1043	5.90	1.4604	7211	Decisive
自足	1044	5.90	1.2657	5540	Self-sufficiency
增长	1045	5.90	1.1995	239	Increase
发现	1046	5.90	1.1112	479	Discovery
开业	1047	5.90	1.5940	7116	Opened
权益	1048	5.90	0.9949	1834	Rights and interests
平等	1049	5.90	1.5940	1175	Equality
纯	1050	5.90	1.2657	3087	Pure
飞速	1051	5.90	1.2657	6486	Rapid
支援	1052	5.90	1.5017	2610	Support
能力	1053	5.90	1.3887	328	Ability
生机	1054	5.90	1.5811	3971	Vitality
江南	1055	5.90	1.4178	4145	Jiangnan
熟知	1056	5.90	1.1294	9042	Known
敢于	1057	5.90	1.3590	4192	Dare
巴金	1058	5.90	1.6690	8389	Barking
节能	1059	5.90	1.5682	6136	Energy
互联网	1060	5.88	1.5070	4812	Internet
捐助	1061	5.88	1.3944	8390	Donation
特产	1062	5.88	1.4234	7209	Specialty
适合	1063	5.88	1.5990	1976	Fit
姊妹	1064	5.88	1.9234	6731	Sisters
说唱	1065	5.88	1.3192	8740	Rap
睡眠	1066	5.88	1.3037	8704	Sleeping
业绩	1067	5.88	1.4518	3801	Results
境界	1068	5.88	1.5602	3525	Realm
安	1069	5.88	1.1891	1816	Safe
餐厅	1070	5.88	1.1364	9140	Restaurant
吸引	1071	5.88	1.0622	1589	Attract
太空	1072	5.88	1.2720	8034	Outer space
培育	1073	5.88	1.1718	3245	Foster
认可	1074	5.88	1.4090	3875	Approve
准许	1075	5.88	1.0999	7716	Permit
挽救	1076	5.88	1.7100	4556	Save
外向	1077	5.88	1.2720	4344	Outbound
健	1078	5.88	1.2720	5462	Healthy
最新	1079	5.88	1.4658	3529	Latest
源泉	1080	5.88	1.3192	4922	Fountainhead
故宫	1081	5.88	1.4934	8733	Forbidden City
达成	1082	5.88	1.3797	2194	Accomplish
推动	1083	5.88	1.1542	839	Promote
平稳	1084	5.88	0.8722	6177	Smooth
正好	1085	5.88	1.2395	4175	Just right
共鸣	1086	5.88	1.2061	6335	Resonance
答应	1087	5.88	1.3192	4309	Promise
仁	1088	5.88	1.6368	7628	Benevolence
稳步	1089	5.88	1.2395	4185	Steadily
合力	1090	5.88	1.1183	7502	Resultant
有力	1091	5.88	1.4234	1283	Strong
补给	1092	5.88	0.9613	9056	Supply
熟	1093	5.88	1.0622	5250	Ripe
旅	1094	5.88	1.3649	5203	Brigade
歌剧	1095	5.88	1.2395	8803	Opera
静	1096	5.88	1.2879	3639	Quiet
百万	1097	5.88	1.3649	1854	Millions
渴望	1098	5.88	1.4934	4324	Longing
演奏	1099	5.88	1.0812	5709	Playing
价值	1100	5.86	1.5254	304	Value
葡萄	1101	5.86	1.4709	8829	Grapes
酬	1102	5.86	1.2124	7439	Reward
学习	1103	5.86	1.4429	434	Learning
远景	1104	5.86	1.1250	6529	Vista
推荐	1105	5.86	0.9478	3367	Recommend
丽	1106	5.86	1.3852	6152	Korea
得分	1107	5.86	1.3095	9450	Score
儿子	1108	5.86	1.2618	1578	Son
建交	1109	5.86	1.1954	6921	Establish diplomatic relations
关键	1110	5.86	1.3852	1089	Key
天上	1111	5.86	1.4287	6315	Heavenly
银	1112	5.86	1.3554	3504	Silver
自然而然	1113	5.86	1.2291	6632	Automatically
古迹	1114	5.86	1.5254	6299	Historical sites
古典	1115	5.86	1.1068	2600	Classical
春季	1116	5.86	1.2124	7258	Spring
明确	1117	5.86	1.4570	615	Clear
自律	1118	5.86	1.1430	6583	Discipline
杰	1119	5.86	1.5520	6428	Outstanding
领袖	1120	5.86	1.4287	2541	Leader
精神	1121	5.86	1.2124	323	Spirit
享用	1122	5.86	1.4570	9753	Enjoy
绘画	1123	5.86	1.3403	3451	Painting
想象	1124	5.86	1.2291	1969	Picture
迅速	1125	5.86	1.2456	761	Rapid
大理	1126	5.86	1.5120	8682	Dali
感性	1127	5.86	1.3095	3620	Sensibility
正当	1128	5.86	1.2938	2417	Just when
文学	1129	5.86	1.2779	381	Literature
俱乐部	1130	5.86	1.5120	4242	Club
china	1131	5.86	1.4287	3932	china
孕育	1132	5.86	1.6164	6923	Breed
秀	1133	5.86	1.3095	4683	Beautiful
利	1134	5.86	1.3852	703	Profit
拓宽	1135	5.86	1.1954	4932	Broaden
资产	1136	5.86	1.0104	272	Assets
田野	1137	5.86	1.4287	9187	Field
充分	1138	5.86	1.3554	437	Full
脱贫	1139	5.86	1.8737	7847	Poverty
升学	1140	5.86	1.4984	7216	Careers
激动	1141	5.86	1.4984	2808	Excitement
大哥	1142	5.86	1.4429	9963	Big Brother
夫妇	1143	5.86	1.4570	5234	Married couple
自然界	1144	5.86	1.1608	2828	Nature
照相机	1145	5.86	1.1430	9300	Camera
收入	1146	5.84	1.4619	474	Income
力量	1147	5.84	1.3903	447	Force
夏季	1148	5.84	1.4049	5554	Summer
新生	1149	5.84	1.3149	3605	Newborn
鼓	1150	5.84	1.2835	6323	Drum
茶	1151	5.84	1.3456	6822	Tea
圆	1152	5.84	1.3607	5070	Round
生效	1153	5.84	1.2513	3369	Become effective
心声	1154	5.84	1.2993	9914	Heartfelt wishes
火炬	1155	5.84	1.2014	9293	Torch
礼仪	1156	5.84	1.5301	5636	Etiquette
全力	1157	5.84	1.2835	4402	Full
飞行员	1158	5.84	1.3149	8222	Pilot
歌曲	1159	5.84	1.2675	4288	Song
开创	1160	5.84	1.2993	3975	Start
起飞	1161	5.84	1.0759	7123	Take off
婚姻	1162	5.84	1.6826	1860	Marriage
兄弟	1163	5.84	1.5826	2323	Brothers
推进	1164	5.84	1.1493	1210	Advance
潮流	1165	5.84	1.2182	3373	Trend
开辟	1166	5.84	0.8418	2971	Open up
适用	1167	5.84	1.1843	1049	Applicable
十足	1168	5.84	1.6333	7295	Full
哥	1169	5.84	1.1132	4942	Brother
亿万	1170	5.84	1.7422	7192	Hundreds of millions
首创	1171	5.84	1.3903	9078	Pioneer
高山	1172	5.84	1.4049	5742	Alpine
学问	1173	5.84	1.3607	4438	Knowledge
秋天	1174	5.84	1.3456	4392	Autumn
资质	1175	5.84	1.3756	7063	Qualification
new	1176	5.84	1.5301	4836	new
主流	1177	5.84	1.3456	3737	Mainstream
得力	1178	5.84	1.2513	8781	Competent
园林	1179	5.84	1.2349	6164	Garden
新型	1180	5.84	1.3303	2713	New type
和谈	1181	5.84	1.3456	9983	Peace talks
快速	1182	5.84	1.2835	2100	Fast
海滨	1183	5.84	1.3756	9124	Seaside
全面	1184	5.84	1.3756	522	Comprehensive
对称	1185	5.84	1.1132	7182	Symmetry
龙	1186	5.84	1.5954	4745	Dragon
精力	1187	5.84	1.3607	3150	Energy
跃	1188	5.84	1.3149	6419	Jump
深远	1189	5.84	1.3303	3251	Far-reaching
科学	1190	5.84	1.2835	135	Science
通过	1191	5.84	1.0373	137	By
更新	1192	5.84	1.3303	1761	Updates
早上	1193	5.84	1.2835	4680	Morning
突出	1194	5.84	1.3456	958	Prominent
中国画	1195	5.82	1.5345	9856	Chinese painting
激发	1196	5.82	1.5077	4013	Excitation
品质	1197	5.82	1.4941	3029	Quality
小麦	1198	5.82	1.2403	6690	Wheat
招商	1199	5.82	1.4097	6057	Merchants
守法	1200	5.82	1.4384	5905	Compliance
促成	1201	5.82	1.1726	4507	Facilitate
洞察	1202	5.82	1.3045	8293	Insight
戏曲	1203	5.82	1.3805	3761	Drama
最多	1204	5.82	1.4525	2068	Most
美國	1205	5.82	1.7692	6770	United States
稳妥	1206	5.82	1.3506	6214	Safe
chinese	1207	5.82	1.5609	4754	chinese
协力	1208	5.82	1.4941	7237	Third
澳洲	1209	5.82	1.4941	9151	Australia
突破	1210	5.82	1.7692	1743	Breakthrough
迎	1211	5.82	1.1551	5015	Welcome
镇定	1212	5.82	1.1726	9923	Stabilization
功夫	1213	5.82	1.2567	3751	Kung fu
v	1214	5.82	1.4941	5142	v
启迪	1215	5.82	1.2567	6779	Enlightenment
丈夫	1216	5.82	1.3354	2233	Husband
提倡	1217	5.82	1.5345	2147	Advocate
增添	1218	5.82	1.3952	4193	Increase
艺术性	1219	5.82	1.2728	6156	Artistic quality
丝绸	1220	5.82	1.2403	5182	Silk
女	1221	5.82	1.3506	1250	Female
色彩	1222	5.82	1.8260	1899	Color
大地	1223	5.82	1.4941	2885	Earth
浓厚	1224	5.82	1.3354	3501	Strong
写实	1225	5.82	1.2070	9212	Realism
诺言	1226	5.82	1.8592	9116	Promise
形象	1227	5.82	0.8965	868	Image
美术	1228	5.82	1.4097	2657	Art
景象	1229	5.82	1.1899	3802	Scene
力争	1230	5.82	1.2070	5237	Strive
能源	1231	5.82	1.2887	1423	Energy
财产权	1232	5.82	1.3656	6002	Property
转运	1233	5.82	1.7577	9073	Transport
相符	1234	5.82	1.2403	6564	Tally
原谅	1235	5.82	1.5211	7500	Forgive
高雄	1236	5.82	1.1373	8642	Kaohsiung
意志	1237	5.82	1.1373	2059	Will
吃饭	1238	5.80	1.4708	3979	Eat
协同	1239	5.80	1.1249	3915	Joint
杭州	1240	5.80	1.6413	3377	Hangzhou
预见	1241	5.80	1.2936	4198	Foresee
装饰	1242	5.80	1.2289	4739	Decoration
释放	1243	5.80	1.6537	3628	Release
