Word	Havg	StDev	FreqListRank	TwitterRank	translation
health	558	6.86	1.3403	--	5896	health
teman	559	6.84	1.2513	163	480	friend
bali	560	6.84	1.4194	--	1044	Bali
yess	561	6.84	1.2182	--	4509	yess
cahaya	562	6.84	1.1314	673	4829	light
mendapatkanmu	563	6.84	1.2675	5462	--	got you
memberkati	564	6.84	1.2993	3643	--	bless
mamaku	565	6.84	1.4194	--	6045	mama
unlimited	566	6.84	1.3149	--	6076	unlimited
ayah	567	6.84	1.4049	140	951	father
berkembang	568	6.84	1.1132	1963	--	evolve
bergurau	569	6.84	1.2182	3585	--	joke
pesona	570	6.84	1.0373	5931	--	charm
pangeran	571	6.84	1.2349	1288	5070	prince
bismillah	572	6.84	1.8335	--	1808	bismillah
thnks	573	6.84	1.2675	--	4676	thnks
menghargainya	574	6.82	1.1373	4694	--	appreciate it
oleh2	575	6.82	1.1373	--	2522	oleh2
pasangan	576	6.82	1.2237	1204	1163	pair
bayi	577	6.82	1.3952	481	2401	baby
nyenyak	578	6.82	1.0240	3581	5768	sound
bakat	579	6.82	1.0821	2630	4720	talent
smangat	580	6.82	1.4665	--	3682	smangat
musik	581	6.82	1.1008	732	1421	music
kekuatan	582	6.82	1.3805	507	1929	strength
yes	583	6.82	1.2728	3204	922	yes
jalan2	584	6.82	1.2403	--	2131	jalan2
promote	585	6.82	1.3200	--	775	promote
berdansa	586	6.82	0.9624	1948	--	dance
pemandangan	587	6.82	1.3952	2474	--	view
istriku	588	6.82	1.3354	1229	--	my wife
dihatimu	589	6.82	1.2887	--	3672	your heart
menghormati	590	6.82	1.0631	1826	--	respect
menyembuhkan	591	6.82	1.5345	3833	--	cure
shopping	592	6.80	1.1429	--	5122	shopping
ajaib	593	6.80	1.3702	2608	--	miraculous
menyelamatkannya	594	6.80	1.3401	3176	--	save
sholat	595	6.80	2.2406	--	963	prayer
welcome	596	6.80	1.1249	5640	1486	welcome
meningkat	597	6.80	1.1429	3067	6189	increase
beres	598	6.80	1.0690	1636	2457	OK
menyelamatkanku	599	6.80	1.3401	5007	--	save
haii	600	6.80	1.1952	--	2532	haii
baru	601	6.80	1.1066	113	51	new
hope	602	6.80	1.3702	--	970	hope
masakan	603	6.80	1.0498	5290	--	cuisine
aseek	604	6.80	1.4983	--	4262	aseek
perawan	605	6.80	1.4569	2612	--	virgin
nyanyi	606	6.80	1.1066	--	1001	singing
yesus	607	6.80	1.7261	879	4478	jesus
keselamatan	608	6.80	1.3553	2317	--	safety
okeee	609	6.80	1.2936	--	3982	okeee
indonesian	610	6.78	1.4184	--	3562	Indonesian
#indonesia	611	6.78	1.5687	--	3743	# Indonesia
kawin	612	6.78	1.5158	5565	3369	mate
perkasa	613	6.78	1.0934	5783	--	strong
kluarga	614	6.78	1.3138	--	4872	kluarga
rapi	615	6.78	1.4886	4197	5545	neat
together	616	6.78	1.3293	--	3561	together
angel	617	6.78	1.5425	2979	2432	angel
menyetujui	618	6.78	1.0359	3305	--	approve
dinner	619	6.78	1.1301	--	3586	dinner
true	620	6.78	1.2501	--	1910	true
assalamualaikum	621	6.78	1.7296	--	5120	assalamualaikum
saturday	622	6.78	1.3293	--	4578	saturday
doaku	623	6.78	1.3293	--	2276	prayer
kawanku	624	6.78	1.1301	5603	--	my friend
support	625	6.78	1.1830	--	1871	support
biggest	626	6.78	1.2824	--	3173	biggest
sate	627	6.78	1.3596	--	3020	Satay
menarik	628	6.78	1.0554	351	1572	interesting
bintang	629	6.76	1.1528	499	1222	star
menolongku	630	6.76	1.1528	3492	--	help me
permainan	631	6.76	1.1877	515	4419	game
dance	632	6.76	1.1704	2798	1968	dance
award	633	6.76	1.2545	--	4864	award
menangkan	634	6.76	1.2216	4568	--	win
tangguh	635	6.76	1.2707	2810	--	strong
makanan	636	6.76	1.1704	413	939	food
gadisku	637	6.76	1.2048	5214	--	my girl
makasih	638	6.76	1.2707	1834	171	thanks
modern	639	6.76	1.2707	3210	--	modern
mudah	640	6.76	1.1350	359	508	easy
kawan	641	6.76	1.2867	383	972	friend
wkkw	642	6.76	2.1243	--	5943	wkkw
bunga	643	6.76	1.1168	821	1917	interest
truth	644	6.76	1.3486	--	5093	truth
naksir	645	6.76	0.9161	--	4079	crush
rekor	646	6.74	1.1572	4050	4866	record
relationship	647	6.74	1.2257	--	3615	relationship
seksi	648	6.74	1.3219	1420	3034	sexy
teguh	649	6.74	1.2586	--	4535	firm
like	650	6.74	1.1572	1846	285	like
mengasihi	651	6.74	0.9858	4695	--	love
penghormatan	652	6.74	1.1572	5572	--	tribute
orangtuaku	653	6.74	1.6759	5460	--	parents
tour	654	6.74	1.3674	--	3108	tour
laba	655	6.74	1.3969	3250	--	profit
trust	656	6.74	1.4259	--	4745	trust
goodnight	657	6.74	1.1031	--	4781	goodnight
doanya	658	6.74	1.4542	--	4768	prayer
luv	659	6.74	1.4820	--	5776	luv
hhehe	660	6.74	1.4115	--	3542	hhehe
ahli	661	6.74	1.2423	906	5952	expert
terang	662	6.74	1.1920	1550	2541	light
petualangan	663	6.74	1.2090	2435	--	adventure
pantai	664	6.74	1.3372	927	2042	beach
cakap	665	6.74	1.1031	3313	--	competent
sunset	666	6.74	1.3524	--	4936	sunset
membantuku	667	6.72	1.1959	1464	--	help
kesempatan	668	6.72	0.9697	380	1678	opportunity
membebaskan	669	6.72	1.1613	2335	--	free
jadian	670	6.72	1.4148	--	1116	invented
tertarik	671	6.72	1.1256	913	3949	interested
langsing	672	6.72	1.2784	--	4510	slim
betul	673	6.72	1.2461	1034	1107	correct
penggemar	674	6.72	1.1436	2410	5696	fan
dahsyat	675	6.72	1.5124	--	2271	terrible
won	676	6.72	1.4291	4103	--	won
lelucon	677	6.72	1.3856	1397	--	joke
berteman	678	6.72	1.0506	2035	3707	make friends
hangat	679	6.72	1.1787	1385	3670	warm
proud	680	6.72	1.3559	--	3964	proud
saudaraku	681	6.72	1.1436	1334	--	brother
sexy	682	6.72	1.3559	6086	2078	sexy
slamat	683	6.72	1.2296	--	2293	slamat
nikmati	684	6.70	1.0926	2224	3965	enjoy
dear	685	6.70	1.2976	2974	1068	dear
lengkap	686	6.70	1.2495	2084	1876	complete
mkasih	687	6.70	1.5017	--	3739	mkasih
pestanya	688	6.70	1.1294	5237	--	party
papa	689	6.70	1.3439	1063	791	father
pengetahuan	690	6.70	1.2164	1491	--	knowledge
pray	691	6.70	1.5017	--	3321	pray
coklat	692	6.70	1.1473	2172	1998	brown
life	693	6.70	1.4033	3626	736	life
baguslah	694	6.70	1.1650	3693	--	good riddance
cokelat	695	6.70	1.3740	3336	--	brown
cocok	696	6.70	1.0351	857	1175	match
spirit	697	6.70	1.2164	--	3109	enthusiasm
menghargai	698	6.70	1.0738	1476	2424	appreciate
hahay	699	6.70	1.5551	--	3374	Hahay
bersatu	700	6.70	1.1112	3417	4967	unite
manfaat	701	6.70	1.0351	--	5583	benefit
parfum	702	6.70	1.1473	6206	--	perfume
awet	703	6.70	1.1112	--	3702	durable
harta	704	6.70	1.1294	1844	2875	treasure
kekal	705	6.70	1.2164	5166	--	eternal
salut	706	6.70	1.1995	--	4822	wrapper
beristirahat	707	6.70	1.2164	1955	--	rest
sneng	708	6.70	1.5551	--	3948	sneng
diselamatkan	709	6.70	0.9091	3122	--	saved
sukarelawan	710	6.70	1.0738	5516	--	volunteer
dansa	711	6.70	1.0152	2065	--	dance
kue	712	6.70	1.1824	1037	2106	cake
duit	713	6.68	1.3468	--	585	money
percaya	714	6.68	1.0962	169	571	believe
hormat	715	6.68	1.2526	1459	--	respectful
gadis	716	6.68	1.0774	203	3093	girl
enaknya	717	6.68	1.2848	--	1258	delicious
tengkyu	718	6.68	1.4490	--	5786	tengkyu
menyelamatkanmu	719	6.68	1.2196	3370	--	save
akurat	720	6.68	1.0583	4037	--	accurate
berpengalaman	721	6.68	0.9988	4428	--	experienced
madu	722	6.68	1.0583	1649	5485	honey
gentlemen	723	6.68	1.2526	2800	--	gentlemen
hahahart	724	6.68	1.8232	--	1590	hahahart
bermain	725	6.68	0.9988	320	2375	play
sorak	726	6.68	1.1856	5391	--	cheer
kerjasama	727	6.68	0.9988	5582	--	cooperation
home	728	6.68	1.3768	2767	911	home
terbesar	729	6.68	1.1683	1005	2663	most
pembebasan	730	6.68	1.3161	4993	--	exemption
bekerjasama	731	6.68	1.1507	5436	--	cooperation
teman-teman	732	6.68	1.0962	--	5684	friends
sabtu	733	6.66	1.4373	2730	912	Saturday
istirahat	734	6.66	1.1359	786	1519	break
sukai	735	6.66	1.0994	4027	--	like
kado	736	6.66	1.3342	--	1419	gift
adem	737	6.66	1.2390	--	3868	cool
tumbuh	738	6.66	1.0422	951	3261	grow
ortu	739	6.66	1.6364	--	1899	parents
game	740	6.66	1.3188	1878	1233	game
baikan	741	6.66	1.0422	5583	6014	goodness
diterima	742	6.66	1.1886	1323	4409	be accepted
diizinkan	743	6.66	1.0022	4069	--	allowed
ide	744	6.66	1.2554	448	2836	idea
insyaallah	745	6.66	1.6734	--	2094	God willing
dolar	746	6.66	1.2875	739	--	dollar
solusi	747	6.66	1.1359	2739	4020	solution
menghasilkan	748	6.66	1.0806	1927	5562	produce
dollar	749	6.66	1.3032	2097	--	dollar
idola	750	6.66	0.9607	--	3544	idol
ibumu	751	6.66	1.4230	548	4728	mother
terbaru	752	6.66	1.2390	2841	2517	latest
istri	753	6.66	1.5467	625	1904	wife
cool	754	6.64	1.0645	2454	1673	cool
hallo	755	6.64	1.1205	2104	1227	hallo
investasi	756	6.64	1.2081	4477	--	investment
mandiri	757	6.64	1.1021	--	4094	independent
hawaii	758	6.64	1.2415	4475	--	hawaii
million	759	6.64	1.2898	--	5607	million
holy	760	6.64	1.2739	4488	--	holy
ayahku	761	6.64	1.4813	396	--	my father
ngangenin	762	6.64	1.3211	--	5484	ngangenin
care	763	6.64	1.1386	--	1408	care
natalan	764	6.64	1.5086	--	2708	Christmas
kartun	765	6.64	1.1563	--	4408	cartoon
seger	766	6.64	1.1386	--	4246	Seger
trims	767	6.64	1.2249	2661	--	thanks
rupiah	768	6.64	1.3365	--	5253	rupiah
kidding	769	6.64	1.0645	--	5700	kidding
ditemenin	770	6.64	1.0835	--	5751	ditemenin
jutaan	771	6.64	1.1386	1772	--	millions
terkekeh	772	6.64	1.3962	5217	--	chuckles
dihatiku	773	6.64	1.1911	--	3479	my heart
haiii	774	6.64	1.2739	--	5695	haiii
promosi	775	6.64	1.0645	4250	2207	promotion
mahkota	776	6.64	1.4251	2547	--	crown
menemukannya	777	6.64	0.9638	662	--	found
agung	778	6.64	1.3056	2180	3477	great
nabung	779	6.64	1.0645	--	5712	saving
melindungi	780	6.64	1.0451	765	--	protect
komik	781	6.64	1.3056	4236	5810	comics
yakin	782	6.64	1.1386	191	694	sure
bersamaku	783	6.64	1.1205	1071	--	with me
princess	784	6.64	1.3516	--	3099	princess
sakti	785	6.62	1.1409	5773	--	magic
bgus	786	6.62	1.3231	--	1981	bgus
xmas	787	6.62	1.8504	--	5669	xmas
denganmu	788	6.62	1.2436	263	3383	with
\^o^/	789	6.62	1.7484	--	3426	\ ^ O ^ /
berguna	790	6.62	1.1933	990	4552	useful
dibebaskan	791	6.62	1.1045	3645	--	released
tuntas	792	6.62	1.2919	--	5137	complete
menyanyi	793	6.62	1.0280	2129	--	sing
menyelesaikan	794	6.62	1.3076	885	4521	complete
menolongmu	795	6.62	1.1229	2655	--	help you
forever	796	6.62	1.1586	--	2081	forever
temen	797	6.62	1.2271	--	236	friend
believe	798	6.62	1.3536	5992	2133	believe
pasanganmu	799	6.62	1.4968	--	3580	mate
makasii	800	6.62	1.5238	--	3062	makasii
garuda	801	6.62	1.3834	--	3511	garuda
keyakinan	802	6.62	1.0079	3192	5438	confidence
pelindung	803	6.62	0.9666	2585	--	protector
matang	804	6.62	1.2436	4262	--	mature
potensi	805	6.62	1.0079	5047	--	potential
^o^	806	6.62	1.6646	--	4368	^ O ^
mksh	807	6.62	1.6646	--	1476	mksh
makasi	808	6.62	1.3981	--	1020	makasi
superman	809	6.62	1.2599	2973	--	superman
istana	810	6.62	1.2919	2099	5752	palace
memaafkan	811	6.62	1.3384	2799	2739	forgive
intan	812	6.62	1.3384	--	3573	diamond
muda	813	6.62	1.0859	439	891	young
anakku	814	6.62	1.3536	529	--	my son
gairah	815	6.62	1.4693	4199	--	passion
ampuh	816	6.62	1.1229	--	5745	potent
mawar	817	6.62	1.1409	3373	--	rose
untungnya	818	6.60	1.2454	3275	--	fortunately
peduli	819	6.60	1.2454	330	859	care
ohaha	820	6.60	1.6036	--	2123	ohaha
oke	821	6.60	0.8806	93	228	okay
sinar	822	6.60	1.1429	1819	--	ray
oksigen	823	6.60	1.3093	3393	--	oxygen
eropa	824	6.60	1.4569	1640	3627	europe
baik2	825	6.60	1.4142	--	2958	baik2
aroma	826	6.60	1.1606	5430	5883	aroma
perkembangan	827	6.60	1.0690	5606	--	development
hargai	828	6.60	1.3248	4770	4749	appreciate
menyanyikan	829	6.60	0.9476	4105	--	sing
bersedia	830	6.60	1.3093	2174	--	ready
food	831	6.60	1.1952	--	4295	food
kualitas	832	6.60	1.2936	5296	4313	quality
festival	833	6.60	1.0302	5635	4168	festival
kekuatanmu	834	6.60	1.1429	5614	--	strength
dad	835	6.60	1.4708	1198	4322	dad
mother's	836	6.60	1.4569	--	2478	mother's
terpilih	837	6.60	1.1606	2700	--	elected
betah	838	6.60	0.9897	--	2927	stand
ayang	839	6.60	1.6162	--	4450	ayang
gampang	840	6.60	1.0880	3806	954	easy
sip	841	6.60	1.2122	--	647	sip
dukungan	842	6.60	1.2289	2897	--	endorsement
beach	843	6.58	1.1445	5579	--	beach
bersamamu	844	6.58	1.0708	1164	2655	with you
natal	845	6.58	1.8305	980	469	Christmas
movie	846	6.58	1.2469	4958	4150	movie
unik	847	6.58	1.0897	3240	2665	unique
haji	848	6.58	1.8636	--	4152	Hajj
asekk	849	6.58	1.5131	--	6093	asekk
islam	850	6.58	2.1101	3466	2467	Islam
iphone	851	6.58	1.2469	--	2710	iphone
marry	852	6.58	1.3262	--	3637	marry
menyapa	853	6.58	1.0515	4696	--	greet
hollywood	854	6.58	1.2792	4048	--	hollywood
keadilan	855	6.58	1.5265	2567	--	justice
terlatih	856	6.58	0.9495	4851	--	trained
pertunjukan	857	6.58	0.9708	1684	--	show
pulih	858	6.58	1.1796	4458	--	recover
komisi	859	6.58	1.4010	5505	3623	commission
okay	860	6.58	1.1082	336	1701	okay
sex	861	6.58	1.3107	3073	3677	sex
thx	862	6.58	1.1265	--	655	thx
berdua	863	6.58	1.2950	345	1385	both
gaul	864	6.58	1.0120	--	1342	slang
cnta	865	6.58	1.6174	--	5286	cnta
gadget	866	6.58	1.3716	--	5862	gadget
halus	867	6.58	1.0120	2502	--	smooth
pengertian	868	6.56	1.1457	--	3983	understanding
paham	869	6.56	0.9930	915	2524	understand
jelas	870	6.56	1.2803	370	648	clear
#wow	871	6.56	1.2480	--	5242	# Wow
stabil	872	6.56	1.1457	2451	--	stable
uang	873	6.56	1.1980	209	530	money
pagiii	874	6.56	1.3426	--	3758	pagiii
sepakat	875	6.56	0.9723	2896	--	agreed
keahlian	876	6.56	1.0529	4019	--	expertise
dilindungi	877	6.56	1.2316	4269	--	be protected
baruu	878	6.56	1.5928	--	4214	baruu
bernilai	879	6.56	1.1278	3706	--	worth
hati	880	6.56	1.2961	246	91	heart
alright	881	6.56	1.2643	3224	--	alright
internasional	882	6.56	1.3118	3181	5366	international
mengajakku	883	6.56	1.0333	4572	--	invited
bermimpi	884	6.56	1.1095	1505	5500	dream
young	885	6.56	1.1808	3334	3975	young
bisa	886	6.56	1.2149	18	25	can
#jujur	887	6.56	1.4450	--	651	# Honestly
maha	888	6.56	1.2316	5147	2641	infinite
melindungimu	889	6.56	1.4165	2927	--	protect
sejuta	890	6.56	1.0910	--	3640	million
pegunungan	891	6.56	1.1808	2912	--	highlands
sejati	892	6.54	1.2651	1391	1113	true
berkenalan	893	6.54	1.1287	4450	--	be acquainted
sobat	894	6.54	1.3734	1083	4796	friend
selamanya	895	6.54	1.4737	695	1345	forever
yogyakarta	896	6.54	1.2324	--	5705	yogyakarta
film	897	6.54	1.2969	496	565	film
king	898	6.54	1.4316	3080	4636	king
tarian	899	6.54	1.2969	2757	--	dance
perempuanku	900	6.54	1.1988	6042	--	sister
komputer	901	6.54	1.1643	1018	2887	computer
menari	902	6.54	1.0919	1086	--	dance
okee	903	6.54	1.1643	--	1526	okee
done	904	6.54	1.3734	--	389	done
pemimpin	905	6.54	1.3126	1197	3734	leader
bersamanya	906	6.54	1.1817	1535	4484	with
kesehatan	907	6.54	1.1466	2514	1757	health
penyelamatan	908	6.54	1.3734	3596	--	rescue
aktif	909	6.54	0.9521	2644	1770	active
nabi	910	6.54	1.7286	--	6166	prophet
bantuan	911	6.54	1.1104	431	2891	help
praktis	912	6.54	1.1466	4452	--	practical
pencipta	913	6.54	1.3280	5556	--	creator
berwarna	914	6.54	1.0730	3097	--	colored
shalat	915	6.54	2.2243	--	2199	prayer
sale	916	6.54	1.2811	--	4944	sale
spa	917	6.54	1.2811	--	1406	spa
memilikinya	918	6.54	0.9733	1601	--	have it
keterampilan	919	6.52	0.9947	4915	--	skills
mengampuni	920	6.52	1.4602	6116	--	forgive
smbuh	921	6.52	1.4879	--	4810	smbuh
bergaul	922	6.52	1.0349	3968	4978	associate
apik	923	6.52	1.1993	--	3019	trim
tenang	924	6.52	1.1292	284	811	calm
berenang	925	6.52	1.0544	1213	3629	swim
belanja	926	6.52	1.1471	4349	3142	expenditure
girls	927	6.52	1.3285	4316	1570	girls
terlahir	928	6.52	1.1648	4407	--	born
accept	929	6.52	1.1648	--	4044	accept
pijat	930	6.52	1.3589	5196	--	massage
mamah	931	6.52	1.6318	--	1231	Mamah
rumah	932	6.52	1.3738	134	188	home
cincin	933	6.52	1.1292	1105	--	ring
karya	934	6.52	1.0736	2826	4265	work
rumahku	935	6.52	1.1648	1402	5230	my house
energi	936	6.52	1.1292	1443	5600	energy
spongebob	937	6.52	1.1822	4970	2675	spongebob
direktur	938	6.52	1.2816	2470	--	director
diperbolehkan	939	6.52	1.0349	3649	--	allowed
plus	940	6.52	0.9528	4766	2734	plus
menenangkan	941	6.52	1.2656	4091	--	calm
muhammad	942	6.52	1.9716	--	4995	muhammad
minggu	943	6.52	1.4879	354	345	week
hoho	944	6.52	1.4462	--	2059	hoho
meyakinkan	945	6.52	1.0544	2062	--	convince
laku	946	6.52	1.3438	--	2381	behavior
android	947	6.52	1.2974	--	1749	android
efektif	948	6.52	1.1648	4150	--	effective
sipsip	949	6.52	1.4879	--	6227	sipsip
bersulang	950	6.50	1.1294	2806	--	toast
right	951	6.50	1.1294	1623	1436	right
kebenarannya	952	6.50	1.2164	4870	--	truth
enakan	953	6.50	1.0351	--	2846	preferably
keluargamu	954	6.50	1.4033	1994	--	family
temenan	955	6.50	0.9949	--	3893	temenan
liked	956	6.50	1.1650	--	3642	liked
harvard	957	6.50	1.2330	4013	--	harvard
ratu	958	6.50	1.1294	1117	3532	queen
#best_price	959	6.50	1.2330	--	2676	# Best_price
ekstra	960	6.50	1.1112	3674	--	extra
doakan	961	6.50	1.3439	--	3747	pray
martabak	962	6.50	1.1824	--	4927	martabak
mencapai	963	6.50	1.1112	881	3793	achieve
bingo	964	6.50	1.5940	4173	--	bingo
mengerti	965	6.50	1.0738	155	1132	understand
cieeee	966	6.50	1.2976	--	4300	cieeee
song	967	6.50	1.1995	3563	1141	song
fans	968	6.50	1.3132	--	701	fans
yeah	969	6.50	1.3286	79	1405	yeah
putri	970	6.50	1.3887	758	1682	daughter
mauuu	971	6.50	1.2164	--	5211	mauuu
jumpa	972	6.50	0.7626	661	3780	meet
promo	973	6.50	1.1650	--	1621	promo
muah	974	6.50	1.5017	--	5247	muah
terpenting	975	6.50	1.1294	3431	6162	paramount
percayalah	976	6.50	1.0738	1024	2859	trust me
suamiku	977	6.50	1.4321	1588	--	my husband
berminat	978	6.48	1.3130	--	4049	interested
rose	979	6.48	1.2656	1548	--	rose
penari	980	6.48	0.9947	2505	--	dancer
membantumu	981	6.48	1.0544	1159	--	help
sure	982	6.48	1.2329	--	3158	sure
orangtuamu	983	6.48	1.4320	5578	--	parents
berusaha	984	6.48	1.1822	522	962	try
pasangannya	985	6.48	1.3438	--	3701	partner
kenaikan	986	6.48	1.4879	6052	--	increase
power	987	6.48	1.2162	4901	3558	power
dilahirkan	988	6.48	1.1110	2498	--	born
hidupku	989	6.48	1.2329	644	1736	my life
perempuan	990	6.48	1.2162	502	1703	woman
menolongnya	991	6.48	1.1292	3975	--	help
heart	992	6.48	1.2162	4133	730	heart
berkomunikasi	993	6.48	1.1292	3288	--	communicate
pagii	994	6.48	1.4177	--	1978	pagii
hemat	995	6.48	1.1822	--	4629	saving
parodi	996	6.48	1.1822	--	4276	parody
menemuimu	997	6.48	1.0544	2117	--	see
imajinasi	998	6.48	0.9947	5352	--	imagination
bersama	999	6.48	1.0150	211	533	with
berharap	1000	6.48	1.4602	415	605	hope
eksekutif	1001	6.48	1.1471	5934	--	executive
hi	1002	6.48	1.3438	485	981	hi
penyembuhan	1003	6.48	1.1822	5819	--	healing
mall	1004	6.48	1.1292	--	2550	mall
teknologi	1005	6.48	1.4462	1843	--	technology
play	1006	6.48	1.1648	6034	2504	play
ok	1007	6.48	1.2329	167	359	ok
isteri	1008	6.48	1.6443	3838	--	wife
sah	1009	6.48	1.2162	3452	4498	legitimate
juta	1010	6.48	1.2162	693	2008	million
muehehe	1011	6.46	1.5935	--	5318	muehehe
tepat	1012	6.46	1.2157	268	1375	right
hidangan	1013	6.46	1.3881	5367	--	dish
lolos	1014	6.46	1.5012	1816	3843	get away
parody	1015	6.46	1.1988	--	5310	parody
susu	1016	6.46	1.4028	1841	1712	milk
doktor	1017	6.46	1.5147	5807	--	doctor
teman2	1018	6.46	0.9304	--	2904	teman2
baby	1019	6.46	1.6189	1396	1287	baby
asli	1020	6.46	1.2651	1511	852	original
mksih	1021	6.46	1.3584	--	2905	mksih
kesabaran	1022	6.46	1.7521	5570	2428	patience
sukanya	1023	6.46	1.0343	--	4146	sukanya
hello	1024	6.46	1.4028	731	985	hello
mengenalmu	1025	6.46	0.9733	2828	--	shipper
ilmu	1026	6.46	1.6563	1480	2152	science
finally	1027	6.46	1.1466	--	4507	finally
ohehe	1028	6.46	1.6807	--	2749	ohehe
halooo	1029	6.46	1.1104	--	6020	halooo
melindunginya	1030	6.46	1.2157	4342	--	protect
jitu	1031	6.46	1.4737	4999	--	telling
ayu	1032	6.46	1.1287	--	960	beautiful
sipp	1033	6.46	1.4028	--	1645	SIPP
mum	1034	6.46	1.3881	4321	--	mum
idol	1035	6.46	1.3881	--	3237	idol
concert	1036	6.46	1.1287	--	4075	concert
tunai	1037	6.46	1.2157	2934	--	cash
maksih	1038	6.46	1.6189	--	5960	maksih
berbagi	1039	6.46	1.1817	1371	2515	share
uangku	1040	6.46	1.3126	3324	--	my money
mimpiku	1041	6.46	1.3584	4410	--	dream
deal	1042	6.44	1.1980	--	4467	deal
menginginkanmu	1043	6.44	1.1634	5978	--	wants
terbanyak	1044	6.44	1.0333	--	5737	most
hhee	1045	6.44	1.7043	--	4952	hhee
matahari	1046	6.44	1.4730	619	2128	sun
puncak	1047	6.44	1.2961	2407	2324	top
tari	1048	6.44	1.1808	3403	--	dance
berfungsi	1049	6.44	1.2961	2318	--	function
kemanusiaan	1050	6.44	1.5274	4280	--	humanity
chance	1051	6.44	1.2149	5698	2654	chance
slmt	1052	6.44	1.4165	--	3694	slmt
hobi	1053	6.44	1.0529	--	3358	hobby
pertolongan	1054	6.44	1.1634	3413	--	help
karir	1055	6.44	1.1095	3843	--	career
ringan	1056	6.44	1.0134	2223	5844	light
meraih	1057	6.44	1.1095	4172	3729	reach
alkitab	1058	6.44	1.3577	4154	--	Bible
makan	1059	6.44	0.9293	174	132	eat
penampilan	1060	6.44	1.0910	3541	3283	appearance
murni	1061	6.44	1.2316	2159	--	pure
kudapatkan	1062	6.44	1.1095	3992	--	I get
pemulihan	1063	6.44	1.5005	6029	--	recovery
morning	1064	6.44	1.0333	--	344	morning
kelar	1065	6.44	1.2316	--	2680	finished
siip	1066	6.44	1.0721	--	2051	siip
bangkit	1067	6.44	1.3118	2447	3273	rise
hamil	1068	6.44	1.5407	1827	3255	pregnant
universitas	1069	6.44	1.1980	2238	5290	university
mobilku	1070	6.44	1.0910	2390	--	my car
sarapan	1071	6.42	1.1265	1702	1441	breakfast
understand	1072	6.42	1.2137	--	3679	understand
kakek	1073	6.42	1.3262	1177	3516	grandfather
kudus	1074	6.42	1.4010	3853	--	holy
jum'at	1075	6.42	1.3716	--	1897	Friday
membantu	1076	6.42	1.3864	249	2544	help
raja	1077	6.42	1.4155	403	2694	king
gebetan	1078	6.42	1.5530	--	2673	gebetan
sandwich	1079	6.42	1.2304	3266	--	sandwich
memimpin	1080	6.42	0.9708	1067	--	lead
yuuk	1081	6.42	1.1265	--	3396	yuuk
menghidupkan	1082	6.42	1.1968	5105	--	turn on
summer	1083	6.42	1.4155	5903	--	summer
ketemuan	1084	6.42	1.0897	--	4070	meet
banyak	1085	6.42	1.2137	75	128	many
keinginan	1086	6.42	1.2137	1914	1995	desire
pede	1087	6.42	1.4155	--	2973	pede
naluri	1088	6.42	1.1796	4896	--	instinct
parade	1089	6.42	1.2631	4839	--	parade
memasak	1090	6.42	1.0319	2028	--	cook
okey	1091	6.42	1.3262	3290	2237	okey
steak	1092	6.42	1.2469	5135	--	steak
diberi	1093	6.42	1.2137	2228	3253	be given
maju	1094	6.42	1.0120	780	2127	advanced
bertemu	1095	6.42	1.2137	197	1839	meet
terbit	1096	6.42	1.0897	3730	--	rise
kristus	1097	6.42	1.9388	1645	--	Christ
tidurr	1098	6.42	1.2950	--	4778	tidurr
hhaaa	1099	6.42	1.9388	--	5763	hhaaa
temanku	1100	6.42	1.0708	741	--	my friend
kenalan	1101	6.42	1.0120	--	2759	acquaintance
baiknya	1102	6.42	1.1622	2622	5530	The good
wanita	1103	6.42	1.1445	189	316	woman
memberi	1104	6.42	1.1796	346	1217	give
pro	1105	6.42	1.3415	--	5372	pro
kejuaraan	1106	6.42	1.0515	6093	--	championship
alam	1107	6.42	1.1968	794	2227	nature
minat	1108	6.42	1.0708	5547	3645	interest
anak-anak	1109	6.42	1.2631	--	4696	children
nonton	1110	6.42	1.2469	2404	234	watch
dewi	1111	6.40	1.1066	4662	2788	goddess
sirkus	1112	6.40	1.3401	4088	--	circus
kubantu	1113	6.40	1.2936	2253	--	I help
pendidikan	1114	6.40	1.0498	3961	4966	education
lagu	1115	6.40	1.2936	740	251	song
facebook	1116	6.40	1.0880	2911	716	facebook
dimengerti	1117	6.40	1.0690	3003	5756	understandable
terjawab	1118	6.40	1.0690	5353	--	Missed
teratur	1119	6.40	1.1429	5545	--	regular
seni	1120	6.40	1.0302	1246	3402	art
ayo	1121	6.40	1.1249	58	281	come on
alloh	1122	6.40	2.1759	--	3317	Allah
tmn2	1123	6.40	1.5908	--	4454	tmn2
rangking	1124	6.40	1.1249	--	3525	ranking
reunian	1125	6.40	1.7728	--	6224	reunion
mengembangkan	1126	6.40	1.0302	3622	--	develop
wkw	1127	6.40	1.1952	--	2369	wkw
untukmu	1128	6.40	0.9476	340	1401	for you
bermakna	1129	6.40	1.0302	--	5313	meaningful
denganku	1130	6.40	1.3093	456	--	with
minuman	1131	6.40	1.3093	1167	4660	drinks
