Word	Havg	StDev	FreqListRank	TwitterRank	translation
트윗절친1	1970	5.76	0.9806	--	3466	One best friend Tweet
하느님	1971	5.76	1.6850	451	--	God
생각해요	1972	5.76	0.8221	1547	4212	I think
부럽다	1973	5.76	1.0797	--	1266	Envy
집중	1974	5.76	0.9596	--	4114	Concentration
싶다고	1975	5.76	1.0606	--	4982	I want
아~~	1976	5.76	1.0606	--	5359	Ah ~ ~
게임	1977	5.76	0.9806	1024	839	Games
핫	1978	5.76	1.0412	--	4421	Hot
삶을	1979	5.76	1.0012	1000	1354	Life
나았다는	1980	5.76	0.9596	2056	--	Naatdaneun
들려요	1981	5.76	0.8704	4845	--	Can you hear me
아멘	1982	5.76	1.4078	884	--	Amen
소방관	1983	5.76	1.0412	--	1974	Firefighters
신촌	1984	5.76	1.0606	--	6320	Sinchon
이메일	1985	5.76	0.9596	--	4594	E-mail
많네	1986	5.76	0.9161	--	5320	's A lot of
그림으로	1987	5.76	0.8704	--	5181	Picture
모아서	1988	5.76	0.9161	--	5100	Collect
처음으로	1989	5.76	0.9161	--	1439	First
성능은	1990	5.76	0.7969	5040	--	Performance
가져요	1991	5.74	0.8283	2377	--	Fuck
회	1992	5.74	1.0844	--	3532	Time
달리고	1993	5.74	0.8992	--	5588	Running
저두요	1994	5.74	0.8526	--	4728	Ditto
바란다	1995	5.74	0.8526	--	3843	I hope
더욱	1996	5.74	0.7508	3650	607	More
볼까요	1997	5.74	0.9435	4856	--	Let
오빠한테	1998	5.74	1.0264	--	4041	Brother.
기린과	1999	5.74	0.8992	4504	--	Giraffe and
네이버	2000	5.74	1.2090	--	1215	Naver
아주	2001	5.74	1.1214	65	247	Quite
스토리	2002	5.74	0.8526	--	5937	Story
할거야	2003	5.74	0.8526	235	--	'll
세상	2004	5.74	0.8033	1552	615	World
당신과	2005	5.74	0.9435	237	--	You
여러분의	2006	5.74	0.8992	2322	1015	Your
그녀밖에	2007	5.74	1.0063	4350	--	She only
국민들	2008	5.74	0.9649	--	2850	People
예	2009	5.74	1.0063	--	1119	Yes
내년엔	2010	5.74	0.9858	--	1448	Next year
셀카	2011	5.74	0.8526	--	5249	Gonzo
오늘	2012	5.74	0.9216	96	10	Today
편의점	2013	5.74	0.8762	--	4093	Convenience
내가있어	2014	5.74	1.0654	3396	--	I got
생각난다	2015	5.74	0.8762	--	3741	I remember
그래요	2016	5.74	0.8992	159	837	Yes
이해하오	2017	5.74	0.8762	5203	--	Hao understanding
정말로	2018	5.74	0.8033	463	1485	Really
저절로	2019	5.74	1.0654	--	6161	Spontaneously
[11번가]	2020	5.74	1.1031	--	5658	[11th Street]
oh	2021	5.74	1.0844	--	2206	oh
미국은	2022	5.74	1.1920	--	4564	The United States
시작하면	2023	5.74	0.7775	--	6017	When you start
기분	2024	5.74	0.8992	486	332	Mood
클럽	2025	5.74	1.3219	3348	--	Club
아내를	2026	5.74	0.8992	1034	--	Wife
유일한	2027	5.74	0.8526	810	2547	Only
세상을	2028	5.74	0.9216	934	743	World
부럽	2029	5.74	1.1395	--	5905	Envy
내일도	2030	5.74	0.9216	--	1940	Tomorrow
청계광장	2031	5.74	1.1395	--	5743	Chunggye Square
연구	2032	5.74	0.9216	5060	--	Research
싶었어요	2033	5.74	1.0461	1814	--	I wanted to
생각했어요	2034	5.74	1.2423	4908	--	I thought
기억하는	2035	5.74	0.9216	3125	--	Mnemonic
us	2036	5.74	0.9649	--	4919	us
진짜로	2037	5.74	1.1572	738	1412	Really
me	2038	5.74	0.9216	--	277	me
많은데	2039	5.74	0.8283	--	1507	Lotta
믿을	2040	5.74	1.0063	381	4388	Reliable
당신처럼	2041	5.74	1.0063	1357	--	Just like you
그녀가	2042	5.74	0.8526	62	5186	She
TV	2043	5.74	0.9649	--	2048	TV
자요	2044	5.74	1.0264	--	4557	Sleep
책을	2045	5.74	1.0461	--	1065	Book
필요한	2046	5.74	0.8526	1098	746	Necessary
our	2047	5.74	0.9858	--	4824	our
모임	2048	5.74	0.8762	--	3069	Meeting
연습	2049	5.74	0.8283	--	4315	Practice
여러분한테	2050	5.74	0.8992	4091	--	You got
보여줘	2051	5.74	0.9216	--	5117	Show me
나랑	2052	5.74	0.8526	503	298	Me
기대에	2053	5.74	0.8526	5015	--	Expectations
주님	2054	5.74	1.4682	461	--	Lord
본방사수	2055	5.74	0.7508	--	2310	Bonbang shooter
팬들이	2056	5.74	1.0063	--	3110	Fans
삶에	2057	5.74	0.8762	3671	5877	Life
촛불	2058	5.74	1.1395	--	3329	Candlelight
슈퍼주니어	2059	5.74	1.1031	--	1283	Super Junior
만들기	2060	5.74	0.8762	--	2796	Making
전해줄래	2061	5.74	0.8992	2720	--	Tell me
낫고	2062	5.74	0.8526	3638	--	Better
준수	2063	5.74	0.8992	--	3745	Observance
표현	2064	5.74	0.9216	--	4106	Expression
그녀는	2065	5.74	0.8526	25	4924	She is
대상이오	2066	5.74	1.0461	5061	--	Target.
한번더	2067	5.74	0.8526	--	3743	Once more
학생	2068	5.74	0.7775	--	2390	Student
전문	2069	5.74	0.9435	--	2936	Specialty
마시는	2070	5.74	0.9216	--	5134	Drinking
계십니다	2071	5.74	0.7775	--	5621	And many
느낌이	2072	5.74	0.8526	872	1202	Feel
대한	2073	5.74	0.9435	165	85	The
왕이	2074	5.74	0.9216	3282	--	King
강하게	2075	5.74	0.9435	--	3535	Strongly
일주일	2076	5.74	1.0063	2975	2836	Week
느끼고	2077	5.74	0.9435	--	3988	I feel
받았습니다	2078	5.72	0.9485	3046	5363	Received
인피니트	2079	5.72	1.1073	--	877	Infinite
노는	2080	5.72	1.1787	--	5104	Play
내가	2081	5.72	0.9485	1	7	I
느낀다	2082	5.72	0.8816	--	6136	Feel
필수	2083	5.72	0.9485	--	1948	Required
해주시는	2084	5.72	0.7570	--	1778	Haejusi the
넘치는	2085	5.72	0.8581	--	3862	Full
싶어하는	2086	5.72	0.8816	1083	--	Want
먹었는데	2087	5.72	0.9485	--	3782	Ate
기록	2088	5.72	1.1073	2839	5778	Record
사진으로	2089	5.72	0.7835	--	3555	Photo of
올해도	2090	5.72	1.2461	--	2435	This year,
꽤	2091	5.72	0.8581	--	727	Fairly
되기를	2092	5.72	0.6713	--	3806	Hope
정답과	2093	5.72	0.9267	--	2916	Correct and
인물	2094	5.72	0.8816	--	4727	Person
많던데	2095	5.72	0.8091	5297	--	Mandeonde
싶다	2096	5.72	1.0506	1459	255	I want to
농장에	2097	5.72	0.7835	4330	--	Farm
보내드려요	2098	5.72	0.8091	--	3778	Send deuryeoyo
인터뷰	2099	5.72	0.9044	--	1302	Interview
알려주세요	2100	5.72	0.7835	--	1571	Please let us know
그렇지	2101	5.72	0.8340	140	726	Yes
얼굴	2102	5.72	0.8340	3557	683	Face
활동을	2103	5.72	0.9267	--	3999	Activities
흐흐	2104	5.72	1.2461	--	1378	Heuheu
당신의	2105	5.72	0.9485	73	644	Your
왔구나	2106	5.72	0.8816	1192	--	There you
업그레이	2107	5.72	0.9906	1875	--	Upgrade
우린	2108	5.72	1.0506	39	339	We
농담으로	2109	5.72	0.8816	4205	--	In jest
생각하게요	2110	5.72	0.8816	4900	--	I meant it
명백한	2111	5.72	0.7835	--	5522	Clear
알죠	2112	5.72	0.7835	1326	--	I know
진짜에요	2113	5.72	0.8340	2600	--	The real thing.
촬영	2114	5.72	0.9267	694	3835	Shooting
두둥	2115	5.72	0.9697	--	6304	Dudung
청소년	2116	5.72	1.0110	--	3244	Youth
자기를	2117	5.72	0.8581	--	6155	Self-
For	2118	5.72	0.8816	--	4909	For
취향대로	2119	5.72	0.7835	5298	--	Liking
오빠가	2120	5.72	1.3407	1213	508	Brother
첫째	2121	5.72	0.8816	2401	--	First
침실로	2122	5.72	0.8581	5301	--	Bedroom
해요	2123	5.72	1.1073	18	731	Now
별장을	2124	5.72	0.8340	3371	--	Villa
달리는	2125	5.72	0.9906	--	5513	Running
학교	2126	5.72	1.0887	1090	329	School
네네	2127	5.72	0.9697	--	2156	Nene
결론	2128	5.72	0.9906	--	4576	Conclusion
대한문	2129	5.72	0.8816	--	1827	Daehanmun
브랜드	2130	5.72	0.7570	--	4718	Brand
세상의	2131	5.72	0.9697	--	2680	Worldly
바라보는	2132	5.72	0.8091	--	5171	Looking
말씀이	2133	5.72	1.1787	--	5139	Word
판매하고있습니다	2134	5.72	0.9906	3123	--	Sell
people	2135	5.72	1.1073	--	4657	people
캠페인	2136	5.72	0.9267	--	6143	Campaign
여자는	2137	5.72	0.9697	888	1898	Women
way	2138	5.72	0.9485	--	5713	way
가든	2139	5.72	0.7835	2857	--	Garden
열어요	2140	5.72	0.8091	4690	--	Open it
누이의	2141	5.72	0.9485	4595	--	Wanganui
이해할	2142	5.72	0.7570	--	4723	Understand
나은	2143	5.72	0.7010	795	3809	Better
스마트폰으로	2144	5.72	0.9044	--	3700	Smartphone
시크릿	2145	5.72	1.0698	--	3581	Secret
동생이	2146	5.72	0.9906	570	1303	Brother
모든걸	2147	5.72	0.9906	--	3495	Everything
2PM	2148	5.72	1.0506	--	3731	2PM
경의	2149	5.72	1.1959	2397	--	Respect
닮은	2150	5.72	0.7570	--	4068	Resembling
실시간	2151	5.72	0.8581	--	1509	Real-time
알수있죠	2152	5.72	0.9697	5032	--	're Know
기분이	2153	5.72	0.9697	328	465	I feel
여러분을	2154	5.72	0.9044	1469	2951	You
계신가요	2155	5.72	0.7835	--	3398	Need
가자	2156	5.72	0.7835	132	1863	Gaza
보여주세요	2157	5.72	0.8816	--	3464	Show me
할게요	2158	5.72	0.8816	848	5512	I'll
조용하네요	2159	5.72	0.8581	2183	--	Quiet
가능한한	2160	5.72	0.8340	4572	--	Possible
많지	2161	5.72	0.8340	--	4405	Many
기분을	2162	5.72	1.0110	2761	--	Mood
세상은	2163	5.72	0.9906	5250	1833	The world is
제법	2164	5.72	0.9485	5296	5591	Quite
안녕히	2165	5.72	1.1787	1242	1957	Good
누난	2166	5.72	0.9485	--	5641	Noonan
상품은	2167	5.72	0.8340	--	4147	Products
누이와	2168	5.72	0.9485	2273	--	Sister
둘이	2169	5.72	0.9267	564	977	Two
하나님을	2170	5.72	1.9064	1864	5747	God
그렇군요	2171	5.72	0.8581	2499	1624	Right.
내꺼	2172	5.72	0.9267	--	2065	Mine
놀다가	2173	5.72	0.9697	--	4757	Relax,
삼촌	2174	5.72	0.9044	--	6274	Uncle
날고	2175	5.72	0.9485	5248	--	Flying
만들어서	2176	5.72	0.9044	--	2202	Making
여자에게	2177	5.72	0.9485	2114	--	Women
본인의	2178	5.72	0.8340	--	6234	Personal
국민의	2179	5.72	1.0110	--	631	National
살고있다	2180	5.72	0.9697	2956	--	Live
그대의	2181	5.72	0.9044	--	3733	Thy
올라가는	2182	5.72	0.8581	3759	--	Climbing
누구나	2183	5.70	0.9313	--	1287	Anyone
팔로우	2184	5.70	0.9530	--	282	Follow
약속이	2185	5.70	1.1112	2614	--	Appointment
드립니다	2186	5.70	0.7890	--	137	You
옹옹	2187	5.70	1.0546	--	5377	Ongong
식사는	2188	5.70	0.8391	1792	--	Meals
블루	2189	5.70	0.9091	3153	--	Blue
알고있습니다	2190	5.70	1.0351	1053	--	I know
모든게	2191	5.70	0.9530	1055	3450	Everything
KTX	2192	5.70	1.1112	--	3432	KTX
정상화되면	2193	5.70	0.8631	5106	--	When normalized
참으로	2194	5.70	0.9313	1670	1533	Indeed
양	2195	5.70	1.0152	--	3333	Amount
얼굴은	2196	5.70	0.9313	--	3010	Face
당신에게서	2197	5.70	0.7071	3330	--	From you
좋았는데	2198	5.70	1.2330	--	5866	I liked
우쭈쭈	2199	5.70	1.2495	--	5991	Right nursey
세계가	2200	5.70	0.9742	--	5650	World
호텔로	2201	5.70	1.0351	3437	--	Hotel
잔다	2202	5.70	1.0926	--	4827	Sleep
마케팅	2203	5.70	1.1112	--	6163	Marketing
살기로	2204	5.70	0.9949	4355	--	To live
팔로워	2205	5.70	0.9091	--	412	Followers
알아	2206	5.70	0.7354	47	1030	About
새벽에	2207	5.70	0.9091	--	828	Dawn
오전	2208	5.70	0.9091	1716	602	AM
우리집에	2209	5.70	0.9313	4240	5782	Our house
노래방	2210	5.70	0.9949	--	3638	Karaoke
대형	2211	5.70	1.0546	--	5201	Formation
동생의	2212	5.70	0.9949	3047	--	Brother
자기가	2213	5.70	0.9091	716	853	He is
앉으세요	2214	5.70	0.9313	1857	--	Sit down.
분명히	2215	5.70	0.9742	592	1382	Clearly
드리는	2216	5.70	0.8631	--	2567	Offering
생각나서	2217	5.70	0.8144	--	4911	Flashback
뿅	2218	5.70	1.3590	--	2211	Bang
시작은	2219	5.70	0.7354	--	5526	Start
찾은	2220	5.70	0.7890	3725	--	Found
대인	2221	5.70	0.9742	5027	--	Adults
애	2222	5.70	1.1112	--	2086	Asheville
사진을	2223	5.70	0.8864	1756	872	Photos
연락	2224	5.70	0.8144	2421	2697	Communication
앞으로도	2225	5.70	0.9091	--	928	Continue
신간서적을	2226	5.70	0.9949	4902	--	New books
언제나	2227	5.70	0.9530	2231	413	Ever
바래요	2228	5.70	0.8864	1560	4707	Hope
스쿼시	2229	5.70	0.8391	3558	--	Squash
얼굴도	2230	5.70	0.9530	--	3971	Face
한방에	2231	5.70	1.2164	--	3761	One shot
말하기	2232	5.70	0.6776	2888	--	Speaking
천만에요	2233	5.70	0.8391	1452	--	Not at all
도와	2234	5.70	0.8631	350	--	Help
먹어서	2235	5.70	0.9313	--	3786	Eating
달이	2236	5.70	0.8864	3313	2960	This month
금고	2237	5.70	1.1995	2977	--	Safe
인생의	2238	5.70	0.9091	--	2585	Life
인증	2239	5.70	0.8864	--	3612	Certification
보이네요	2240	5.70	0.8864	3556	--	Looks
반드시	2241	5.70	0.9742	--	526	By all means
선생님이	2242	5.70	1.0546	--	3461	Teacher
그림을	2243	5.70	0.8391	1438	3781	Picture
간단한	2244	5.70	0.8144	--	3892	Simple
성령께서	2245	5.70	1.6320	2065	--	The Holy Spirit
LTE	2246	5.70	1.1294	--	4302	LTE
생각하는	2247	5.70	0.8631	479	766	Thinking
뵙도록	2248	5.70	0.8144	2055	--	Want you to come
포스터	2249	5.70	0.8144	--	4787	Poster
하시겠습니까	2250	5.70	0.8631	3078	--	Are you sure you want to
내일이	2251	5.70	0.8631	--	1986	Tomorrow
맨체스터	2252	5.70	1.3286	2302	--	Manchester
김제동	2253	5.70	1.2495	--	1758	Gimjedong
돈을	2254	5.70	1.0152	133	935	Money
관심을	2255	5.70	0.7354	1987	1586	Interest
접속	2256	5.70	0.9742	--	5324	Connection
티켓을	2257	5.70	0.9530	--	6043	Tickets
사진이	2258	5.70	0.9313	--	1218	Photo
앞마당에	2259	5.70	0.7626	5182	--	In the front yard
아버질	2260	5.70	1.0546	4612	--	Your father
현찰도	2261	5.70	1.1112	4586	--	Cash is
먹은	2262	5.70	0.7890	--	2106	Ate
뿌리깊은	2263	5.70	1.0926	--	4953	Profoundly
생각	2264	5.70	0.7071	60	510	Thought
인생은	2265	5.70	0.8864	--	2777	Life
공기가	2266	5.70	0.9091	2454	--	Air
멤버	2267	5.70	0.8144	--	3019	Members
방청권을	2268	5.70	1.0351	--	2210	Bangcheonggwon to
올라갈	2269	5.70	0.9091	3016	--	Rise
이야기는	2270	5.70	0.8864	--	5143	Story
위하여	2271	5.70	1.0351	379	2698	To
콩	2272	5.70	0.9313	--	6052	Beans
정식	2273	5.70	0.7890	--	6193	Formal
ㅎㅇ	2274	5.70	1.0152	--	4515	Heh o
알고	2275	5.70	0.8144	71	246	Know
사람으로	2276	5.70	0.9949	--	3689	People
하아하아	2277	5.70	1.3740	--	5448	Nuke
보여주셨습니다	2278	5.70	1.0351	3657	--	Showed us
소년	2279	5.70	0.9313	1854	--	Boy
아이돌	2280	5.70	1.1112	--	1721	Idol
여성의	2281	5.70	0.8864	3173	--	Female
독립기념관	2282	5.70	1.2330	--	5106	Independence Hall
바라고	2283	5.70	0.7890	3088	5711	Hope
여러분들도	2284	5.70	1.0152	3594	--	You also
보내주신	2285	5.70	0.8144	--	4578	Send me
먹어	2286	5.70	0.9530	1569	2119	Eat
완전히	2287	5.70	1.0351	357	1548	Completely
아항	2288	5.68	0.8676	--	3258	Ahhang
온수도	2289	5.68	0.7407	4988	--	Hot water is
샤이니	2290	5.68	1.2196	--	2476	SHINee
있다	2291	5.68	0.9134	356	61	Be
애가	2292	5.68	0.7677	970	1873	Keen
찾아볼게요	2293	5.68	0.8192	4683	--	I'm on it.
알겠다	2294	5.68	0.7677	2130	--	I get it
해봐야겠어	2295	5.68	0.8192	4437	--	Must I'll
선생님을	2296	5.68	0.8908	1868	--	Teacher
할수	2297	5.68	0.8676	--	2006	Can
받아요	2298	5.68	0.9570	1207	--	Pick up
아가씨는	2299	5.68	0.9355	3655	--	Girl
얘기하고	2300	5.68	0.7407	3499	--	Talking
얻은	2301	5.68	0.8192	--	5672	Obtained
통합	2302	5.68	0.9355	--	2756	Integration
하겠습니다	2303	5.68	0.7126	993	1577	We will
그녀들은	2304	5.68	0.7939	1425	--	They get
하나의	2305	5.68	0.9781	522	2157	Single
애니	2306	5.68	0.8437	--	4356	Annie
[트위터이벤트	2307	5.68	1.0583	--	5844	[Twitter Event
찬스투유	2308	5.68	1.0774	--	4783	Tuyu chance
돈으로	2309	5.68	1.3619	--	3206	Money
연봉	2310	5.68	1.0583	--	4183	Salary
면허증	2311	5.68	1.0962	3038	--	License
대규모	2312	5.68	0.9988	--	5574	Large
비디오	2313	5.68	0.9781	--	3872	Video
국가	2314	5.68	1.1147	--	2370	Country
인권	2315	5.68	1.0774	--	5791	Human rights
진행	2316	5.68	0.8676	--	1733	Progress
받았다	2317	5.68	0.7407	2471	3318	Received
맞다면	2318	5.68	0.8437	2389	--	Correct,
하루	2319	5.68	0.8908	1062	189	Day
우리한테도	2320	5.68	0.9570	4640	--	Us trying to
처음부터	2321	5.68	0.8676	--	2083	From the beginning
안다	2322	5.68	0.8908	--	3609	I know
걷고	2323	5.68	0.7677	3636	--	Walking
더불어	2324	5.68	1.0962	--	3316	With
재생	2325	5.68	0.7939	844	--	Reproduction
올립니다	2326	5.68	0.7939	--	3941	Lift
안내	2327	5.68	0.8192	--	2622	Information
결정	2328	5.68	0.8437	--	2733	Decision
우리의	2329	5.68	0.7677	143	511	Our
꿈인지	2330	5.68	0.9134	4526	--	What a dream
한창	2331	5.68	0.8192	--	5351	In full swing
형은	2332	5.68	1.0190	--	3242	Brother
응	2333	5.68	0.8437	--	51	Yes
보고있나	2334	5.68	0.8908	--	3356	She '
천천히	2335	5.68	0.8437	1980	2115	Slowly
창가로	2336	5.68	0.7407	5361	--	The window.
쓰담쓰담	2337	5.68	1.5312	--	4967	Sseudam sseudam
다운로드	2338	5.68	0.7939	--	1828	Download
맛이	2339	5.68	0.9570	4877	1875	Taste
see	2340	5.68	0.8908	--	2116	see
나두	2341	5.68	0.7126	--	550	Nadu
말해요	2342	5.68	0.7407	2270	--	Say
일찍	2343	5.68	0.7126	760	369	Early
초등학교	2344	5.68	0.8437	--	4477	School
시즌	2345	5.68	0.8908	--	2791	Season
타요	2346	5.68	1.0388	1553	--	Get in.
간호사	2347	5.68	1.0190	626	--	Nurse
첫번째로	2348	5.68	0.9570	4049	--	Be the first to
필요합니다	2349	5.68	0.8676	390	2117	Required
네에	2350	5.68	0.7126	--	3416	Yea
시	2351	5.68	0.8908	--	1330	City
알수있었어요	2352	5.68	0.9355	4537	--	Know I was
올만에	2353	5.68	0.8908	--	5872	Olmane
통화	2354	5.68	0.8437	--	2998	Currency
같아	2355	5.68	0.8192	208	409	I think
여인을	2356	5.68	0.9570	2637	--	Woman who
대표	2357	5.68	0.8676	--	961	Representation
사내아이요	2358	5.68	1.0962	5195	--	We had a boy Iyo
에이핑크	2359	5.68	0.9781	--	3549	A Pink
모집합니다	2360	5.68	0.8908	--	4830	Wanted
퀴즈	2361	5.68	0.6833	--	1092	Quiz
물론	2362	5.68	0.8908	107	381	Of course
스타일도	2363	5.68	0.8908	4389	--	Style
꺄	2364	5.68	1.4630	--	1604	Cabourg
개최	2365	5.68	0.7939	--	4536	Held
서로	2366	5.68	0.9988	315	459	Each other
점심은	2367	5.68	0.9570	--	2630	Lunch
받아	2368	5.68	0.7939	676	1405	Take
왔어요	2369	5.68	0.8676	613	2692	I came
하느님께서	2370	5.68	1.7313	2057	--	God
본격	2371	5.68	0.7677	--	4322	Authentic
팔로잉	2372	5.68	0.7677	--	579	Following
싶은데	2373	5.68	0.9781	1206	798	I want to
잠자리에	2374	5.68	0.8676	5240	--	Bed
혼담이	2375	5.68	1.0583	2514	--	Hondam this
애들을	2376	5.68	1.1507	1779	--	Kids
찾아서	2377	5.68	0.7939	2792	3247	Locate
열쇠	2378	5.68	0.9781	1805	--	Key
우선	2379	5.68	0.8192	1975	1334	Priority
나라를	2380	5.68	1.0388	--	1482	Country
얌전히	2381	5.68	0.8192	5317	--	Behave
생각을	2382	5.68	0.9570	1550	533	I think that
새	2383	5.68	1.0190	--	642	Bird
인생에	2384	5.68	0.8192	3424	--	Life
나라	2385	5.68	0.9355	3188	858	Country
작가	2386	5.68	0.8437	--	4584	Writer
던킨세트를	2387	5.68	0.9988	--	5859	Dunkin 'set
오늘밤	2388	5.68	0.9570	--	3794	Tonight
읽어보세요	2389	5.68	0.8676	--	6256	Read
우리만	2390	5.68	0.7677	5362	--	We only
깨닫게	2391	5.68	0.8676	959	--	Realize
뽑은	2392	5.68	0.9988	--	3992	Anyways
왔어	2393	5.68	0.6833	940	4397	Here
페이스북	2394	5.68	1.1328	--	1261	Facebook
하나님	2395	5.68	1.8783	1330	2569	God
해주시겠어요	2396	5.68	0.7939	3837	--	Could you
이길	2397	5.68	0.8676	--	4904	Win
고객을	2398	5.68	0.9988	3516	--	Customers
와볼래	2399	5.68	0.8676	3924	--	And Want
도울	2400	5.68	1.0190	986	--	Help
day	2401	5.68	0.9134	--	2237	day
업뎃	2402	5.68	0.8437	--	4884	Eopdet
이웃집	2403	5.68	1.0774	4628	--	Neighbors
서울에서	2404	5.68	1.0190	--	4350	In Seoul
여러분은	2405	5.68	1.0388	1085	3511	You
주셔서	2406	5.68	0.9355	999	4099	Thank
일하는	2407	5.68	0.9570	905	2704	Working
방금	2408	5.68	0.7939	661	322	Just now
갈께	2409	5.68	1.1328	3131	--	'll
안철수	2410	5.66	1.5858	--	1619	Ahn
맨유	2411	5.66	0.8478	--	5850	United
소	2412	5.66	0.9817	--	4899	Small
잠은	2413	5.66	0.7722	--	3476	Sleep
길	2414	5.66	0.8478	--	1316	Road
살아서	2415	5.66	0.9607	--	6027	Living
교회	2416	5.66	1.5729	--	1841	Church
여러분이	2417	5.66	0.8478	718	2433	You
난다	2418	5.66	0.8947	--	2238	Nanda
강	2419	5.66	1.0022	--	3082	River
살아야	2420	5.66	1.1886	--	5482	Live
전국	2421	5.66	1.0806	--	1613	National
부탁합니다	2422	5.66	1.0994	--	3023	Thank you
100개	2423	5.66	1.0616	--	5072	100
받았어	2424	5.66	0.8947	5244	--	I got
싶어서	2425	5.66	0.7722	--	1881	I want
어울렸는데	2426	5.66	0.9817	5387	--	Mingling
오홍	2427	5.66	0.9817	--	6201	Ohhong
come	2428	5.66	0.8947	--	3056	come
했지	2429	5.66	1.0616	506	4169	Did
모시고	2430	5.66	0.7174	1662	--	Enshrined
주시는	2431	5.66	0.8715	1691	2993	Giving
영상	2432	5.66	0.7453	--	723	Image
이름	2433	5.66	1.0616	1238	598	Name
전화가	2434	5.66	0.7982	--	4370	Phone
은행에	2435	5.66	1.0806	3118	--	Bank
살짝	2436	5.66	0.7982	--	1006	Lightly
원한다면	2437	5.66	0.7453	686	--	If you want
진보	2438	5.66	1.1537	--	5469	Progress
생기는	2439	5.66	0.7982	--	6115	Cause
카톡으로	2440	5.66	0.7982	--	4111	Katok of
온라인으로	2441	5.66	0.8478	4275	--	Online
생각해	2442	5.66	0.7722	565	1472	Think
해줘	2443	5.66	0.9172	2790	3777	Me
팬이	2444	5.66	0.7722	--	4018	Fan
시작한	2445	5.66	0.8478	--	3820	Start
2011MBC가요대제전의	2446	5.66	0.9817	--	1906	You daejejeon 2011MBC of
해야겠다	2447	5.66	0.8715	1231	4211	Haeyagetda
오랜만에	2448	5.66	0.7174	--	323	A long time
진실은	2449	5.66	0.8234	--	3233	The truth is that
들어와	2450	5.66	0.8715	1092	5017	Come
국가의	2451	5.66	1.0806	--	3784	National
일어나고	2452	5.66	0.9172	--	5751	Happening
진행합니다	2453	5.66	0.8715	--	3780	Proceed
U	2454	5.66	0.9817	--	3311	U
홍수아입니다	2455	5.66	1.0806	--	5066	Is hongsuah
부산	2456	5.66	1.3494	--	662	Busan
가요대제전	2457	5.66	1.0994	--	764	You daejejeon
현아	2458	5.66	1.1178	--	3712	Hyun
가보자	2459	5.66	0.7722	2474	--	Let's go
수표는	2460	5.66	1.2390	4821	--	Checks
만들었어요	2461	5.66	0.7722	2693	--	I've made
되었습니다	2462	5.66	0.8234	3592	1391	Been
저녁에	2463	5.66	1.0806	--	1806	In the evening
느꼈어요	2464	5.66	0.8234	3620	--	I felt
지키는	2465	5.66	0.7982	--	3672	Keeping
이벤트글을	2466	5.66	0.8234	--	1621	Events posts
될	2467	5.66	0.7982	--	191	Be
알았지	2468	5.66	0.7982	593	5374	Okay
She	2469	5.66	0.7982	--	4407	She
옷을	2470	5.66	0.9817	1687	2550	Clothes
강원도	2471	5.66	0.9392	--	3930	Gangwon-do
총각	2472	5.66	1.0806	1395	--	Bachelor
당신을	2473	5.66	0.6884	41	1307	You
