Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank	translation
цирк	539	6.68	1.1856	--	4889	--	circus
пользу	540	6.68	1.1147	2869	3852	1009	benefit
миру	541	6.68	1.3915	1971	3470	2938	world
выздоравливай	542	6.68	1.1507	--	4186	--	get well
подруги	543	6.68	1.0774	4374	2761	--	girlfriend
правду	544	6.68	1.2027	760	1689	3099	the truth
великая	545	6.68	1.2526	--	--	3817	great
cool	546	6.66	1.3940	--	1484	--	cool
летом	547	6.66	1.1713	2986	1096	1836	summer
интереснее	548	6.66	0.9172	--	4061	--	interesting
доверяю	549	6.66	1.0422	3492	--	--	trust
игрушки	550	6.66	1.1537	4613	3481	--	Toys
доходы	551	6.66	1.0224	--	--	3962	earnings
дедушка	552	6.66	1.0806	1801	1379	--	grandfather
выспалась	553	6.66	0.9607	--	3034	--	get enough sleep
sexy	554	6.66	1.7912	--	1370	--	sexy
сына	555	6.66	1.1178	714	2847	1384	son
желания	556	6.66	1.0616	2768	1791	--	desire
новый	557	6.64	1.0053	529	55	499	new
честные	558	6.64	1.1563	--	1039	--	Honest
честь	559	6.64	1.1563	716	2002	1596	honor
merry	560	6.64	1.2898	--	778	--	merry
девушку	561	6.64	1.0645	1274	293	--	Woman
выжил	562	6.64	1.2578	3834	--	--	survived
фантастика	563	6.64	1.1739	4477	--	--	fantasy
ржу	564	6.64	1.7233	--	4294	--	rzhu
легко	565	6.64	0.8020	776	1034	623	easy
девушкой	566	6.64	1.1021	1898	2663	--	Woman
приветик	567	6.64	1.3516	--	3769	--	greeting
родился	568	6.64	1.0451	1571	2985	2784	born
богом	569	6.64	1.5086	1947	--	--	god
молод	570	6.64	1.2081	4497	--	--	young
малышка	571	6.64	1.2578	2226	--	--	baby
party	572	6.64	1.2578	--	1728	--	party
заботиться	573	6.64	1.0645	2726	--	--	care
справедливо	574	6.62	1.0476	--	--	2382	right
уважаемые	575	6.62	0.9010	--	3699	--	dear
творчество	576	6.62	1.2436	--	--	2219	creation
гости	577	6.62	1.0859	1890	1351	3737	guests
кошка	578	6.62	1.2919	4892	2731	--	cat
играть	579	6.62	1.0476	546	967	2870	play
жених	580	6.62	1.1933	4396	--	--	groom
hello	581	6.62	1.2271	--	1285	--	hello
свет	582	6.62	1.2599	615	1130	954	light
молодежь	583	6.62	1.0476	--	4319	3074	youth
родины	584	6.62	1.3076	--	--	2760	homeland
елку	585	6.62	1.1586	--	1257	--	Christmas tree
чисто	586	6.62	1.0859	1637	2896	1191	purely
небо	587	6.62	1.2760	2236	2270	1985	sky
ребенком	588	6.62	1.0079	2122	--	--	child
сбываются	589	6.62	1.0859	--	4727	--	Come True
well	590	6.62	1.2436	--	2026	--	well
детский	591	6.62	1.0669	--	2957	--	children's
чистых	592	6.62	1.1045	--	3814	--	net
бесплатный	593	6.62	1.1229	--	1794	--	free
санта	594	6.62	1.3686	3038	3061	--	santa
свободных	595	6.62	1.1409	--	--	3932	free
играем	596	6.62	1.1933	3359	--	--	Play
согласна	597	6.62	1.0476	2655	1850	--	agree
квн	598	6.62	1.2103	--	3054	--	KVN
бабушки	599	6.62	1.0669	--	3763	--	Grandmother
печенье	600	6.62	1.1586	4064	--	--	cookies
дружок	601	6.62	1.0476	2675	--	--	boyfriend
уважаю	602	6.60	0.9897	--	4284	--	respect
любила	603	6.60	1.7261	1758	4056	--	loved
удобно	604	6.60	1.0102	3289	2799	--	easy
поэзия	605	6.60	1.0690	--	--	4396	poetry
познакомиться	606	6.60	0.8081	993	--	--	become acquainted
песни	607	6.60	1.1606	2473	364	1374	songs
детских	608	6.60	1.0102	--	--	4905	children
доход	609	6.60	1.1952	--	--	4569	income
мечтал	610	6.60	1.0302	3441	--	--	dreaming
папу	611	6.60	1.2454	2754	4587	--	Dad
великого	612	6.60	1.1249	4746	--	1130	great
free	613	6.60	1.2936	--	649	--	free
спасение	614	6.60	1.1066	4977	--	--	salvation
творчестве	615	6.60	1.1952	--	--	2709	creativity
творчества	616	6.58	1.1968	--	--	1204	Creativity
родину	617	6.58	1.3864	--	--	3882	home
модно	618	6.58	1.1082	--	3868	--	fashionably
преимущества	619	6.58	1.1082	--	--	4387	Benefits
звезда	620	6.58	1.0515	2227	2742	--	star
петь	621	6.58	1.0515	1913	2721	--	sing
моря	622	6.58	1.1622	3350	--	906	Sea
живу	623	6.58	1.3262	1337	1487	--	live
получилось	624	6.58	1.0120	999	1336	--	turned
кот	625	6.58	1.1622	3432	1046	--	cat
весной	626	6.58	1.1796	--	3836	2241	in the spring
сердцу	627	6.58	1.2631	--	4653	--	heart
сердца	628	6.58	1.1622	1485	2158	1486	Heart
плюс	629	6.58	1.0897	2016	1812	--	plus
вселенной	630	6.58	1.3262	1863	--	--	Universe
достиг	631	6.58	1.0897	--	3297	--	reached
девочка	632	6.58	1.1796	724	951	--	girl
спорт	633	6.58	1.2304	--	3048	--	sport
жизнью	634	6.58	1.3716	1355	3319	1730	life
ребёнком	635	6.58	1.2469	4507	--	--	child
концерт	636	6.58	1.2137	3410	845	--	concert
приятель	637	6.58	1.1082	689	--	--	pal
мандарины	638	6.58	1.1622	--	3248	--	tangerines
ёлку	639	6.58	1.1082	--	2097	--	Christmas tree
пирог	640	6.58	1.1796	2856	--	--	pie
молодых	641	6.58	1.1968	4763	4412	1449	young
правда	642	6.58	1.2631	111	267	444	true
ярко	643	6.58	1.1622	--	--	1998	bright
хахах	644	6.56	1.7280	--	3938	--	hahaha
елка	645	6.56	1.1808	--	1932	--	fir-tree
подарите	646	6.56	1.1808	--	4498	--	donate
близкие	647	6.56	1.0721	--	4580	--	close
ценность	648	6.56	0.8843	--	--	3410	value
правильный	649	6.56	1.0529	4968	4268	--	right
девочки	650	6.56	1.0910	984	1100	--	girls
будущее	651	6.56	1.0721	1035	1009	2045	future
пушкин	652	6.56	1.2961	--	--	1962	pushkin
разум	653	6.56	1.0134	3073	--	--	mind
достижений	654	6.56	1.0529	--	--	4073	Achievements
вселенная	655	6.56	1.2961	3801	--	--	universe
пожалуйста	656	6.56	1.1095	104	435	4288	please
живых	657	6.56	1.1278	2396	--	3916	living
крутой	658	6.56	1.2316	2861	1120	--	steep
зарабатывать	659	6.56	1.2961	--	4669	--	earn
респект	660	6.54	1.4598	--	4219	--	Respect
сынок	661	6.54	1.0730	828	--	--	son
суббота	662	6.54	1.2324	--	2164	--	Saturday
девушка	663	6.54	1.1287	516	429	2909	girl
нравилось	664	6.54	1.0919	3374	--	--	like
подругой	665	6.54	0.9733	--	4184	--	girlfriend
беременна	666	6.54	1.4875	2390	--	--	pregnant
культура	667	6.54	1.1104	--	--	1642	culture
cute	668	6.54	1.3881	--	3666	--	cute
сильная	669	6.54	0.9521	4137	4830	--	strong
живи	670	6.54	1.1104	--	4352	--	live
кошки	671	6.54	1.3584	--	3997	--	cat
спасли	672	6.54	1.1988	4261	--	--	saved
справедливости	673	6.52	1.1471	--	--	3724	justice
культурных	674	6.52	1.0150	--	--	3202	cultural
marry	675	6.52	1.3438	--	4822	--	marry
жене	676	6.52	1.1993	1773	4775	--	wife
окей	677	6.52	1.2656	996	2696	--	okay
культурного	678	6.52	0.8862	--	--	2893	Cultural
приглашение	679	6.52	0.9739	4172	--	--	invitation
шампанское	680	6.52	1.3886	4217	3119	--	Champagne
god	681	6.52	1.5810	--	2586	--	god
цветов	682	6.52	1.1993	4840	--	--	Flowers
женщина	683	6.52	1.1471	405	501	1347	woman
доверять	684	6.52	0.9089	1866	4936	--	trust
женщиной	685	6.52	1.0736	1701	3971	--	woman
здравствует	686	6.52	1.0349	4031	--	--	Live the
home	687	6.52	1.2816	--	1086	--	home
сексом	688	6.52	1.6932	2618	4216	--	sex
фестиваль	689	6.52	1.0544	--	4118	--	festival
урожай	690	6.52	0.9089	--	--	3067	harvest
театр	691	6.50	1.2164	3954	2503	1762	theater
близких	692	6.50	1.1473	--	3214	4069	close
россия	693	6.50	1.1473	--	278	1195	Russia
девочку	694	6.50	1.2164	2586	4318	--	girl
достижения	695	6.50	1.0351	--	--	1594	progress
песня	696	6.50	1.1824	1596	548	3608	song
оранжевое	697	6.50	1.2817	--	760	--	Orange
я	698	6.50	1.4033	--	5	24	I
нового	699	6.50	0.9530	1260	250	482	new
страсть	700	6.50	1.3740	4323	--	--	passion
женаты	701	6.50	1.1995	3740	--	--	married
сердце	702	6.50	1.1112	468	563	804	heart
вера	703	6.50	1.0926	3309	3257	2761	faith
замуж	704	6.50	1.3132	1056	1801	--	marry
родилась	705	6.50	1.1650	3754	--	--	born
чистый	706	6.50	1.0351	4718	--	--	net
чистой	707	6.50	0.8391	--	--	4108	net
родине	708	6.50	1.1995	--	--	4483	home
замужем	709	6.48	1.3589	2566	--	--	married
ужин	710	6.48	0.9947	1122	2444	--	dinner
интерес	711	6.48	0.8628	4483	--	821	interest
спас	712	6.48	1.1292	1675	--	--	saved
верить	713	6.48	1.0150	1216	1280	--	believe
достоинства	714	6.48	0.9947	--	--	4335	value
играет	715	6.48	1.0349	1284	1050	2344	plays
детские	716	6.48	0.9739	--	3815	--	Children
книги	717	6.48	1.1648	1279	1386	392	Books
богу	718	6.48	1.4032	1051	1760	2269	God
летать	719	6.48	1.2162	2780	4676	--	fly
научился	720	6.48	0.9739	3523	--	--	learned
братья	721	6.48	1.1110	1865	--	4253	brothers
отца	722	6.48	1.3438	401	3726	1027	father
поиграть	723	6.48	0.9089	2873	--	--	play a little
девушке	724	6.48	1.0925	3101	3222	--	girl
игры	725	6.48	1.1471	1023	815	3561	game
поют	726	6.48	1.1822	--	913	--	sing
кино	727	6.48	1.0925	1094	518	3332	movie
okay	728	6.48	1.1993	--	3323	--	okay
помог	729	6.48	0.9528	1937	--	--	helped
освобождения	730	6.48	1.1292	--	--	3290	release
общение	731	6.48	0.9528	--	361	--	communication
ребята	732	6.48	1.0349	292	616	4134	children
джентльмены	733	6.48	1.0925	1599	--	--	Gentlemen
please	734	6.48	0.9311	--	401	--	please
знакомства	735	6.48	1.0150	--	183	--	dating
детка	736	6.48	1.3285	817	3310	--	Babe
хлеб	737	6.46	1.2324	2747	--	2762	bread
дорогие	738	6.46	1.2324	3259	1124	--	expensive
спокойствие	739	6.46	0.9304	3654	--	--	calm
заработал	740	6.46	1.0730	--	4852	--	earned
спасения	741	6.46	1.0730	4481	--	--	Salvation
иисус	742	6.46	1.3881	1683	--	--	Jesus
haha	743	6.46	1.3280	--	3309	--	haha
жены	744	6.46	1.1104	1410	4230	2668	wife
дамы	745	6.46	1.2157	1193	--	--	Ladies
girls	746	6.46	1.1643	--	2104	--	girls
вместе	747	6.46	1.2651	190	374	185	together
quality	748	6.46	1.0919	--	1931	--	quality
европа	749	6.46	1.3280	--	4571	--	Europe
женщины	750	6.46	1.1817	695	786	1003	women
расслабиться	751	6.46	1.0144	4770	--	--	relax
девушек	752	6.46	1.1643	2436	1731	--	girls
женщинами	753	6.46	1.2157	3974	--	--	Women
прогуляться	754	6.46	1.0144	4944	--	--	take a walk
santa	755	6.46	1.3433	--	3429	--	santa
совершенно	756	6.46	1.2651	619	1515	247	completely
young	757	6.46	1.1817	--	2894	--	young
russia	758	6.46	1.2157	--	359	--	russia
повышение	759	6.46	1.1287	--	--	968	increase
помогать	760	6.46	0.9521	1883	--	--	help
новые	761	6.46	0.9082	1107	474	338	new
спасти	762	6.46	1.1104	893	--	--	save
нравился	763	6.44	1.0910	4451	--	--	like
культурно	764	6.44	0.8609	--	--	2738	cultural
играй	765	6.44	1.0529	4594	--	--	Play
брата	766	6.44	1.0721	1059	3601	2328	brother
охотно	767	6.44	1.0721	--	--	4275	willingly
знание	768	6.44	1.1980	--	--	2927	knowledge
ребятки	769	6.44	1.2316	--	4157	--	boys
заработок	770	6.44	1.1095	--	4017	--	earnings
женщин	771	6.44	1.1634	857	830	1207	Women
океан	772	6.44	1.2149	4102	--	--	ocean
умнее	773	6.44	0.8843	4965	--	--	Smarter
художественной	774	6.44	1.0721	--	--	1939	Art
ценности	775	6.44	1.0910	--	--	2961	valuables
художник	776	6.44	1.0333	3060	--	2141	artist
девочкой	777	6.44	1.0721	4337	--	--	girl
google	778	6.44	1.2149	--	867	--	google
круче	779	6.44	1.2316	--	1234	--	steeper
дорогуша	780	6.44	1.5005	3768	--	--	deary
девочек	781	6.44	1.2803	2686	3857	--	Girls
планета	782	6.44	1.3273	3713	--	--	planet
вау	783	6.44	1.3726	2215	3210	--	wow
самая	784	6.44	1.1808	878	443	1966	most
live	785	6.44	1.2149	--	248	--	live
lol	786	6.42	1.6047	--	1546	--	lol
получше	787	6.42	0.7848	1722	--	--	better
повышению	788	6.42	1.1622	--	--	2880	increase
воскрес	789	6.42	1.4441	--	2759	--	rose
уверена	790	6.42	1.0515	644	3327	--	sure
небесах	791	6.42	1.3107	4983	--	--	heaven
играют	792	6.42	1.1082	3009	3743	3691	play
прогресс	793	6.42	1.0708	--	--	3213	progress
thank	794	6.42	1.2137	--	646	--	thank
настоящие	795	6.42	1.0120	2336	3415	--	real
сестры	796	6.42	1.0319	2038	--	--	sisters
звезды	797	6.42	1.1968	2171	2831	2791	Star
новую	798	6.42	0.9495	1389	796	1380	new
yes	799	6.42	1.0515	--	1917	--	yes
сестре	800	6.42	0.9708	3858	--	--	sister
девченки	801	6.42	1.4010	--	4947	--	TEENS
hope	802	6.42	1.1796	--	1899	--	hope
познакомились	803	6.42	1.0319	2756	--	--	met
лидер	804	6.42	1.2792	4696	1938	--	leader
отец	805	6.42	1.2137	170	2362	1001	father
культуры	806	6.42	1.1082	--	3591	288	Culture
озеро	807	6.42	1.1445	4739	--	--	lake
денег	808	6.42	1.2304	384	583	1616	money
уверен	809	6.42	0.9055	310	1890	--	sure
встречаться	810	6.42	1.0515	2170	--	--	meet
защита	811	6.42	1.2631	3678	4292	--	protection
картинка	812	6.42	0.9916	--	4481	--	picture
сильным	813	6.42	1.0120	4535	--	--	strong
шанс	814	6.42	1.0319	628	2105	--	chance
скидки	815	6.42	1.1082	--	2173	--	discounts
елки	816	6.40	1.0880	--	1595	--	Christmas trees
удается	817	6.40	1.0302	--	--	4245	Can
книга	818	6.40	1.1249	1551	1676	830	book
верно	819	6.40	0.9258	287	2912	2077	right
игра	820	6.40	1.1249	905	888	--	game
ок	821	6.40	1.1780	981	420	--	ca
кота	822	6.40	1.3093	--	1779	--	cat
воздух	823	6.40	1.2289	1767	4298	2430	air
чистого	824	6.40	0.9035	--	--	4963	net
концерте	825	6.40	1.1952	--	4631	--	concert
heart	826	6.40	1.2122	--	2167	--	heart
future	827	6.40	1.0498	--	4764	--	future
да	828	6.40	1.2289	8	28	99	yes
believe	829	6.40	1.0880	--	2768	--	believe
сыну	830	6.40	1.1606	3738	--	--	son
желаю	831	6.40	0.9476	1870	785	--	I wish
борщ	832	6.40	1.1066	--	4834	--	borsch
май	833	6.40	1.1780	--	3711	--	May
bmw	834	6.40	1.4142	--	3686	--	bmw
снежинки	835	6.40	1.0498	--	4392	--	Snowflakes
познакомился	836	6.40	0.8330	4741	--	--	met
заработать	837	6.40	0.9258	3358	2452	--	Earn
гулять	838	6.40	0.9035	3957	1053	--	walk
энергии	839	6.40	1.0690	2379	--	642	energy
light	840	6.40	1.0302	--	4237	--	light
рисовать	841	6.40	1.0498	--	4368	--	draw
живого	842	6.40	1.0302	--	--	3641	living
святого	843	6.40	1.1780	2140	--	--	St.
отцом	844	6.38	1.1409	1118	--	--	father
воля	845	6.38	0.8545	4557	--	4082	will
культуре	846	6.38	1.1045	--	--	2543	Culture
woman	847	6.38	1.2103	--	3547	--	woman
надеяться	848	6.38	1.1933	3027	--	--	hope
эффективность	849	6.38	1.1933	--	--	1573	efficiency
#anekdot	850	6.38	1.3981	--	3688	--	# Anekdot
идеи	851	6.38	1.1229	2198	2449	1062	ideas
стихотворения	852	6.38	1.1586	--	--	3794	Poems
заплатили	853	6.38	1.2919	4368	--	--	paid
домой	854	6.38	1.2103	197	282	1421	home
помогла	855	6.38	0.7253	4537	2178	--	helped
женщину	856	6.38	1.0669	1287	1697	--	woman
молодежи	857	6.38	0.9666	--	--	1227	Youth
зарплату	858	6.38	1.1229	--	4629	--	salary
лошадь	859	6.38	1.2103	2201	--	4560	horse
кататься	860	6.38	1.0669	--	3583	--	ride
деньгами	861	6.38	1.3981	2187	--	--	money
погулять	862	6.38	0.9010	--	4647	--	take a walk
великой	863	6.38	1.1586	--	--	882	great
искусства	864	6.38	1.1409	4457	--	514	Art
париж	865	6.38	1.1761	2079	--	--	Paris
познания	866	6.38	1.1045	--	--	2347	knowledge
лета	867	6.38	1.4270	--	4364	4759	summer
hi	868	6.38	1.2760	--	1176	--	hi
великих	869	6.38	1.0476	--	--	3610	great
новая	870	6.38	1.1045	1158	512	1079	new
природе	871	6.38	1.2599	--	--	1584	nature
скидку	872	6.38	1.1409	--	502	--	discount
поддерживаю	873	6.38	1.0669	--	4369	--	support
справишься	874	6.38	0.9666	4341	--	--	can handle
папой	875	6.38	1.0859	2801	3900	--	Dad
благослови	876	6.38	1.3686	4831	--	--	Bless
играю	877	6.38	0.9875	2285	3373	--	play
чувствовать	878	6.38	1.0669	1749	3915	--	feel
театре	879	6.38	1.1045	--	--	2937	Theater
секса	880	6.38	1.9680	2887	1632	--	sex
человек	881	6.36	1.1739	159	118	136	man
живешь	882	6.36	1.1386	2421	4569	--	live
money	883	6.36	1.3211	--	2486	--	money
культурной	884	6.36	1.1386	--	--	3589	cultural
миллион	885	6.36	1.3516	1828	2236	--	million
бог	886	6.36	1.6753	402	818	1331	god
гость	887	6.36	0.9424	3849	--	--	guest
леди	888	6.36	1.2578	731	2523	--	lady
встретимся	889	6.36	0.9848	1489	4566	--	meet
ресторан	890	6.36	1.1563	2263	4958	--	restaurant
париже	891	6.36	1.1021	2543	--	3481	paris
доходов	892	6.36	0.9424	--	--	2542	income
сад	893	6.36	1.2249	2769	--	4420	garden
жизни	894	6.36	1.1386	181	133	81	life
пятница	895	6.36	1.2578	--	1423	--	Friday
фильмы	896	6.36	1.1739	2743	1103	--	Movies
согласен	897	6.36	1.0053	1057	1184	--	agree
новым	898	6.36	0.9638	2425	158	1739	new
wow	899	6.36	1.2249	--	2746	--	wow
встретиться	900	6.36	0.9205	1066	4103	--	meet
настоящий	901	6.36	0.8271	830	1400	4040	real
song	902	6.36	1.1563	--	1365	--	song
живете	903	6.36	1.3056	4309	--	--	live
кушайте	904	6.36	0.9848	--	2666	--	Eat
internet	905	6.36	1.2415	--	3331	--	internet
star	906	6.36	1.2081	--	2534	--	star
очень	907	6.36	1.1563	50	59	84	very
дом	908	6.36	1.3211	238	470	674	home
океана	909	6.36	1.1739	--	--	2501	Ocean
завтрак	910	6.36	1.1739	2043	2474	--	breakfast
художественных	911	6.36	0.9848	--	--	4213	art
настроение	912	6.36	1.0645	3758	207	4977	mood
wish	913	6.36	1.2578	--	1302	--	wish
помогли	914	6.36	0.9205	4628	--	--	helped
women	915	6.36	1.1563	--	3608	--	women
важный	916	6.36	1.0451	3638	--	4141	important
дa	917	6.36	1.2739	2602	--	--	yes
активных	918	6.36	0.9848	--	--	4470	active
бассейн	919	6.36	1.0254	4178	--	--	pool
