Word	Havg	StDev	GoogleRank	TwitterRank	translation
carla	6272	5.48	1.1648	3806	4305	carla
é	6273	5.48	1.1471	16	8	it is
fomos	6274	5.48	1.1471	5508	1711	were
lan	6275	5.48	1.0544	5570	4495	lan
eixo	6276	5.48	1.0925	5471	--	axis
formato	6277	5.48	0.9089	1183	--	format
blogue	6278	5.48	1.3738	2991	--	Blog
tão	6279	5.48	0.8862	587	152	as
básica	6280	5.48	0.9739	2811	--	Basic
empresta	6281	5.48	1.4032	--	4640	lends
paul	6282	5.48	1.5680	3304	--	paul
atribuições	6283	5.48	1.5016	4175	--	powers
vinha	6284	5.48	1.2493	--	6176	vineyard
listo	6285	5.48	1.0150	--	5689	listo
standard	6286	5.48	1.0349	4909	--	standard
seção	6287	5.46	1.0343	1870	--	section
raça	6288	5.46	1.1817	3371	4551	race
faloo	6289	5.46	1.6315	--	6242	faloo
julio	6290	5.46	1.3881	4815	--	julio
funções	6291	5.46	1.0343	1925	--	functions
obs	6292	5.46	1.1466	3644	4732	obs
prefeito	6293	5.46	1.7404	1375	4865	mayor
faq	6294	5.46	1.5012	863	--	faq
questão	6295	5.46	1.0539	1042	1576	question
porque	6296	5.46	1.1466	243	108	because
algarve	6297	5.46	1.3433	3721	--	algarve
pude	6298	5.46	0.8855	--	3232	could
sis	6299	5.46	1.0539	--	2907	sis
seus	6300	5.46	0.8855	96	235	their
ramos	6301	5.46	1.0343	2211	--	branches
joão	6302	5.46	1.2488	395	1638	john
ficheiro	6303	5.46	1.1988	5310	--	File
kero	6304	5.46	1.5012	--	4452	kero
15h15	6305	5.46	1.0919	--	5572	15:15
2x	6306	5.46	1.2157	4639	--	2x
indaiatuba	6307	5.46	1.3280	5983	--	indaiatuba
índices	6308	5.46	1.2157	6400	--	indices
maravilhanaervilha	6309	5.46	2.1496	--	4236	maravilhanaervilha
desculpa	6310	5.46	1.7637	5341	571	excuse
seta	6311	5.46	0.9733	2654	--	arrow
paes	6312	5.46	1.3881	4827	--	paes
teem	6313	5.46	1.3280	--	1923	teem
faqs	6314	5.46	1.1466	4615	--	faqs
seis	6315	5.46	0.9733	1655	2765	six
oia	6316	5.46	1.4458	--	4513	oia
admita	6317	5.46	1.2969	--	5670	Admit
guiné	6318	5.46	1.2488	4112	--	guinea
tipos	6319	5.46	0.9733	1610	4209	types
boletim	6320	5.46	1.2811	2193	3315	bulletin
antiga	6321	5.46	1.4737	971	3986	old
chamo	6322	5.46	1.1287	--	1619	call
longitude	6323	5.46	1.2811	2939	--	longitude
still	6324	5.46	1.1287	--	5289	still
legião	6325	5.46	1.5935	5845	--	legion
troquei	6326	5.46	1.3433	--	2748	changed
ya	6327	5.46	1.0343	--	4001	ya
bits	6328	5.46	1.0919	4587	--	bits
porte	6329	5.46	1.1466	4063	--	postage
jun	6330	5.46	0.8621	719	--	June
nessas	6331	5.46	0.9941	--	2213	these
finaliza	6332	5.46	1.2651	3349	--	ends
#Áries	6333	5.46	1.8318	--	6303	# Aries
pod	6334	5.46	1.1988	--	4226	pod
diga	6335	5.46	0.8381	4394	1081	Say
encher	6336	5.46	1.1466	--	2089	fill
comerciais	6337	5.46	1.7867	1716	--	commercial
matos	6338	5.46	1.0144	4999	--	Shredders
dragon	6339	5.46	1.5806	4820	--	dragon
boletins	6340	5.46	1.3881	6363	--	newsletters
silvio	6341	5.46	1.2651	6257	5446	silvio
account	6342	5.46	1.2488	3839	--	account
nesta	6343	5.46	0.9082	544	1934	in this
seminário	6344	5.46	1.5012	2176	--	seminar
correção	6345	5.46	1.5012	5343	--	correction
amy	6346	5.46	1.2488	4652	4432	amy
Áreas	6347	5.46	1.4598	4047	--	Areas
listas	6348	5.46	1.2651	2114	--	lists
west	6349	5.46	1.4458	5011	--	west
quis	6350	5.46	1.0730	4760	992	wanted
lg	6351	5.46	1.2811	1888	--	lg
formatos	6352	5.46	1.1643	4494	--	formats
rafinha	6353	5.46	1.3433	--	5785	rafinha
com	6354	5.46	1.3280	11	12	with
user	6355	5.46	1.0919	2073	1984	user
escape	6356	5.46	1.2488	5796	--	exhaust
dela	6357	5.46	1.0919	1528	248	her
augusto	6358	5.46	1.3734	2068	--	august
pedro	6359	5.46	1.2488	567	1055	pedro
casos	6360	5.46	1.1104	1019	5662	cases
mimi	6361	5.46	1.4458	--	1784	mimi
mediawiki	6362	5.46	1.0343	3122	--	mediawiki
fizeram	6363	5.46	1.0343	3567	1768	made
linhas	6364	5.46	0.9733	1901	--	lines
preferia	6365	5.46	1.4172	--	5882	preferred
subject	6366	5.46	1.0343	5044	--	subject
está	6367	5.46	0.8134	60	144	it is
procura	6368	5.46	1.1104	940	1707	demand
copie	6369	5.46	1.1287	5236	--	Copy
eii	6370	5.46	1.2811	--	3804	eii
coorporativos	6371	5.46	1.2651	3235	--	corporative
muda	6372	5.46	1.4316	4644	1019	changes
ipatinga	6373	5.46	1.4598	4692	--	ipatinga
maroto	6374	5.46	1.3280	--	4550	roguish
juju	6375	5.46	1.4875	--	4931	juju
horas	6376	5.44	1.2480	341	344	hours
procure	6377	5.44	1.1634	2588	2551	search
às	6378	5.44	0.9293	78	868	to
register	6379	5.44	1.2316	5448	--	register
dentista	6380	5.44	1.7515	--	2739	dentist
neves	6381	5.44	1.3874	2996	5959	snows
envolvidos	6382	5.44	1.6801	4388	--	involved
pega	6383	5.44	1.4020	4011	588	magpie
chinese	6384	5.44	1.0333	4737	--	chinese
servidor	6385	5.44	1.0910	1291	--	server
tds	6386	5.44	1.1634	--	1585	tds
consumo	6387	5.44	1.4450	1679	--	consumption
gil	6388	5.44	1.3118	3502	5119	gil
mário	6389	5.44	1.1457	2972	--	mário
eventuais	6390	5.44	1.1808	5494	--	possible
centrais	6391	5.44	0.9723	6282	--	central
tipo	6392	5.44	0.9293	215	310	type
own	6393	5.44	1.6183	5062	1456	own
agentes	6394	5.44	1.2316	2881	--	agents
vertical	6395	5.44	1.1980	5305	--	vertical
códigos	6396	5.44	1.2316	4166	--	codes
seer	6397	5.44	1.2316	--	3736	seer
termo	6398	5.44	0.9930	574	--	term
dito	6399	5.44	1.1808	3824	3483	said
categorias	6400	5.44	1.2480	319	2241	categories
felipe	6401	5.44	1.2480	2321	2100	felipe
reunião	6402	5.44	1.6557	1489	2916	meeting
acabamos	6403	5.44	1.7515	--	4594	just
daniel	6404	5.44	1.0721	1544	1678	daniel
linha	6405	5.44	1.0721	730	2395	line
etc	6406	5.44	1.0333	483	1431	etc.
david	6407	5.44	1.2316	1953	3010	david
tentei	6408	5.44	1.5539	5937	1786	tried
dêem	6409	5.44	0.9510	--	5744	give
véi	6410	5.44	1.3726	--	1850	Véi
como	6411	5.44	1.0134	25	56	as
fixo	6412	5.44	0.9071	2570	--	fixed
jack	6413	5.44	1.4450	4607	5101	jack
alexandre	6414	5.44	1.2643	1625	6230	alexandre
grêmio	6415	5.44	1.6308	4263	2643	guild
silencio	6416	5.44	1.6183	--	4489	silence
née	6417	5.44	1.2316	--	1940	née
abr	6418	5.44	1.2961	1551	--	April
mexendo	6419	5.44	0.7866	--	3534	stirring
bolivia	6420	5.44	1.4730	6309	--	bolivia
tomada	6421	5.44	1.3426	4146	--	jack
got	6422	5.44	1.2316	--	2900	got
voted	6423	5.44	1.2149	--	5717	voted
voçê	6424	5.44	2.0118	--	5069	you
cadastre-se	6425	5.44	1.3577	464	--	register
cuba	6426	5.44	1.6557	4315	--	vat
mude	6427	5.44	1.3273	--	2961	change
cep	6428	5.44	1.1095	798	--	zip code
china	6429	5.44	1.5005	1023	4698	China
eminem	6430	5.44	1.6433	--	5818	eminem
margem	6431	5.44	1.1808	5430	--	margin
invisível	6432	5.44	1.7747	--	5851	invisible
s222	6433	5.44	1.9914	--	5312	S222
fatores	6434	5.44	0.9071	3091	--	factors
senta	6435	5.44	1.3874	--	2061	sits
atÉ	6436	5.44	1.3874	--	1966	to
retornar	6437	5.44	1.3726	6288	--	return
troca	6438	5.44	1.1980	1343	1207	exchange
alojamento	6439	5.44	1.3118	5066	--	accommodation
tres	6440	5.44	1.1808	--	3682	three
guarulhos	6441	5.44	1.7162	2250	--	guarulhos
sigo	6442	5.44	0.8843	--	190	follow
saair	6443	5.44	1.7162	--	5073	saair
possam	6444	5.44	1.1808	3405	6127	can
aquiii	6445	5.44	1.4309	--	4979	aquiii
brigada	6446	5.44	1.9500	--	1875	brigade
tú	6447	5.44	1.1095	--	4238	tú
piso	6448	5.44	0.8843	4559	--	floor
victor	6449	5.44	1.5274	1652	3432	victor
daria	6450	5.42	1.1622	--	2267	would
lado	6451	5.42	1.0120	573	267	side
toledo	6452	5.42	1.3107	5577	--	toledo
subscrever	6453	5.42	1.0319	2776	--	subscribe
amaral	6454	5.42	1.0897	3943	--	amaral
01h01	6455	5.42	1.4859	--	5103	1:01 a.m.
tampa	6456	5.42	0.8827	5709	--	cover
chapa	6457	5.42	1.1265	--	4982	plate
volante	6458	5.42	1.2137	5274	--	steering wheel
#santos	6459	5.42	1.8416	--	5106	# Saints
dra	6460	5.42	1.1622	5583	--	Dr.
matheus	6461	5.42	1.2304	5936	2294	matheus
corre	6462	5.42	1.6671	--	1265	runs
registre-se	6463	5.42	1.1968	2556	--	register
avaliação	6464	5.42	1.8526	211	--	evaluation
daqui	6465	5.42	0.9055	1947	247	hence
josé	6466	5.42	1.3262	324	3425	josé
jonas	6467	5.42	0.9055	4658	2343	jonas
faaz	6468	5.42	1.4721	--	5018	faaz
eau	6469	5.42	1.2469	6242	--	eau
vidro	6470	5.42	1.3262	3101	4286	glass
fiquem	6471	5.42	1.4441	--	1359	stay
moraes	6472	5.42	1.1082	2829	--	moraes
paciente	6473	5.42	1.7390	3418	--	patient
toolbar	6474	5.42	1.8193	5089	--	toolbar
josÉ	6475	5.42	1.4995	3577	--	José
possa	6476	5.42	1.4010	1767	1588	can
pelo	6477	5.42	1.1082	49	160	by the
delta	6478	5.42	1.2137	5095	--	delta
quiserem	6479	5.42	0.8827	--	5690	wish
publicos	6480	5.42	1.3107	2555	--	public
nogueira	6481	5.42	0.9495	3871	--	walnut
poderiam	6482	5.42	1.1082	5617	5792	could
modo	6483	5.42	0.7025	896	3267	mode
aponta	6484	5.42	1.0120	6059	5848	points
condicionado	6485	5.42	1.4299	2016	--	conditioned
caio	6486	5.42	1.4859	5837	1641	fall
mari	6487	5.42	1.3864	--	2855	mari
button	6488	5.42	1.1082	5409	--	button
richard	6489	5.42	1.3566	5917	--	richard
crepusculo	6490	5.42	2.0212	--	4434	twilight
candidatos	6491	5.42	1.2631	1857	--	candidates
aconteceu	6492	5.42	1.2631	2429	836	happened
pente	6493	5.42	1.1082	--	6162	comb
veloso	6494	5.42	1.1622	4739	--	fleecy
coloque	6495	5.42	0.9916	2480	3319	place
geraldo	6496	5.42	1.1968	3736	--	geraldo
portaria	6497	5.42	1.0708	2216	--	ordinance
tiver	6498	5.42	0.9916	1997	762	have
celso	6499	5.42	1.3262	4171	--	celso
cláudio	6500	5.42	1.4581	5521	--	cláudio
copyright	6501	5.42	1.4995	278	--	copyright
procurando	6502	5.42	1.2950	2537	2076	looking
is	6503	5.42	1.2304	360	390	is
colocam	6504	5.42	0.8593	--	5742	place
zé	6505	5.42	1.0897	1500	3094	zé
previous	6506	5.42	1.0515	3251	--	previous
documentação	6507	5.42	1.4155	3427	--	documentation
#instantfollow	6508	5.42	1.6424	--	4613	# Instantfollow
manu	6509	5.42	1.3107	--	2180	manu
quanto	6510	5.42	0.9708	459	366	as
logoo	6511	5.42	1.5791	--	5791	logoo
img	6512	5.42	1.1968	1070	--	img
roberta	6513	5.42	1.3415	--	2372	roberta
atingir	6514	5.42	1.5265	4875	--	reach
sal	6515	5.42	1.3262	3467	5038	salt
quanta	6516	5.42	1.1622	--	3188	how much
autorização	6517	5.42	1.1968	2317	--	authorization
voolto	6518	5.42	1.3107	--	4859	voolto
edward	6519	5.42	1.0515	--	4361	edward
firmwares	6520	5.42	1.0897	5634	--	firmwares
seguee	6521	5.42	1.4995	--	2766	seguee
votem	6522	5.42	1.2304	--	2044	vote
tornou	6523	5.42	1.0319	--	3362	became
aaaaaaaaaah	6524	5.42	1.9069	--	6062	aaaaaaaaaah
carlos	6525	5.42	1.5919	344	1780	carlos
horários	6526	5.42	1.3716	2024	--	schedules
bios	6527	5.42	1.1445	4654	--	BIOS
mesquita	6528	5.42	1.2137	5724	--	mosque
volta	6529	5.40	1.3248	668	109	return
barbosa	6530	5.40	1.2778	1968	--	barbosa
derem	6531	5.40	0.8806	--	6152	give
aham	6532	5.40	1.2122	--	902	aham
votar	6533	5.40	1.8626	1487	1124	vote
operacional	6534	5.40	1.2778	2853	--	operational
meuu	6535	5.40	1.3401	--	3473	meuu
document	6536	5.40	0.8806	3705	--	document
situações	6537	5.40	1.1952	2895	--	situations
pneus	6538	5.40	1.0102	4021	--	tires
lança	6539	5.40	1.3553	2303	3394	lance
função	6540	5.40	1.0302	1026	2838	function
joaquim	6541	5.40	1.3401	2803	--	Joaquim
caloor	6542	5.40	1.9166	--	4370	caloor
maurício	6543	5.40	1.1066	5929	--	maurice
pegando	6544	5.40	1.1429	--	1706	catching
distrito	6545	5.40	1.1249	1059	--	district
amnha	6546	5.40	1.2936	--	5771	amnha
lara	6547	5.40	1.1066	--	5999	lara
administrativo	6548	5.40	1.4142	2059	--	administrative
privado	6549	5.40	1.5649	3292	--	private
táa	6550	5.40	1.0302	--	4409	TAA
control	6551	5.40	1.3093	4622	--	control
log	6552	5.40	1.1952	2271	--	log
sergio	6553	5.40	1.1249	3766	--	sergio
paiva	6554	5.40	1.0880	5755	--	paiva
title	6555	5.40	0.9258	4160	--	title
sat	6556	5.40	1.5386	5999	--	sat
requerido	6557	5.40	1.3702	5437	--	required
deste	6558	5.40	0.7559	229	3378	this
virando	6559	5.40	0.9035	--	3326	turning
lucas	6560	5.40	1.1780	2449	1169	lucas
tati	6561	5.40	1.4286	--	5473	tati
isto	6562	5.40	0.7284	656	2861	this
utilizados	6563	5.40	1.3401	3486	--	used
marcos	6564	5.40	1.2617	1569	3470	landmarks
smith	6565	5.40	1.1606	6418	--	smith
eur	6566	5.40	1.5649	3323	--	eur
and	6567	5.40	0.6999	104	311	and
ferro	6568	5.40	1.3702	2381	4004	iron
teus	6569	5.40	1.1066	4023	1816	your
cv	6570	5.40	0.8571	4118	3723	hp
bala	6571	5.40	2.3212	--	2325	bullet
soube	6572	5.40	0.9897	--	3363	learned
memo	6573	5.40	1.0302	--	1346	memo
van	6574	5.40	1.5119	3171	5336	van
#msn	6575	5.40	1.8183	--	3074	# Msn
who	6576	5.40	0.9258	3041	2757	who
joelho	6577	5.40	1.0690	--	4055	knee
estejam	6578	5.40	0.7284	5427	--	are
insite	6579	5.40	1.1952	2666	--	insite
lastfm	6580	5.40	1.4983	1951	--	lastfm
direcção	6581	5.40	1.3248	4268	--	direction
chamam	6582	5.40	0.9689	--	3274	call
awwwwn	6583	5.40	2.0203	--	5953	awwwwn
notificações	6584	5.40	1.5649	4306	--	notifications
advogados	6585	5.40	1.9060	1396	--	lawyers
k'	6586	5.40	1.2936	--	3064	k '
linds	6587	5.40	1.6782	--	5528	linds
conformidade	6588	5.40	1.7613	6023	--	conformity
micael	6589	5.40	1.2778	--	5376	micael
tabela	6590	5.40	1.1066	1287	--	table
rondônia	6591	5.40	1.6162	2277	--	rondônia
nerd	6592	5.40	1.8844	--	3764	nerd
tendi	6593	5.40	1.5649	--	5373	tended
minuto	6594	5.40	1.2454	3578	1672	minute
tendo	6595	5.40	0.8571	1199	1535	having
referido	6596	5.40	1.0102	5606	--	referred
pack	6597	5.40	1.2454	4757	--	pack
alt	6598	5.40	1.4142	5920	--	alt
nov	6599	5.40	1.5253	702	--	November
candidato	6600	5.40	1.6162	1739	--	candidate
sr	6601	5.40	1.5119	1567	3281	Mr.
luís	6602	5.40	0.8571	1821	--	louis
td	6603	5.40	1.4142	4748	461	td
achoo	6604	5.40	1.5253	--	4308	achoo
operador	6605	5.40	0.8571	5300	--	operator
penha	6606	5.40	1.6288	5722	--	rock
vez	6607	5.40	1.0690	227	211	time
meses	6608	5.38	1.4553	343	930	months
até	6609	5.38	1.1933	66	105	to
viuu	6610	5.38	1.2436	--	5650	viuu
russo	6611	5.38	1.4693	4511	5342	Russian
elemento	6612	5.38	1.2103	3917	--	element
quando	6613	5.38	0.9452	93	55	when
mts	6614	5.38	1.3834	--	3095	mts
fikei	6615	5.38	1.0079	--	3316	fikei
sometimes	6616	5.38	1.2103	--	5864	sometimes
marcio	6617	5.38	1.2271	5433	--	marcio
procurar	6618	5.38	1.3536	534	1487	search
walter	6619	5.38	1.2919	5726	--	walter
dê	6620	5.38	1.2599	2352	684	Give
congressos	6621	5.38	1.6149	6425	--	Congress
xx	6622	5.38	1.3076	4150	1959	xx
estacionamento	6623	5.38	1.6399	3950	--	parking
his	6624	5.38	1.1409	5793	4413	his
#mepergunte	6625	5.38	1.3076	--	4407	# Mepergunte
enquetes	6626	5.38	1.3384	3372	--	Polls
secção	6627	5.38	1.1045	5640	--	Section
16h16	6628	5.38	1.0859	--	5819	16h16
esta	6629	5.38	0.9452	69	236	this
archive	6630	5.38	1.1229	4499	--	archive
pingo	6631	5.38	1.3834	--	5913	drop
leo	6632	5.38	1.2271	2078	3247	leo
duration	6633	5.38	0.9010	4109	--	duration
seeu	6634	5.38	1.2271	--	4269	SeeU
umas	6635	5.38	1.1933	2350	315	some
#leão	6636	5.38	1.7830	--	1233	# Lion
preste	6637	5.38	1.1045	--	4905	pay
atraves	6638	5.38	1.1409	--	5459	through
it's	6639	5.38	1.0280	--	1677	it's
matemática	6640	5.38	1.7248	2121	2081	mathematics
éh	6641	5.38	1.5104	--	2733	éh
botei	6642	5.38	0.9452	--	4868	choked
edit	6643	5.38	1.1586	4849	--	edit
aleatória	6644	5.38	1.1933	3489	--	random
#avidadagente	6645	5.38	1.3981	--	6271	# Avidadagente
promessas	6646	5.38	1.4412	--	2521	promises
coroa	6647	5.38	1.5238	3510	4958	crown
aé	6648	5.38	1.3536	--	3903	ae
tenha	6649	5.38	1.0476	919	665	has
debate	6650	5.38	1.7010	2146	--	debate
enfim	6651	5.38	1.0859	2960	929	ultimately
editais	6652	5.38	1.3384	5794	--	notices
fabio	6653	5.38	1.3834	4305	--	fabio
ponta	6654	5.38	1.0476	1773	3885	tip
necessários	6655	5.38	1.3536	3419	--	required
torna	6656	5.38	1.0669	3615	2605	makes
din	6657	5.38	1.4831	--	5704	din
in	6658	5.38	1.3076	70	447	in
traga	6659	5.38	0.8781	--	2603	bring
mesmo	6660	5.38	0.8053	94	67	same
avaliações	6661	5.38	1.5104	2465	--	reviews
fernandes	6662	5.38	1.3686	1789	3123	fernandes
quantos	6663	5.38	0.8545	3961	1428	how many
vitor	6664	5.38	1.1045	4271	4233	vitor
ordenar	6665	5.38	1.5372	1485	--	order
vigilância	6666	5.38	1.5372	4207	--	surveillance
néh	6667	5.38	1.1045	--	1660	néh
prometeu	6668	5.38	1.3536	--	5173	promised
corro	6669	5.38	1.6890	--	4246	run
saindoo	6670	5.38	1.5765	--	2383	saindoo
contagem	6671	5.38	1.1586	2577	5113	count
traçar	6672	5.38	1.2271	2582	--	trace
aawn	6673	5.38	1.5894	--	5789	aawn
pages	6674	5.38	0.9666	6084	--	pages
israel	6675	5.38	1.5504	2422	--	Israel
bonde	6676	5.38	1.5504	--	2324	tram
finais	6677	5.38	1.4831	4296	6031	final
fins	6678	5.38	1.0669	2585	--	purposes
audiência	6679	5.38	1.7248	3317	5884	hearing
lima	6680	5.38	1.1045	920	1836	file
poderia	6681	5.38	1.1933	1498	1000	could
mon	6682	5.38	1.4126	4750	--	mon
to	6683	5.38	0.9666	41	24	to
coloca	6684	5.38	1.1409	4196	959	places
necessariamente	6685	5.38	1.1045	6068	--	necessarily
minutos	6686	5.38	1.0669	704	781	minutes
telefonia	6687	5.38	1.5372	952	--	telephony
*u*	6688	5.38	1.3834	--	1208	* U *
tmb	6689	5.38	0.9875	--	1732	tmb
brenda	6690	5.38	1.2436	--	5990	brenda
tardeee	6691	5.38	1.6022	--	5325	tardeee
k	6692	5.36	1.4535	541	305	k
diagnosticos	6693	5.36	1.3667	3492	--	diagnoses
jones	6694	5.36	0.9638	5111	6072	jones
thiago	6695	5.36	1.2898	3165	3190	thiago
corrigir	6696	5.36	1.6258	5590	--	correct
charles	6697	5.36	1.1021	5291	--	charles
facto	6698	5.36	1.4813	3476	--	Indeed
beim	6699	5.36	1.7585	--	5230	beim
col	6700	5.36	1.2249	--	6304	col
james	6701	5.36	1.1205	2509	6302	james
fia	6702	5.36	1.6258	--	2666	fia
blogblogs	6703	5.36	1.5748	4300	--	Blogblogs
relativa	6704	5.36	0.9424	5588	--	relative
valadares	6705	5.36	1.2898	4435	--	valadares
lá	6706	5.36	1.0254	472	107	there
mt	6707	5.36	1.7468	968	166	mt
votados	6708	5.36	1.4535	4945	--	rated
via	6709	5.36	1.1021	572	283	via
there	6710	5.36	1.0053	3670	3830	there
emenda	6711	5.36	1.3667	6027	--	amendment
duração	6712	5.36	0.9848	937	--	duration
modificada	6713	5.36	1.1021	6136	--	modified
critérios	6714	5.36	1.3815	2997	--	criteria
eita	6715	5.36	1.1739	--	1070	eita
sebastião	6716	5.36	1.3962	4058	--	sebastião
bff	6717	5.36	1.7700	--	5027	bff
aqueles	6718	5.36	1.0053	1886	1005	those
objetos	6719	5.36	0.8514	3241	--	objects
rap	6720	5.36	1.8268	4092	3147	rap
douglas	6721	5.36	1.1205	--	4878	douglas
says	6722	5.36	0.8271	2095	5530	says
vocÊs	6723	5.36	1.2249	--	2220	you
ca	6724	5.36	1.1021	2671	1671	AC
colocando	6725	5.36	1.1205	--	3075	placing
bianca	6726	5.36	1.5086	--	4583	bianca
jan	6727	5.36	1.2415	758	--	January
individuais	6728	5.36	1.5618	4551	--	individual
montagem	6729	5.36	1.2415	2975	--	assembly
crepúsculo	6730	5.36	2.1453	--	3450	twilight
pfv	6731	5.36	1.2415	--	3581	PFV
candidatura	6732	5.36	1.4251	6139	--	candidacy
viiu	6733	5.36	1.5487	--	1995	viiu
viii	6734	5.36	1.0053	5356	--	viii
horário	6735	5.36	1.1739	777	2980	schedule
pensava	6736	5.36	1.0645	--	4250	thought
stats	6737	5.36	1.2578	4718	--	stats
from	6738	5.36	0.6312	593	1895	from
rota	6739	5.36	1.1021	1846	--	route
plaquinha	6740	5.36	0.9424	--	6255	plaquinha
cadastro	6741	5.36	1.4251	701	--	cadastre
acaso	6742	5.36	1.3365	5240	2531	chance
utilizado	6743	5.36	1.2081	2787	--	utilized
blocos	6744	5.36	1.0451	6415	--	blocks
léo	6745	5.36	1.2249	--	3543	léo
faixa	6746	5.36	1.0053	1282	5139	band
vieira	6747	5.36	1.2081	1832	--	scallop
mtmt	6748	5.36	1.5748	--	3391	mtmt
mecanicas	6749	5.36	1.3056	2718	--	mechanical
estas	6750	5.36	1.1563	1309	4754	these
vicente	6751	5.36	1.0053	2214	--	vicente
dale	6752	5.36	1.2578	--	4176	dale
milton	6753	5.36	1.0835	5566	--	milton
causar	6754	5.36	1.4107	--	5719	cause
sao	6755	5.36	0.6928	181	812	are
fio	6756	5.36	1.3516	2375	4033	thread
vaai	6757	5.36	1.6132	--	995	VAAI
using	6758	5.36	1.0645	5025	--	using
haa	6759	5.36	1.3211	--	4126	haa
#followback	6760	5.36	1.4535	--	3030	# Followback
skip	6761	5.36	1.0451	710	--	skip
vooce	6762	5.34	1.3342	--	3349	vooce
acham	6763	5.34	1.2715	5547	1495	find
mta	6764	5.34	1.5467	--	2060	mta
medico	6765	5.34	2.0265	--	5167	doctor
lala	6766	5.34	1.3494	--	3894	lala
assine	6767	5.34	1.3793	1418	5983	sign
fazeer	6768	5.34	1.3032	--	3630	fazeer
linkin	6769	5.34	1.2056	--	6385	linkin
escala	6770	5.34	1.0022	3397	--	scale
nunes	6771	5.34	1.4086	2805	--	nunes
desabafar	6772	5.34	1.9231	--	5329	unburden
monitoramento	6773	5.34	1.5729	2267	--	monitoring
fa	6774	5.34	1.3793	--	3264	fa
where	6775	5.34	0.9392	4811	5260	where
antonio	6776	5.34	1.2056	986	--	antonio
cpf	6777	5.34	1.1886	4322	--	cpf
uma	6778	5.34	1.0616	19	27	a
dada	6779	5.34	1.3188	2907	--	given
charlie	6780	5.34	1.2390	--	2658	charlie
parede	6781	5.34	0.9817	1101	3012	wall
combustível	6782	5.34	1.5858	3344	--	fuel
vela	6783	5.34	1.3032	6266	5310	candle
aquelas	6784	5.34	1.3032	4477	1600	those
framework	6785	5.34	1.1359	5828	--	framework
perguntando	6786	5.34	1.3342	--	2158	asking
voc	6787	5.34	1.2554	--	1026	you
vargas	6788	5.34	1.3342	4245	--	vargas
leiria	6789	5.34	1.1537	4226	--	Leiria
pastoral	6790	5.34	1.9547	6167	--	pastoral
9x	6791	5.34	1.1178	5825	--	9x
rmvb	6792	5.34	1.5986	5823	--	rmvb
serra	6793	5.34	1.4792	1080	4261	saw
braga	6794	5.34	1.0994	1999	--	braga
una	6795	5.34	1.3188	3687	3895	una
wanna	6796	5.34	1.6489	--	3382	wanna
comparar	6797	5.34	1.4230	2596	--	compare
telecom	6798	5.34	1.3793	5001	--	telecom
amr	6799	5.34	1.7567	--	353	amr
placa	6800	5.34	1.0806	1166	6317	plaque
lu	6801	5.34	0.8478	--	2704	lu
liste	6802	5.34	0.9817	--	3654	list
santana	6803	5.34	1.1537	1412	1242	santana
largura	6804	5.34	1.1537	4468	--	width
leopoldo	6805	5.34	1.0806	4132	--	leopold
quantas	6806	5.34	0.8478	5757	1020	how many
pereira	6807	5.34	1.0616	925	--	pear
manuel	6808	5.34	1.0806	2028	--	manuel
juro	6809	5.34	1.5729	--	1367	interest
presidente	6810	5.34	1.7912	386	2569	president
botafogo	6811	5.34	1.8473	4052	5039	botafogo
apega	6812	5.34	1.2056	--	5534	clings
industriais	6813	5.34	1.5467	3050	--	industrial
laa	6814	5.34	0.9607	--	3354	laa
carbono	6815	5.34	1.5066	5846	--	carbon
bolada	6816	5.34	2.1248	--	4307	jackpot
essa	6817	5.34	0.7722	201	72	that
into	6818	5.34	1.0422	5548	--	into
john	6819	5.34	1.1359	1851	3718	john
és	6820	5.34	1.2875	5564	2959	are
memes	6821	5.34	1.7215	--	4920	memes
3x3	6822	5.34	1.1713	--	5175	3x3
geo	6823	5.34	1.1886	2578	--	geo
ce	6824	5.34	1.2056	931	1943	ce
mes	6825	5.34	1.1359	6185	2638	months
ribeirão	6826	5.34	1.6856	3206	--	stream
parte	6827	5.34	1.1713	183	512	part
arthur	6828	5.34	1.3940	5659	1818	arthur
consultorios	6829	5.34	1.2875	3424	--	Consultorios
andré	6830	5.34	1.4514	1407	3820	Andrew
beta	6831	5.34	1.1713	1974	--	beta
chupar	6832	5.34	1.7912	--	6238	suck
type	6833	5.34	1.1713	4708	--	type
kristen	6834	5.34	1.3032	--	2444	kristen
tens	6835	5.34	1.0224	4558	5135	have
região	6836	5.34	1.0422	426	4881	region
seii	6837	5.34	1.3032	--	3983	Seii
firmware	6838	5.34	1.3032	6234	--	firmware
esquema	6839	5.34	1.5467	4819	5554	scheme
am	6840	5.34	1.2875	163	1907	am
