Word	Havg	StDev	FreqList	translation
أمها	601	6.96	1.4136	5579	Her mother
مميز	602	6.96	1.0490	3292	Featured
صحتك	603	6.96	1.2447	6974	Your Health
البحر	604	6.96	1.3547	913	Sea
موسيقي	605	6.96	1.4563	9720	Musician
البركة	606	6.96	1.2115	9820	Baraka
الشمس	607	6.96	1.1773	825	Sun
أحلامك	608	6.96	1.4841	6046	Dreams
مزحة	609	6.96	1.5113	2690	Prank
المرأة	610	6.96	1.3087	767	Women
الدين	611	6.96	1.5381	3177	Religion
متزوجة	612	6.96	1.5903	4284	Married
الفتاة	613	6.96	1.3547	387	Girl
اختي	614	6.96	1.2282	5964	My sister
الراحة	615	6.96	1.2282	2694	Comfort
الجديده	616	6.96	1.1773	8679	New
إنجاز	617	6.96	1.0683	9958	Completion
الطبيعة	618	6.96	1.2115	2918	Nature
مسرحية	619	6.94	1.3311	6536	Play
مذهلة	620	6.94	1.0184	4540	Amazing
متحمس	621	6.94	1.0768	6278	Excited
حياه	622	6.94	1.3911	6882	LIFE
صحيحا	623	6.94	1.1851	3775	True
أعجبك	624	6.94	1.0577	6308	Like
جدى	625	6.94	1.3463	7310	Grandfather
عطلة	626	6.94	1.6587	1814	Holiday
أرقص	627	6.94	1.3157	4762	Dance
ترقص	628	6.94	1.5039	4701	Dance
عزيز	629	6.94	1.2022	5948	Aziz
أخوك	630	6.94	1.2191	4797	Brother
تغني	631	6.94	1.2191	6540	Sings
حياة	632	6.94	1.2357	499	Life
والدته	633	6.94	1.7544	9101	His mother
مميزة	634	6.94	1.2521	5088	Featured
المحترم	635	6.94	1.3463	7184	Esquire
السيرك	636	6.94	1.4201	8137	Circus
النقود	637	6.94	1.3157	798	Money
الرياضة	638	6.94	1.3311	5007	Sports
لأبي	639	6.94	1.4765	9651	For dad
جديدا	640	6.94	1.1141	8396	New
عادلة	641	6.94	1.2191	7911	Fair
أمنية	642	6.94	1.3001	5479	Security
الملكة	643	6.94	1.4765	2060	Queen
أبن	644	6.92	1.5365	4141	Son
رياضية	645	6.92	1.1036	9027	Sports
like	646	6.92	1.3974	5754	like
الأغنية	647	6.92	1.0850	2613	Song
صح	648	6.92	1.2591	1369	True
أباك	649	6.92	1.6142	3718	APAC
التحية	650	6.92	1.0069	5777	Greeting
لنلعب	651	6.92	1.2095	9425	To play
اللعبة	652	6.92	1.1578	918	Game
طبيعية	653	6.92	1.3529	3351	Natural
زوجين	654	6.92	1.5497	8932	Couple
الرفيق	655	6.92	1.2911	6378	Comrade
النجوم	656	6.92	1.0660	2370	Stars
أبني	657	6.92	1.5097	6433	Abney
الجديدة	658	6.92	1.1400	833	New
نجمة	659	6.92	1.1220	5299	Star
بركة	660	6.92	1.3827	7601	Pond
الاموال	661	6.92	1.1925	6998	Money
بسهولة	662	6.90	1.1650	1833	Easily
إبنه	663	6.90	1.3590	8239	His son
نستمتع	664	6.90	1.2164	9058	Enjoy
نور	665	6.90	1.3439	9273	Noor
علاوة	666	6.90	1.3132	7748	Moreover
مشاعر	667	6.90	1.0926	4594	Feelings
حسنة	668	6.90	0.9742	8836	Good
رقص	669	6.90	1.6444	4183	Dance
للعب	670	6.90	1.2164	4965	To play
بالتوفيق	671	6.90	1.3286	8189	Success
أعجبني	672	6.90	0.9949	8833	Like
رياضة	673	6.90	1.2657	7868	Sports
شكر	674	6.90	1.1112	4627	Thanks
نجوم	675	6.90	1.2164	5573	Star
تلعب	676	6.90	0.9313	1320	Play
الحظ	677	6.90	1.2817	877	Luck
حكيم	678	6.88	1.1891	7794	Sage
حلمي	679	6.88	1.1364	8669	Helmi
آمل	680	6.88	1.1364	1291	I hope
اشكرك	681	6.88	1.0428	3339	Thank you
التقدير	682	6.88	1.1891	9095	Appreciation
سهلة	683	6.88	1.1542	3633	Easy
الهي	684	6.88	1.7916	675	God
للزواج	685	6.88	1.4377	7118	For marriage
الحرة	686	6.88	1.5471	8709	Free
يتحسن	687	6.88	1.0230	9944	Improves
الجد	688	6.88	1.5732	5458	Grandpa
العائلات	689	6.88	1.2061	8383	Families
المياه	690	6.88	1.4090	1459	Water
أتحب	691	6.88	1.1364	9513	Would you like
موافقة	692	6.88	1.2229	1360	Approval
رفيقي	693	6.88	1.1891	6322	Rafiki
بحر	694	6.88	1.3944	6449	Sea
أشكر	695	6.88	1.0230	7506	Thank
أبيك	696	6.88	1.7802	3462	APEC
بحرية	697	6.88	1.3192	5406	Free
بصحة	698	6.86	1.1608	7005	Health
مجانية	699	6.86	1.1954	6684	FREE
تتحسن	700	6.86	0.8332	5996	Improve
القوه	701	6.86	1.4429	9819	Strength
عصير	702	6.86	1.1954	3791	Juice
بلادنا	703	6.86	1.4144	9348	Our country
نلعب	704	6.86	1.1782	2632	Play
نقود	705	6.86	1.4848	2106	Money
لطف	706	6.86	0.9037	5138	Kindness
مستقبلك	707	6.86	1.3704	9771	Your Future
القدس	708	6.86	1.8518	7215	Jerusalem
العلم	709	6.86	1.2938	2865	Science
فطائر	710	6.86	1.1608	8801	Pies
إلهى	711	6.86	1.8184	1022	Divine
لامع	712	6.86	1.2618	8946	Glossy
لأمك	713	6.86	1.5909	9938	To your mother
الصباح	714	6.86	1.2618	458	Morning
جدي	715	6.86	1.4429	2083	Serious
حياتي	716	6.86	1.3554	361	My life
يعزف	717	6.84	1.1132	9192	Plays
الفتاه	718	6.84	1.4194	2618	Girl
أغاني	719	6.84	1.0947	9721	Songs
الجيدة	720	6.84	1.0568	2064	Good
فتاتك	721	6.84	1.3456	7272	Your girl
آنستي	722	6.84	1.0947	9196	Anstey
القمة	723	6.84	1.4758	4589	Summit
القوية	724	6.84	1.2835	8063	Strong
مستقبل	725	6.84	1.1132	4065	Future
التطور	726	6.84	1.2675	9186	Development
طيبا	727	6.84	1.1493	8084	Good
شباب	728	6.84	1.6081	701	Youth
زوج	729	6.84	1.4758	1539	Couple
حظ	730	6.84	1.1669	1789	Luck
ابنته	731	6.84	1.2349	7613	Daughter
منزلى	732	6.84	1.5032	5388	Home
أمل	733	6.84	1.3303	1844	Hope
شقراء	734	6.84	1.1493	9543	Blonde
حرة	735	6.84	1.1843	5738	Free
المرأه	736	6.84	1.3456	5784	Women
إبنة	737	6.84	1.6581	5886	Daughter
الرحلة	738	6.82	1.2567	1731	Flight
رفاق	739	6.82	1.1899	501	Guys
حظك	740	6.82	1.2237	5970	Luck
إله	741	6.82	1.9133	4104	God
أحلامي	742	6.82	1.1551	7462	My dreams
إلهي	743	6.82	1.8919	171	God
الماء	744	6.82	1.4384	487	Water
الأبيض	745	6.82	1.4097	1619	White
النساء	746	6.82	1.3200	674	Women
التعاون	747	6.82	1.1008	9420	Cooperation
يؤمن	748	6.82	1.3045	6247	Believes
ثمين	749	6.82	1.2887	8883	Precious
سليمة	750	6.82	0.9190	8017	Sound
قلبك	751	6.82	1.0631	1891	Your heart
الأفلام	752	6.82	1.5477	2176	Movies
مرحبآ	753	6.82	1.1899	7756	Hello
بيتي	754	6.82	1.4525	1589	Betty
تشرفت	755	6.82	1.0631	6666	I had the honor
بسلام	756	6.80	1.2454	4182	Safely
كسب	757	6.80	1.1249	8130	Earn
كمبيوتر	758	6.80	1.3553	7959	PC
الجلالة	759	6.80	1.5119	6844	Majesty
اؤمن	760	6.80	1.3702	9794	Belief
ابيض	761	6.80	1.2617	9161	White
الاولاد	762	6.80	1.4142	4884	Boys
الصبر	763	6.80	1.5386	7063	Patience
للحياة	764	6.80	1.2617	3987	Of life
زوجته	765	6.80	1.3248	1649	His wife
أنقذت	766	6.80	1.1066	4184	Saved
يهتم	767	6.80	1.1606	1482	Cares
أحترم	768	6.80	1.1780	9178	I respect
الشجرة	769	6.80	1.1606	2859	Tree
أمين	770	6.80	1.2122	6719	Secretary
المفضل	771	6.80	1.1780	1606	Homepage
روحي	772	6.80	1.3401	4574	Spiritual
الفن	773	6.80	1.2289	4416	Art
علماء	774	6.80	1.1429	8104	Scholars
للوطن	775	6.80	1.3553	4154	Home
الرفاق	776	6.80	1.2936	3197	Comrades
التفاح	777	6.80	1.1606	6490	Apple
قلب	778	6.80	1.1066	1486	Heart
للراحة	779	6.80	1.3997	9974	To rest
التكنولوجيا	780	6.80	1.5779	7983	Technology
الإعتناء	781	6.80	1.0498	9828	Take care
طيران	782	6.80	1.1780	6573	Flight
النباتات	783	6.80	1.1780	7773	Plants
يثق	784	6.80	1.3401	7599	Trusts
المشاعر	785	6.78	1.3445	5066	Feelings
الرعاية	786	6.78	1.2171	7461	Care
العطلة	787	6.78	1.6449	5921	Holiday
فتيات	788	6.78	1.1830	1542	Girls
الحق	789	6.78	1.3596	1269	Right
ماهر	790	6.78	1.2171	7116	Maher
فستان	791	6.78	1.2824	6843	Dress
الصغار	792	6.78	1.2824	2550	Young
كعك	793	6.78	1.2171	7311	Cakes
بريئة	794	6.78	1.2664	9117	Innocent
المفاجأة	795	6.78	1.5022	9208	Surprise
ألطف	796	6.78	1.1301	9755	Nicer
حلم	797	6.78	1.0160	1701	Dream
حسن	798	6.78	1.1657	1185	Hassan
الأغاني	799	6.78	1.4469	7020	Lyrics
بتحسن	800	6.78	0.9750	3410	Improvement
المقدس	801	6.78	1.2824	3906	Bible
ياصديقي	802	6.78	1.3596	5466	My friend
تؤمن	803	6.78	1.2664	3236	Believes
بخير	804	6.78	1.2501	75	Okay
رحلة	805	6.78	1.3445	1119	Trip
تحسن	806	6.78	1.0359	8560	Improvement
بصدق	807	6.78	1.3293	4554	Honestly
الوطنية	808	6.76	1.3334	7335	National
طبيعة	809	6.76	1.3180	4461	Nature
بيت	810	6.76	1.3334	616	House
فنان	811	6.76	1.5328	6483	Artist
الشريف	812	6.76	1.0412	4121	Sharif
صدق	813	6.76	1.1528	6224	Believe
الفارس	814	6.76	1.3486	6652	Knight
شقتي	815	6.76	1.2707	6440	My apartment
القوة	816	6.76	1.2867	1171	Power
سباحة	817	6.76	1.1704	9331	Pool
تمازحني	818	6.76	1.4647	9550	تمازحني
شريف	819	6.76	1.3024	5277	Sharif
المسرحية	820	6.76	1.2048	8237	Performing
اهلا	821	6.76	1.1528	1158	Welcome
يعجبني	822	6.76	1.3786	2281	I like
أملك	823	6.76	1.2707	1541	I have
أؤمن	824	6.76	1.2545	2742	I believe
شرف	825	6.76	1.2707	2860	Honor
جلالة	826	6.76	1.2707	9227	HM
فتاتي	827	6.76	1.3180	4133	My girl
يغني	828	6.76	1.6107	9537	Sing
البيت	829	6.76	1.2545	362	House
للرقص	830	6.76	1.3786	6608	Dance
الأمطار	831	6.76	1.5059	9862	Rain
نجم	832	6.76	1.1350	3116	Star
أروع	833	6.76	1.3786	6518	Finest
البسكويت	834	6.76	1.0984	8460	Biscuits
سهلا	835	6.74	1.2423	6431	Easy
عائلته	836	6.74	1.3674	4352	Family
قوية	837	6.74	1.1747	1470	Strong
هادئة	838	6.74	1.0654	3557	Quiet
أهل	839	6.74	1.4259	6785	People
قوى	840	6.74	1.1395	3057	Forces
سهل	841	6.74	1.0063	1480	Easy
سكر	842	6.74	1.3674	5086	Sugar
التاج	843	6.74	1.2090	6713	Crown
الوردي	844	6.74	1.0264	9400	Pink
ابنة	845	6.74	1.2090	3107	Daughter
موافق	846	6.74	1.2747	1702	OK
والده	847	6.74	1.4259	3010	His father
مفيد	848	6.74	1.1031	4593	Useful
المستقبل	849	6.74	1.2586	1375	Future
تمزحين	850	6.74	1.2090	4016	Kidding
قوة	851	6.74	1.1031	1126	Force
أفلام	852	6.74	1.2586	4123	Films
فريدة	853	6.74	1.2586	9913	Unique
بيتزا	854	6.74	1.3063	5312	Pizza
رياضي	855	6.72	1.2296	9687	Athletic
الأسطورة	856	6.72	1.3254	9824	Myth
مشهور	857	6.72	1.2129	4499	Celebrity
البساطة	858	6.72	1.1256	5740	Simplicity
أعز	859	6.72	1.1959	7047	Dearest
الشباب	860	6.72	1.2784	1564	Youth
ساره	861	6.72	1.4574	1869	Sarah
ابنه	862	6.72	1.4003	5909	Son
مغامرة	863	6.72	1.3856	8772	Adventure
الطيران	864	6.72	1.2784	2061	Aviation
جدتك	865	6.72	1.8075	6164	Grandmother
السيدات	866	6.72	1.3407	1279	Ladies
ضوء	867	6.72	1.0110	1926	Light
أشجار	868	6.72	1.1613	9764	Trees
التعليم	869	6.72	1.2461	6803	Education
السرير	870	6.72	1.3407	1370	Bed
بالحياة	871	6.72	1.2296	5837	Life
أحلم	872	6.72	1.4291	4085	I dream
عالمي	873	6.72	1.3099	5776	Global
صواب	874	6.72	1.1436	3637	Right
عزيزي	875	6.72	1.1256	407	Only
الرقص	876	6.72	1.5524	1142	Dance
العفو	877	6.72	1.1436	5187	Amnesty
مشاعري	878	6.72	1.0887	7851	My feelings
استرخي	879	6.72	1.1787	7443	Relax
أثق	880	6.72	1.0698	2001	I trust
صديقته	881	6.72	1.2943	6837	Girlfriend
الحقيقية	882	6.72	1.3856	2012	Real
يحلو	883	6.72	1.1613	8100	She likes
خضراء	884	6.72	1.1613	8246	Green
القلب	885	6.72	1.3099	1553	Heart
تمطر	886	6.72	1.4988	4980	Rain
مياه	887	6.72	1.4148	4320	Water
حقيقي	888	6.70	1.0738	657	Real
حلمك	889	6.70	1.0546	8978	Dream
الجدة	890	6.70	1.6444	6023	Grandma
أمنا	891	6.70	1.3740	9028	Mother
ياعزيزتي	892	6.70	1.1650	6374	Aaazizata
منزلنا	893	6.70	1.4321	4636	Our house
النهر	894	6.70	1.1650	1491	River
ماء	895	6.70	1.2495	1630	Water
الصحيحة	896	6.70	1.0738	3876	Correct
سلامة	897	6.70	1.3286	9439	Safety
أخت	898	6.70	1.3590	4314	Sister
الصواب	899	6.70	1.1294	3437	Right
لعبه	900	6.70	1.0738	7803	Game
أبتاه	901	6.70	1.4880	8275	Father
السهولة	902	6.70	0.9742	5598	Ease
الجيد	903	6.68	1.2027	802	Good
سيدات	904	6.68	1.2526	4729	Women
ترتاح	905	6.68	1.1147	8272	Rest
تحية	906	6.68	1.0962	9271	Greeting
واثقة	907	6.68	1.1328	3018	Confident
ابن	908	6.68	1.3915	717	Son
المعرفة	909	6.68	1.1856	4746	Knowledge
الكعك	910	6.68	1.2196	3970	Cakes
قلبها	911	6.68	1.2526	6654	Her heart
بلطف	912	6.68	1.2362	4455	Gently
الأضواء	913	6.68	0.9570	4472	Lights
الغذاء	914	6.68	1.0962	2968	Food
الرحب	915	6.68	0.9134	2277	Welcome
فطيرة	916	6.68	1.0962	4287	Pie
فتاه	917	6.68	1.2526	2397	Ph
القوى	918	6.68	1.1856	6148	Forces
السهل	919	6.68	1.0388	2431	Easy
طعام	920	6.68	1.2196	1398	Food
انقذت	921	6.68	1.4061	9514	Rescued
التسوق	922	6.68	1.5043	7747	Shopping
الأنوار	923	6.66	1.1537	6055	Lights
المثيرة	924	6.66	1.6364	6014	Erotic
انقاذ	925	6.66	1.1713	6250	Save
الذكريات	926	6.66	1.5201	5433	Memories
مال	927	6.66	1.1713	1262	Money
رفيق	928	6.66	0.9172	2346	Rafiq
تقدير	929	6.66	1.3032	5188	Estimate
مثيرة	930	6.66	1.5986	1501	Exciting
التقدم	931	6.66	1.0994	4718	Progress
البيضاء	932	6.66	1.4086	3085	White
المشاركة	933	6.66	1.1537	8505	Post
الحيوية	934	6.66	1.1713	7018	Vital
دولارا	935	6.66	1.2224	9030	Dollars
أحلام	936	6.66	1.0022	4707	Dreams
مقدس	937	6.66	1.5858	9840	Sacred
الرياضية	938	6.66	1.1537	5019	Sports
حظا	939	6.66	1.3188	4585	Good
أمن	940	6.66	1.9442	2610	Security
استراحة	941	6.66	1.1178	5750	Break
إستراحة	942	6.66	1.0422	5435	Break
الافلام	943	6.66	1.1359	7081	Movies
أختاه	944	6.66	1.4792	9122	Sisters
هادئين	945	6.66	1.2715	9339	Cool
برحلة	946	6.66	1.3188	9085	Trip
أحسن	947	6.66	1.3342	2786	Best
المنزل	948	6.66	1.2554	241	Home
تاج	949	6.66	1.3342	8501	Crown
الساحل	950	6.66	1.3342	5097	Coast
ذكريات	951	6.66	1.3793	6553	Memories
بساطة	952	6.66	1.2390	8853	Simplicity
لعبت	953	6.66	1.1537	5654	Played
الصحيح	954	6.64	1.4251	1242	Right
النوم	955	6.64	1.1739	614	Sleeping
أمرأة	956	6.64	1.1021	7754	Sister
اساعدك	957	6.64	1.0645	4399	I help you
لعيد	958	6.64	1.5487	7246	Holiday
خارق	959	6.64	1.4950	7926	Supernatural
يولد	960	6.64	1.1021	8473	Generates
زوجى	961	6.64	1.5354	5537	Doubles
الإهتمام	962	6.64	1.1739	7072	Interest
زعيم	963	6.64	1.5221	2482	Leader
بهدوء	964	6.64	1.1205	2358	Quietly
تحياتى	965	6.64	1.1205	8354	Greetings
حليب	966	6.64	1.2898	6957	Milk
نبيل	967	6.64	1.2739	7642	Nabil
تعزف	968	6.64	1.0835	6352	Play
الملعب	969	6.64	1.1739	3715	Pitch
الفستان	970	6.64	1.3516	5472	Dress
صباحا	971	6.64	1.1205	2414	Am
إصلاح	972	6.64	1.4675	6382	Reform
اقوى	973	6.64	1.1205	9432	Stronger
ينجو	974	6.64	1.1021	9530	Wingo
المشهور	975	6.64	1.1205	9214	Famous
الكريسماس	976	6.64	1.9034	5928	Christmas
جيدون	977	6.64	1.2578	5154	Good
سيارتى	978	6.64	1.2249	6030	My car
أطير	979	6.64	1.2898	9386	Ater
قوي	980	6.64	1.0451	1551	Strong
المطعم	981	6.64	1.2739	2669	Restaurant
بيتك	982	6.64	1.4813	3135	Home
الخضراء	983	6.64	1.2898	5174	Green
صحيح	984	6.64	1.0053	95	True
حى	985	6.62	1.3686	6149	District
فرصة	986	6.62	1.0859	468	Opportunity
موفق	987	6.62	1.1045	9577	Conciliator
القوي	988	6.62	0.9666	5594	Strong
سليم	989	6.62	1.2436	4403	Salim
الفرصة	990	6.62	1.0669	1107	Opportunity
إتفقنا	991	6.62	1.1229	2301	We agreed
مليون	992	6.62	1.5238	679	Million
السمك	993	6.62	1.1933	2163	Fish
المقدسة	994	6.62	1.4126	5383	Holy
الضوء	995	6.62	1.3076	1305	Light
أزياء	996	6.62	1.1586	9148	Fashion
الفرسان	997	6.62	1.1409	7324	Knights
حصان	998	6.62	1.3076	3448	Horse
الفطائر	999	6.62	1.3686	6793	Pancakes
بطولة	1000	6.62	1.1761	4957	Championship
فن	1001	6.62	1.1229	6582	Art
ببساطة	1002	6.62	1.2271	1718	Simply
الامن	1003	6.62	1.6149	7377	Security
بنت	1004	6.62	1.1761	1327	Girl
اولاد	1005	6.62	1.2599	5509	Awlad
نهر	1006	6.62	1.3076	3677	River
منزلي	1007	6.62	1.1586	1469	Home
العصير	1008	6.62	1.2599	8827	Juice
الحليب	1009	6.60	1.1249	4192	Milk
صباح	1010	6.60	1.2122	385	Morning
افضل	1011	6.60	0.9897	552	Best
الطبيعية	1012	6.60	1.3702	4856	Natural
نشاط	1013	6.60	1.1606	7986	Activity
حق	1014	6.60	1.4708	590	Right
نتمنى	1015	6.60	1.0690	5373	We wish
الأولى	1016	6.60	1.4846	456	First
جيدين	1017	6.60	1.3702	5238	Good
رقصة	1018	6.60	1.4569	5114	Dance
البحار	1019	6.60	1.3401	5717	Seas
دكتورة	1020	6.60	1.3093	4855	Doctor
التجميل	1021	6.60	1.4142	9961	Cosmetics
الأول	1022	6.60	1.5119	500	First
تحيات	1023	6.60	1.2122	4842	Greetings
استطعت	1024	6.60	1.1066	2506	I was able to
امن	1025	6.60	1.5119	6918	Security
هدف	1026	6.60	1.2122	2341	Goal
تمام	1027	6.60	1.4428	2442	Tamam
فخامتك	1028	6.60	1.1780	3854	Your Majesty
أعظم	1029	6.60	1.2778	2393	Greatest
البنت	1030	6.60	1.2454	2137	GIRL
الكتاب	1031	6.60	1.1952	875	The book
أسطورة	1032	6.60	1.1429	6095	Legend
العالمية	1033	6.60	1.3093	3460	World
الملك	1034	6.60	1.5386	733	King
تتمنى	1035	6.60	0.9035	5291	Wish
الكاملة	1036	6.58	1.3107	4005	Full
قلبه	1037	6.58	1.1622	3507	His heart
شجرة	1038	6.58	1.2137	2627	Tree
مثير	1039	6.58	1.4299	857	Sexy
طاقة	1040	6.58	1.2137	4398	Energy
أسهل	1041	6.58	1.0515	3514	Easier
اتمنى	1042	6.58	1.0708	1267	I hope
الخبرة	1043	6.58	1.2469	7934	Experience
امرأة	1044	6.58	1.2137	923	Woman
سحري	1045	6.58	1.5265	9201	Magical
فرصه	1046	6.58	1.0319	4132	Chances
الكمبيوتر	1047	6.58	1.5530	3674	PC
الاهتمام	1048	6.58	1.2792	6147	Interests
يفلح	1049	6.58	1.0708	6615	Succeed
بحيرة	1050	6.58	1.3566	5283	Lake
مسرح	1051	6.58	1.4581	3610	Theater
تحسين	1052	6.58	1.0708	8416	Improve
باريس	1053	6.58	1.6914	1289	Paris
تحياتي	1054	6.58	0.9916	4925	Regards
رسم	1055	6.58	1.1445	6377	Drawing
عيناك	1056	6.58	1.2469	5367	Eyes
مجيد	1057	6.58	1.2469	8376	Majeed
بنات	1058	6.58	1.4441	2933	Girls
الاعتناء	1059	6.56	0.9723	9723	Take care
سارة	1060	6.56	1.3726	1194	Sarah
الخيول	1061	6.56	1.2803	4427	Horses
بيضاء	1062	6.56	1.2643	3938	White
أمه	1063	6.56	1.8088	3909	His mother
بأفضل	1064	6.56	0.9930	5875	The best
واثق	1065	6.56	1.0333	1698	Confident
سوبرمان	1066	6.56	1.5005	5724	Superman
النهار	1067	6.56	0.9930	2071	Day
بيتنا	1068	6.56	1.4309	6716	Our Home
حياتك	1069	6.56	1.2316	518	Your Life
أمير	1070	6.56	1.1278	4544	Amir
نبات	1071	6.56	1.2149	9784	Plant
الأمير	1072	6.56	1.5274	1949	Prince
يرقص	1073	6.56	1.2480	8543	Dancing
الكامل	1074	6.56	1.1634	4036	Full
سريري	1075	6.56	1.0721	8385	Clinical
عيوني	1076	6.56	1.1457	9844	Eyes
الحصان	1077	6.56	1.2803	2811	Horse
نصيحة	1078	6.56	0.8369	4571	Advice
العذراء	1079	6.56	1.4730	8343	Virgin
تحلم	1080	6.56	1.2149	5770	Dream
دافئة	1081	6.56	0.9930	9395	Warm
شابة	1082	6.56	1.1457	5111	Young
قادرة	1083	6.56	0.9510	3280	Able
الجرأة	1084	6.56	1.1457	9972	Boldness
أقوى	1085	6.56	1.1095	1910	Stronger
الأبرياء	1086	6.56	1.4591	8005	Innocent
طيور	1087	6.54	1.1643	7945	Birds
التقنية	1088	6.54	1.2811	7722	Technical
جده	1089	6.54	1.6807	7410	Grandfather
حظي	1090	6.54	1.1988	8151	Received
طيار	1091	6.54	1.3584	8149	Pilot
هادئ	1092	6.54	1.2157	3323	Quiet
قصة	1093	6.54	1.1988	682	Story
النشاط	1094	6.54	1.1287	9457	Activity
ناضج	1095	6.54	0.8855	8700	Mature
النادي	1096	6.54	1.1817	3408	Club
السماء	1097	6.54	1.4737	853	Heaven
أخضر	1098	6.54	1.1466	6087	Green
حبه	1099	6.54	1.2324	9798	Love
ميلادك	1100	6.54	1.1466	5578	Birthday
إكتشاف	1101	6.54	1.3433	9108	Discovery
القراءة	1102	6.54	1.1643	3878	Reading
مزرعة	1103	6.54	1.2157	3795	Farm
سيداتى	1104	6.54	1.1988	6057	Ladies
الأصلية	1105	6.54	1.3433	8884	Originally
دعم	1106	6.54	1.2157	5768	Support
الطائرة	1107	6.54	1.1988	948	Plane
حماية	1108	6.54	1.1643	2160	Protection
اثق	1109	6.54	1.1817	7686	Confident
العربية	1110	6.54	1.3584	8233	Arabic
السفر	1111	6.52	1.3438	2409	Travel
الشقراء	1112	6.52	1.2329	9945	Blonde
حياتى	1113	6.52	1.2974	1311	Hayati
سيارتي	1114	6.52	1.0736	1775	My car
البيانو	1115	6.52	1.4320	5424	Piano
فارس	1116	6.52	1.0925	6392	Fares
فيلم	1117	6.52	1.2162	1135	Film
الإمرأة	1118	6.52	1.4177	7759	Woman
واضحة	1119	6.52	1.1292	3602	Clear
الضيوف	1120	6.52	1.0150	6143	Guests
قمة	1121	6.52	1.2974	3318	Summit
القصر	1122	6.52	1.5418	3516	Palace
مناسبة	1123	6.52	1.0925	3081	Suitable
شقتك	1124	6.52	1.2329	9138	Apartment
الخيال	1125	6.52	1.4462	7077	Fiction
هائل	1126	6.52	1.1648	6259	Massive
فتاة	1127	6.52	1.3130	338	Girl
فائدة	1128	6.52	1.1822	2190	Interest
مستقرة	1129	6.52	1.0544	9460	Stable
الكأس	1130	6.52	1.4032	4542	Cup
نستطيع	1131	6.52	0.9947	369	We can
الخاتم	1132	6.52	1.0150	2461	Ring
للتسوق	1133	6.52	1.3438	8371	Shopping
عمتي	1134	6.52	1.2656	5353	My aunt
نادى	1135	6.52	1.2656	9312	Club
الرسم	1136	6.52	1.1993	6353	Drawing
فرص	1137	6.52	1.1993	9052	Opportunities
احسن	1138	6.52	1.4032	7853	Best
الأخضر	1139	6.52	1.1822	3836	Green
عظمة	1140	6.50	1.4178	8632	Greatness
الابيض	1141	6.50	1.3590	6798	White
اهتمام	1142	6.50	1.1650	8074	Interesting
توافق	1143	6.50	1.0351	5682	Compatibility
استطيع	1144	6.50	0.9530	282	I
