word	rank	happs	stddev	twitter_rank	gbooks_rank	nyt_rank	lyrics_rank
correct	569	7.02	1.4913	2937	1486	3134	4564
dad	570	7.02	2.1236	672	--	4297	1429
daddy	571	7.02	1.7201	1767	--	--	573
dollar	572	7.02	1.5185	1162	4001	1281	1229
easily	573	7.02	1.6349	2438	948	2270	2155
fans	574	7.02	1.2534	709	--	1794	2906
goal	575	7.02	1.2204	1726	1964	1139	3122
hawaii	576	7.02	1.6841	2994	--	--	--
honestly	577	7.02	1.5713	2091	--	--	4321
inspiration	578	7.02	1.4497	2692	4622	3379	3205
olympics	579	7.02	1.3476	2500	--	2083	--
saints	580	7.02	1.7201	1700	4749	--	3778
sleeping	581	7.02	1.6720	958	4686	--	1023
wisdom	582	7.02	1.5583	3025	2168	2824	2050
believed	583	7.00	1.2778	--	1256	1462	1884
better	584	7.00	1.2778	142	306	359	147
color	585	7.00	1.3702	789	1315	2204	1347
colors	586	7.00	1.7496	3047	4062	4050	1744
dad's	587	7.00	1.3851	--	--	--	--
determination	588	7.00	1.4142	--	2086	--	--
discovered	589	7.00	1.2454	2262	1604	2593	--
gentlemen	590	7.00	1.4289	--	3472	--	3049
girl	591	7.00	1.1606	127	1130	1923	101
harmony	592	7.00	1.4434	--	3714	--	2685
hello	593	7.00	1.5119	681	--	--	798
hopes	594	7.00	1.5518	2723	3248	1829	1909
noble	595	7.00	1.6036	--	2375	--	--
praised	596	7.00	1.3851	--	--	4285	--
reliable	597	7.00	1.4846	--	4231	--	--
trip	598	7.00	1.5518	677	3013	1596	1043
agreed	599	6.98	1.3013	2440	1512	735	--
approval	600	6.98	1.2036	--	3524	1835	--
brothers	601	6.98	1.4497	1493	2410	716	1115
concerts	602	6.98	1.5451	--	--	3270	--
cooperation	603	6.98	1.3775	--	2824	3280	--
encouraged	604	6.98	1.2370	--	3073	4055	--
giving	605	6.98	1.1516	640	973	1214	761
goals	606	6.98	1.2036	3003	2284	1866	--
ideal	607	6.98	1.7082	--	1761	4874	--
intellectual	608	6.98	1.2856	--	1652	4126	--
invitation	609	6.98	1.3323	--	--	--	4781
marry	610	6.98	1.8680	2964	3751	--	2527
musician	611	6.98	1.2370	--	--	4916	--
outdoors	612	6.98	1.6962	--	--	4411	--
photography	613	6.98	1.4913	2754	--	1677	--
plenty	614	6.98	1.2204	2473	4041	3305	1836
rome	615	6.98	1.4213	--	1612	3750	4446
trees	616	6.98	1.5971	2580	1296	2743	937
trips	617	6.98	1.3169	--	--	3985	4319
unique	618	6.98	1.4356	2825	2278	3782	--
wildlife	619	6.98	1.6841	--	--	4215	--
lullaby	620	6.98	1.9310	--	--	--	3215
thrills	621	6.98	1.3306	--	--	--	4535
abroad	622	6.96	1.2282	--	2864	2404	--
bath	623	6.96	1.2610	1219	4096	--	3628
benefit	624	6.96	1.3087	3195	1541	1039	--
birds	625	6.96	1.4280	2872	2277	4442	1268
dads	626	6.96	1.4702	4402	--	--	--
elegant	627	6.96	1.9268	--	--	4481	--
eternally	628	6.96	1.7138	--	--	--	3459
fair	629	6.96	1.2610	1229	1348	1274	1165
fancy	630	6.96	1.3696	2643	4192	--	2349
great-grandfather	631	6.96	1.7257	--	--	--	--
imagination	632	6.96	1.3547	--	2389	4945	2388
improving	633	6.96	0.8797	--	4723	4506	--
mountains	634	6.96	1.1945	4720	1960	--	1563
ocean	635	6.96	1.7138	1989	2566	2765	905
pancakes	636	6.96	1.2115	1973	--	--	--
photograph	637	6.96	1.5644	--	--	3626	3718
praying	638	6.96	1.7492	2135	--	--	2023
present	639	6.96	1.2771	955	191	1099	2700
reunion	640	6.96	1.6283	2556	--	--	--
safely	641	6.96	1.4563	4647	--	--	--
saving	642	6.96	1.2610	2376	3825	4611	2619
singing	643	6.96	1.7019	1042	3689	3079	731
songs	644	6.96	1.8731	751	3261	1519	863
sunny	645	6.96	2.0894	1596	--	--	1851
terrific	646	6.96	2.0796	--	--	--	--
theater	647	6.96	1.5513	2581	4729	246	--
vanilla	648	6.96	1.3395	3969	--	--	--
adore	649	6.96	1.8592	--	--	--	1846
gentleman	650	6.96	1.7254	--	2801	--	--
autumn	651	6.94	1.5039	4537	4471	--	2850
cinema	652	6.94	1.5960	3728	--	--	--
college	653	6.94	1.4201	853	684	158	3431
concert	654	6.94	1.2022	1118	--	1271	--
correctly	655	6.94	1.3311	--	4820	--	--
cozy	656	6.94	1.4626	4734	--	--	--
dear	657	6.94	1.5440	596	1454	579	651
earning	658	6.94	1.5308	--	--	4951	--
earns	659	6.94	1.0956	--	--	1905	--
gardening	660	6.94	1.2683	--	--	3624	--
girls	661	6.94	1.4626	419	1472	2378	389
massage	662	6.94	1.6587	3123	--	--	--
outdoor	663	6.94	1.2357	--	--	4278	--
photos	664	6.94	1.1678	954	--	--	--
piano	665	6.94	1.2683	2941	--	2197	3141
sea	666	6.94	1.2843	1653	588	1777	502
trusted	667	6.94	1.5331	--	--	--	4093
albums	668	6.92	1.3223	4149	--	--	--
dignity	669	6.92	1.1753	--	3521	4347	4779
favored	670	6.92	1.3529	--	--	4467	--
fitness	671	6.92	1.7478	2647	--	--	--
game	672	6.92	1.6015	115	1514	306	292
healing	673	6.92	1.3974	4556	4569	--	2739
learned	674	6.92	1.5232	1655	1146	1643	897
learning	675	6.92	1.3529	1377	799	2445	2185
prayers	676	6.92	1.8499	2358	4624	--	2465
promote	677	6.92	1.0660	3366	3231	3390	--
secure	678	6.92	1.2911	3497	2019	4137	--
spa	679	6.92	1.4824	4286	--	--	--
unity	680	6.92	1.7478	--	2042	--	4957
wish	681	6.92	1.4961	141	1092	1880	293
youtube	682	6.92	1.5097	522	--	--	--
favour	683	6.92	1.5253	--	2681	--	--
clean	684	6.90	1.8979	805	2441	2184	845
dynamic	685	6.90	1.3132	--	2947	--	--
encourage	686	6.90	1.6812	--	3447	3025	--
infant	687	6.90	1.7642	--	3222	--	--
jewelry	688	6.90	1.5017	3454	--	4747	--
necklace	689	6.90	1.1650	4445	--	--	--
paintings	690	6.90	1.5940	--	--	2068	--
stability	691	6.90	1.4880	--	2772	--	--
voyage	692	6.90	1.3286	--	4256	--	--
worthy	693	6.90	1.6812	--	2857	--	3664
fulfill	694	6.90	1.3423	--	--	--	4721
eternity	695	6.90	1.9596	--	--	--	1755
accuracy	696	6.88	1.1718	--	3405	--	--
bookstores	697	6.88	1.4518	--	--	2180	--
breeze	698	6.88	1.3346	4464	--	--	1360
bunny	699	6.88	1.7916	2416	--	--	--
cheese	700	6.88	1.4377	1088	--	4972	2119
comics	701	6.88	1.3498	4821	--	--	--
donated	702	6.88	1.2395	4633	--	--	--
easter	703	6.88	1.6980	1683	--	--	--
education	704	6.88	1.6117	1210	337	466	4501
email	705	6.88	1.3192	714	--	--	--
farmer	706	6.88	1.6243	--	4030	--	--
female	707	6.88	1.2720	1839	1250	2781	3266
flavor	708	6.88	1.2229	--	--	--	3203
friday	709	6.88	1.6860	371	--	190	1719
moms	710	6.88	1.7687	2055	--	--	3111
photo	711	6.88	1.3944	840	--	4597	--
pillow	712	6.88	1.2229	2716	--	--	2252
pure	713	6.88	1.3498	2275	1475	4895	1279
saved	714	6.88	1.5070	2291	3041	4157	1418
shakespeare	715	6.88	1.7802	--	4262	--	--
survived	716	6.88	1.4797	4911	--	143	4680
taste	717	6.88	1.2720	861	2256	2916	667
valued	718	6.88	1.1183	--	--	4287	--
vitamin	719	6.88	1.3797	--	4891	--	--
infants	720	6.88	1.6283	--	4162	--	--
silk	721	6.88	1.4525	--	4432	--	4317
dreamed	722	6.87	1.3922	--	--	--	1620
#music	723	6.86	1.8953	--	--	--	--
acceptance	724	6.86	1.2779	--	2923	--	--
banana	725	6.86	1.2938	3130	--	--	4566
breakfast	726	6.86	1.1430	733	4293	4367	3142
cooperative	727	6.86	1.3999	--	4780	--	--
dancer	728	6.86	1.5388	4387	--	4444	3004
grace	729	6.86	1.5254	2936	1919	1851	1074
greatly	730	6.86	1.3403	--	1686	2066	--
guarantee	731	6.86	1.3095	--	4700	3940	3412
improved	732	6.86	1.3554	--	2318	2878	--
improvement	733	6.86	1.2618	--	2027	3541	--
independent	734	6.86	1.8071	4258	980	1166	4531
liking	735	6.86	0.8809	3424	--	--	--
paris	736	6.86	1.6661	1997	956	1363	2895
pasta	737	6.86	1.4144	2052	--	--	--
photographs	738	6.86	1.4984	--	--	2105	--
recipes	739	6.86	1.3095	3829	--	--	--
relationships	740	6.86	1.1250	3725	1502	4448	--
relief	741	6.86	1.6037	2319	1868	2091	3699
sailing	742	6.86	1.4848	--	--	--	2582
science	743	6.86	1.5780	1561	522	685	3530
seas	744	6.86	1.6289	--	--	--	2081
toast	745	6.86	1.4144	2957	--	--	2473
truly	746	6.86	0.9691	1491	2145	2289	1649
platinum	747	6.86	1.8484	--	--	--	2218
superstar	748	6.86	1.9685	--	--	--	3214
understands	749	6.86	1.2076	--	--	--	3366
accurately	750	6.84	1.4619	--	4841	--	--
advantage	751	6.84	1.2835	2377	1295	2190	4780
belonging	752	6.84	1.2993	--	3321	--	--
buddy	753	6.84	1.0568	1962	--	--	2552
childhood	754	6.84	1.8556	4236	2817	3976	3773
daylight	755	6.84	1.4049	4943	--	--	2255
discover	756	6.84	1.4049	3053	3090	--	2848
forgiveness	757	6.84	1.9832	--	--	--	3041
great-grandmother	758	6.84	1.8223	--	--	--	--
hopefully	759	6.84	1.5167	804	--	--	--
horses	760	6.84	1.4758	--	2103	4975	2658
interested	761	6.84	1.0947	1440	1645	1840	--
kid	762	6.84	1.4758	732	--	4164	693
live	763	6.84	1.5167	187	653	533	155
lol	764	6.84	1.7884	42	--	--	--
movie	765	6.84	1.9832	158	--	1082	1452
popularity	766	6.84	1.5696	--	--	4766	--
solution	767	6.84	1.3756	3088	722	2492	3291
swim	768	6.84	1.2993	3319	--	--	1791
toy	769	6.84	2.0340	1318	--	--	2483
understanding	770	6.84	1.1669	3988	786	2599	2679
universe	771	6.84	1.2835	2870	2597	--	2080
woman	772	6.84	1.6458	454	473	575	359
woohoo	773	6.84	2.0440	2788	--	--	--
rivers	774	6.84	1.5322	--	3306	--	2537
sail	775	6.84	1.5592	--	--	--	1368
cared	776	6.83	1.2738	--	--	--	2229
active	777	6.82	1.7692	3815	941	1504	--
artists	778	6.82	1.4241	2763	3507	1356	--
babe	779	6.82	1.2728	1582	--	--	561
believes	780	6.82	1.1899	--	4318	2859	3615
born	781	6.82	1.6499	1613	785	656	474
champagne	782	6.82	1.7460	4435	--	--	2724
compassion	783	6.82	1.9026	--	--	4599	--
completed	784	6.82	1.3656	3342	1978	1375	--
create	785	6.82	1.1008	1332	1286	1196	2644
dedicated	786	6.82	1.3200	4526	4531	2178	3955
experienced	787	6.82	1.1726	--	2057	3829	--
fathers	788	6.82	1.8260	--	3332	--	4230
first	789	6.82	1.4803	133	73	74	256
gains	790	6.82	1.4803	--	4440	1244	--
heal	791	6.82	1.4525	3950	--	--	1480
new	792	6.82	1.1373	41	66	25	168
significant	793	6.82	1.0821	--	789	1606	--
singer	794	6.82	1.4525	2728	--	1627	3172
surprisingly	795	6.82	1.3200	4564	--	--	--
young	796	6.82	1.2403	464	280	371	350
mansion	797	6.82	1.6288	--	--	--	4390
prevail	798	6.82	1.7281	--	--	--	4979
qualified	799	6.81	1.5664	--	4372	--	--
air	800	6.80	1.6537	378	395	555	458
amazon	801	6.80	1.5386	1934	--	--	--
animal	802	6.80	1.8516	1982	1281	3132	2133
bedroom	803	6.80	1.4428	2680	--	--	2231
camera	804	6.80	1.2936	1313	4455	3355	3158
cream	805	6.80	1.2936	1076	--	4085	1576
dreamer	806	6.80	1.4983	--	--	--	3319
forgiven	807	6.80	1.5253	--	--	--	4402
highest	808	6.80	1.7613	4503	1482	2072	3033
horse	809	6.80	1.5119	1544	1473	1225	1735
magic	810	6.80	1.7613	1560	3857	3117	777
manners	811	6.80	1.2454	--	4339	--	--
naturally	812	6.80	1.6036	--	1888	--	4758
novels	813	6.80	1.6903	--	4411	3894	--
performers	814	6.80	1.2617	--	--	3596	--
pies	815	6.80	1.3702	--	--	--	4188
protect	816	6.80	1.4142	3269	2253	1650	2079
santa	817	6.80	1.7728	1124	4094	1806	1454
shared	818	6.80	1.3401	4034	2237	2516	1980
smooth	819	6.80	1.1780	2357	3084	--	1731
together	820	6.80	1.5908	609	349	723	264
uncle	821	6.80	1.5649	2742	3058	1670	2295
efficient	822	6.80	1.5135	--	2690	--	--
elevated	823	6.80	1.1899	--	4439	--	--
cafe	824	6.78	1.4469	1920	--	3449	4289
coke	825	6.78	1.6199	2930	--	--	1885
completion	826	6.78	1.3445	--	4666	--	--
coolest	827	6.78	1.8103	3786	--	--	--
creation	828	6.78	1.4039	--	1706	3644	2786
dogs	829	6.78	1.8215	1230	3480	3684	1363
effectiveness	830	6.78	1.2664	--	3757	--	--
esteemed	831	6.78	1.4039	--	--	2251	--
finished	832	6.78	1.4184	536	2127	1325	2940
glee	833	6.78	1.8658	2903	--	--	--
green	834	6.78	1.6938	376	1013	932	670
heartbeat	835	6.78	1.7058	--	--	--	2396
island	836	6.78	1.5425	1527	1063	320	1808
jukebox	837	6.78	1.5817	--	--	--	4447
medal	838	6.78	1.4327	4209	--	3505	--
mom's	839	6.78	1.6199	--	--	--	--
museums	840	6.78	1.7177	--	--	4234	--
painting	841	6.78	1.1657	2611	2830	2403	4705
pie	842	6.78	1.7177	1031	--	--	1943
pool	843	6.78	1.4609	1961	4091	2757	2244
reading	844	6.78	1.4609	473	772	1529	3495
real	845	6.78	1.2002	234	410	357	177
ruby	846	6.78	1.2664	--	--	--	3478
share	847	6.78	1.4039	850	1093	141	724
sons	848	6.78	1.6199	--	1943	636	2600
traveling	849	6.78	1.6695	4012	--	3692	4131
variety	850	6.78	1.3138	--	1154	2245	--
wonders	851	6.78	1.8876	3128	--	--	3462
worth	852	6.78	1.3445	662	1352	862	656
guaranteed	853	6.78	1.1773	--	--	--	3688
raindrops	854	6.78	1.4181	--	--	--	4708
visions	855	6.78	1.3733	--	--	--	2224
pearls	856	6.77	1.7041	--	--	--	3681
america	857	6.76	1.5194	1090	576	471	1571
easy	858	6.76	1.5980	381	1040	1424	395
effective	859	6.76	1.2867	3575	882	1425	--
future	860	6.76	1.4223	811	494	572	719
humans	861	6.76	1.4507	4693	4109	--	--
intimate	862	6.76	1.3024	--	4212	--	--
married	863	6.76	1.8468	1698	1178	1002	1945
muffin	864	6.76	1.2382	4199	--	--	--
papa	865	6.76	1.9332	4155	--	--	2127
plus	866	6.76	1.4923	835	2392	1603	901
popcorn	867	6.76	1.8245	3771	--	--	--
savior	868	6.76	1.6233	--	--	--	2900
seasons	869	6.76	1.2216	4390	--	2698	2447
shop	870	6.76	1.0412	858	2905	2146	1965
sister	871	6.76	1.6483	894	1775	302	1003
style	872	6.76	1.6233	1194	1068	1148	679
supporter	873	6.76	1.2216	--	--	3485	--
switzerland	874	6.76	1.5059	--	--	3822	--
tenderly	875	6.76	1.6233	--	--	--	4748
top	876	6.76	1.5194	379	805	606	475
oxygen	877	6.76	1.4220	--	2378	--	--
rhyme	878	6.76	1.1995	--	--	--	858
allright	879	6.74	1.5624	--	--	--	4282
american	880	6.74	1.5228	564	188	83	1607
artist	881	6.74	1.4401	1480	2972	1369	4613
capable	882	6.74	1.6759	--	1782	4359	--
complete	883	6.74	1.2423	1242	638	1615	1657
convenient	884	6.74	1.2257	--	3640	--	--
courtesy	885	6.74	1.0844	4634	4164	--	--
donate	886	6.74	1.3372	2199	--	--	--
drinks	887	6.74	1.4259	1614	--	--	2508
father's	888	6.74	1.3822	--	2762	--	--
fine	889	6.74	1.3674	735	851	1093	406
focused	890	6.74	1.1395	4448	3800	3106	--
guitars	891	6.74	1.3969	--	--	--	4588
hi	892	6.74	1.0654	534	3701	--	1842
integrity	893	6.74	1.5093	--	4299	3176	--
justice	894	6.74	1.9568	1884	895	609	2643
lake	895	6.74	1.6759	1240	1564	1407	2261
mankind	896	6.74	1.6011	--	3265	--	3295
mentor	897	6.74	1.1214	--	--	4576	--
merit	898	6.74	1.2090	--	3989	--	--
performance	899	6.74	1.3372	1635	820	700	--
plant	900	6.74	1.3524	2023	1131	1149	3245
prepared	901	6.74	1.0654	3698	1123	1897	2599
raise	902	6.74	1.2090	2121	2293	1229	1048
romeo	903	6.74	1.7120	--	--	--	3005
shiny	904	6.74	1.2257	4723	--	--	2970
sugar	905	6.74	1.9358	1152	2246	3564	1055
surprising	906	6.74	1.2906	--	3762	4537	--
technology	907	6.74	1.4957	1773	1228	553	--
treat	908	6.74	1.7120	1326	2925	3487	841
university	909	6.74	1.3822	2245	247	92	--
wishing	910	6.74	1.0461	1471	--	--	1497
yes	911	6.74	1.4542	207	896	1909	235
desires	912	6.73	1.4688	--	3690	--	3329
wished	913	6.73	1.4109	--	2673	--	3243
4-bedroom	914	6.72	1.4988	--	--	--	--
attract	915	6.72	1.1436	--	--	4042	--
bike	916	6.72	1.3856	1478	--	--	4354
car	917	6.72	2.1000	208	1336	764	481
civilization	918	6.72	1.3099	--	3004	--	--
classy	919	6.72	1.0309	--	--	--	--
confirmed	920	6.72	1.2296	4011	3152	3058	--
costumes	921	6.72	1.1256	--	--	3372	--
creating	922	6.72	1.1613	2701	2629	2441	--
culture	923	6.72	1.8075	2985	642	1284	3784
finish	924	6.72	1.4148	830	4337	2355	2324
gallery	925	6.72	1.2784	3250	4979	1342	--
knowing	926	6.72	1.3559	1966	2123	3552	985
lifelong	927	6.72	1.4434	--	--	4413	--
momma	928	6.72	1.7384	3735	--	--	1197
neat	929	6.72	1.4434	3979	--	--	--
niece	930	6.72	1.3559	4434	--	4070	--
online	931	6.72	1.2784	321	--	1812	--
orchestra	932	6.72	1.3708	3590	--	1653	--
plays	933	6.72	1.5784	2157	2202	1478	1796
revenue	934	6.72	1.5258	--	2641	911	--
shower	935	6.72	1.5124	809	--	--	2740
spiritual	936	6.72	1.9487	--	1347	4679	3968
surprised	937	6.72	1.3559	1169	3356	3097	2677
tremendous	938	6.72	1.5913	--	--	4219	--
values	939	6.72	1.5654	--	583	2534	--
villages	940	6.72	1.3708	--	3089	--	--
warm	941	6.72	1.7961	815	2095	2553	702
doggy	942	6.71	2.1794	--	--	--	3981
hallelujah	943	6.71	1.9896	--	--	--	2347
candle	944	6.71	1.5704	--	--	--	2033
secured	945	6.71	1.1478	--	3422	--	--
valid	946	6.71	1.4434	--	3404	--	--
agree	947	6.70	1.1824	799	2070	1854	2384
anniversary	948	6.70	1.8434	2174	--	2682	--
antiques	949	6.70	1.3740	--	--	3928	--
believe	950	6.70	1.5940	420	539	638	156
bucks	951	6.70	1.6812	2975	--	--	3472
cruise	952	6.70	1.9614	3290	--	4514	2798
dancers	953	6.70	1.6067	--	--	3068	--
dine	954	6.70	1.4033	--	--	--	4951
dog	955	6.70	1.8434	343	2305	2578	596
florida	956	6.70	1.6568	1658	4308	859	--
grandsons	957	6.70	1.9086	--	--	4595	--
grants	958	6.70	1.2495	--	4733	3912	--
hired	959	6.70	1.4880	--	--	2663	--
learn	960	6.70	1.4178	385	1175	1651	551
marriage	961	6.70	2.2700	2444	1050	1246	--
mum	962	6.70	1.7525	1833	--	--	--
partner	963	6.70	1.2495	3006	3485	889	3371
productive	964	6.70	1.1294	2150	3737	--	--
rockin	965	6.70	1.7525	4502	--	--	2602
teaches	966	6.70	1.0926	--	--	2248	--
treats	967	6.70	1.5682	4886	--	--	4892
tv	968	6.70	1.5017	355	4174	1160	856
water	969	6.70	1.2164	407	177	713	487
grin	970	6.69	1.7465	--	--	--	2938
invention	971	6.69	1.3103	--	4708	--	--
virtues	972	6.69	1.4318	--	4675	--	--
brains	973	6.69	1.4754	--	--	--	1989
sensation	974	6.68	1.4004	--	4614	--	3107
ability	975	6.68	0.9988	3332	1023	1620	--
ace	976	6.68	1.6835	2475	--	4915	4136
animals	977	6.68	2.0247	2654	1097	2677	3445
bake	978	6.68	1.4061	2789	--	--	--
bridegroom	979	6.68	1.4205	--	--	1239	--
desire	980	6.68	1.3619	2452	976	3053	921
famous	981	6.68	2.0045	1059	1733	2625	2382
forest	982	6.68	1.5706	3909	1739	1468	2546
fountain	983	6.68	1.2848	--	--	--	4295
goodmorning	984	6.68	1.9213	4471	--	--	--
greater	985	6.68	1.3161	3772	456	1414	3439
grow	986	6.68	1.2196	1451	1949	2191	621
heritage	987	6.68	1.3468	--	--	3959	--
landscape	988	6.68	1.1683	--	3645	3658	--
liberties	989	6.68	1.7076	--	--	4434	--
living	990	6.68	1.2196	720	514	755	336
lyrics	991	6.68	1.5576	2156	--	4534	1291
mercy	992	6.68	1.7664	--	3765	--	1162
museum	993	6.68	1.4630	1844	2295	418	--
novel	994	6.68	1.4630	3639	1837	827	--
palace	995	6.68	1.6468	4320	2851	4744	4831
pianist	996	6.68	1.4061	--	--	2612	--
potential	997	6.68	1.0774	2794	919	1248	--
power	998	6.68	1.4907	369	158	427	569
privilege	999	6.68	1.6468	--	4038	--	--
proceed	1000	6.68	1.2526	--	2873	--	4645
promised	1001	6.68	1.0774	4678	2852	2535	1464
river	1002	6.68	1.3316	1364	579	1024	616
scotland	1003	6.68	1.4907	--	3016	--	--
shares	1004	6.68	1.2196	3670	3442	474	--
skating	1005	6.68	1.2848	3885	--	4730	--
thanx	1006	6.68	1.8565	2777	--	--	--
theatre	1007	6.68	1.5312	3287	2541	--	--
tours	1008	6.68	1.5312	--	--	3159	--
well	1009	6.68	1.2526	108	93	189	109
acceptable	1010	6.67	1.2143	--	3612	--	--
possibilities	1011	6.67	1.4774	--	3213	--	--
accurate	1012	6.67	1.0383	--	2759	--	--
candles	1013	6.67	1.4923	--	--	--	3327
approve	1014	6.66	1.5986	--	--	4141	--
assets	1015	6.66	1.6239	--	3259	1268	--
aunt	1016	6.66	1.5729	3297	4364	1625	--
career	1017	6.66	1.4230	1666	1806	726	4439
charms	1018	6.66	1.3793	--	--	--	3799
communicate	1019	6.66	1.0224	--	4894	--	--
competent	1020	6.66	1.6856	--	4945	--	--
currency	1021	6.66	1.5201	--	3739	1890	--
dedication	1022	6.66	1.3644	--	--	4402	--
dvd	1023	6.66	1.4086	1134	--	--	--
eligible	1024	6.66	1.2715	--	--	4312	--
fan	1025	6.66	1.0422	585	--	3899	2271
firefighters	1026	6.66	1.4230	--	--	4666	--
greet	1027	6.66	1.5598	4910	--	--	3670
motivation	1028	6.66	1.4514	4266	4825	--	--
nieces	1029	6.66	1.4514	--	--	1628	--
personality	1030	6.66	1.5201	4569	1861	4269	4849
powers	1031	6.66	1.3188	--	1008	2858	3421
raises	1032	6.66	1.6239	4905	--	4392	--
sculpture	1033	6.66	1.2554	--	--	3785	--
survivors	1034	6.66	1.3342	--	--	1987	--
tea	1035	6.66	1.6612	722	2962	4751	2503
television	1036	6.66	1.5858	3669	2472	344	3357
tour	1037	6.66	1.4654	927	4475	1109	2868
pony	1038	6.65	1.4076	--	--	--	4376
rhythm	1039	6.65	1.5619	--	--	--	1076
bird	1040	6.64	1.5487	1175	2878	3981	1151
care	1041	6.64	1.6507	388	436	437	239
cat	1042	6.64	1.9770	525	3789	--	1060
cook	1043	6.64	1.4950	899	3748	2683	2788
corn	1044	6.64	1.1563	3620	3043	4897	3866
deposits	1045	6.64	1.4107	--	3587	--	--
expert	1046	6.64	1.3211	3359	3834	2726	--
high	1047	6.64	1.2081	444	161	275	216
holy	1048	6.64	1.7815	1050	1271	2221	924
invite	1049	6.64	1.4251	2359	--	--	4576
leading	1050	6.64	1.5086	3117	1185	974	2617
photographer	1051	6.64	1.2898	--	--	3465	--
picture	1052	6.64	1.3056	776	1031	493	718
promising	1053	6.64	1.1205	--	--	4373	--
recover	1054	6.64	1.6258	--	4941	--	--
recovered	1055	6.64	1.3211	--	4226	4350	--
recovery	1056	6.64	1.4950	3242	2821	3256	--
salad	1057	6.64	1.7114	1543	--	--	--
shops	1058	6.64	1.2415	4562	--	2575	--
solutions	1059	6.64	1.3815	4549	2381	4864	--
sparks	1060	6.64	1.3056	--	--	--	4346
sport	1061	6.64	1.6874	2792	4909	3018	4149
supreme	1062	6.64	1.3365	--	1757	1089	3865
theaters	1063	6.64	1.6630	--	--	4169	--
tunes	1064	6.64	1.3815	3942	--	--	4258
unite	1065	6.64	1.1911	--	--	--	4867
volunteers	1066	6.64	1.4813	--	--	4133	--
simplicity	1067	6.62	1.5246	--	4809	--	--
attained	1068	6.62	1.3981	--	4127	--	--
book's	1069	6.62	1.3686	--	--	--	--
cameras	1070	6.62	1.2919	--	--	4799	--
chatting	1071	6.62	1.2436	4586	--	--	--
crown	1072	6.62	1.4693	3640	1936	3553	1707
disney	1073	6.62	1.6646	1584	--	3228	--
dresses	1074	6.62	1.7130	4941	--	--	--
heartfelt	1075	6.62	1.8832	--	--	1404	--
homes	1076	6.62	1.2436	3190	2915	1449	3523
husband	1077	6.62	1.7484	1398	1239	205	3702
immortal	1078	6.62	1.6523	--	--	--	4530
invest	1079	6.62	1.0280	3448	--	4322	--
kitty	1080	6.62	1.8614	2757	--	--	3448
offer	1081	6.62	1.0280	1424	1291	738	2139
organized	1082	6.62	1.2436	--	1829	2590	--
performances	1083	6.62	1.3686	--	--	1633	--
perfume	1084	6.62	1.6149	3463	--	--	3169
pray	1085	6.62	1.9680	1272	3628	--	576
rescue	1086	6.62	1.6646	1996	--	3561	2309
restaurants	1087	6.62	1.7830	--	--	1727	--
salaries	1088	6.62	1.8170	--	--	4990	--
sisters	1089	6.62	1.6890	2711	3949	1355	2351
slept	1090	6.62	1.5635	1769	--	--	3046
steak	1091	6.62	1.9784	2956	--	--	--
stories	1092	6.62	1.5894	1588	1570	1492	1774
varieties	1093	6.62	1.3076	--	4431	--	--
vision	1094	6.62	1.2103	1939	1648	2157	1249
wife	1095	6.62	1.8058	530	639	99	878
youth	1096	6.62	1.8832	1540	1577	2308	1654
zoo	1097	6.62	1.9680	4454	--	--	4075
stimulation	1098	6.61	1.3512	--	4276	--	--
touching	1099	6.61	1.6810	--	--	--	2411
furnished	1100	6.60	1.2673	--	4026	--	--
suitable	1101	6.60	0.8930	--	2199	--	--
album	1102	6.60	1.1066	592	--	2377	2064
amour	1103	6.60	1.6162	--	--	--	4349
art	1104	6.60	1.4983	460	457	199	1760
beam	1105	6.60	1.3702	--	3361	--	3745
captain	1106	6.60	1.6288	3892	1385	2454	2501
certainty	1107	6.60	1.3553	--	4878	--	--
child's	1108	6.60	1.3702	--	3609	--	--
clothing	1109	6.60	1.3093	2390	3560	3267	--
conservation	1110	6.60	1.2778	--	4319	3863	--
desired	1111	6.60	1.5649	--	1882	--	--
dress	1112	6.60	1.1780	698	2624	3424	1125
favorited	1113	6.60	1.7613	1788	--	--	--
females	1114	6.60	1.6903	3714	4034	--	--
growth	1115	6.60	1.0880	3469	505	1026	--
helps	1116	6.60	1.5649	1637	3816	3327	3299
highly	1117	6.60	1.1780	2910	1039	1913	--
ideals	1118	6.60	1.6162	--	4958	--	--
lady	1119	6.60	1.4569	581	1111	2085	537
lime	1120	6.60	1.3401	--	--	--	4943
popular	1121	6.60	1.2122	2010	1006	1303	--
proposal	1122	6.60	1.7613	--	3120	1076	--
protected	1123	6.60	1.1780	--	3407	4658	--
relatives	1124	6.60	1.8626	--	4169	2651	--
