word,pos
acquirability,Noun
acquirable,Adjective
acquired,Verb (transitive)
acquirement,Noun
acquirer,Noun
acquire,Verb (transitive)
acquiring,Verb (transitive)
acquisition,Noun
acquisitively,Adverb
acquisitiveness,Noun
acquisitive,Adjective
acquittal,Noun
acquittance,Noun
acquitted,Verb (transitive)
acquitter,Noun
acquitting,Verb (transitive)
acquit,Verb (usu participle)
acraea,Noun
acraldehyde,Noun
acre-foot,Noun
acre-inch,Noun
acreage,Noun
acred,Adjective
acres,Noun
acre,Noun
acridine,Noun
acridity,Noun
acridly,Adverb
acridness,Noun
acrid,Adjective
acriflavine,Noun
acrilan,Noun
acrimoniously,Adverb
acrimoniousness,Noun
acrimonious,Adjective
acrimony,Noun
acrisius,Noun
acritical,Adjective
acrobatically,Adverb
acrobatics,Noun
acrobatic,Adjective
acrobat,Noun
acrocarpous,Adjective
acrocephalic,Adjective
acrocephalic,Noun
acrocephalous,Adjective
acrocephaly,Noun
acrocorinth,Noun
acrocyanosis,Noun
acrodontism,Noun
acrodont,Adjective
acrodrome,Adjective
acrodynia,Noun
acrogenic,Adjective
acrogenously,Adverb
acrogen,Noun
acrography,Noun
acrogynous,Adjective
acrolein,Noun
acrolithic,Adjective
acrolith,Noun
acrologically,Adverb
acrologic,Adjective
acrologies,Plural
acrology,Noun
acromegalic,Adjective
acromegalic,Noun
acromegaly,Noun
acromial,Adverb
acromicria,Noun
acromimia,Plural
acromion,Noun
acronal,Adjective
acronically,Adverb
acronical,Adjective
acronycally,Adverb
acronychal,Adjective
acronychous,Adjective
acronymic,Adjective
acronymized,Verb (intransitive)
acronymized,Verb (transitive)
acronymize,Verb (intransitive)
acronymize,Verb (transitive)
acronymizing,Verb (intransitive)
acronymizing,Verb (transitive)
acronymous,Adjective
acronym,Noun
acron,Noun
acropathy,Noun
acropetally,Adverb
acropetal,Adjective
acrophobia,Noun
acrophonically,Adverb
acrophonic,Adjective
acrophonies,Plural
acrophony,Noun
acropolis,Noun
acropolitan,Adjective
acrospire,Noun
acrospore,Noun
acrosporous,Adjective
across-the-board,Adjective
across,Preposition
across,Adverb
acrostically,Adverb
acrostic,Noun
acrostolia,Plural
acrostolium,Noun
acroteral,Adjective
acroterial,Adjective
acroterion,Noun
acroterium,Noun
acroterteria,Plural
acroter,Noun
acrotic,Adjective
acrotism,Noun
acrux,Noun
acrylaldehyde,Noun
acrylate,Noun
acrylic,Adjective
acrylic,Noun
acrylonitrile,Noun
acrylyl,Noun
acs,Noun
act-wait,Noun
actability,Noun
actable,Adjective
actaeon,Noun
acta,Plural
actg,Noun
acth,Noun
actinally,Adverb
actinal,Adjective
acting,Adjective
acting,Noun
actiniae,Plural
actinian,Adjective
actinian,Noun
actinia,Noun
actinically,Adverb
actinic,Adjective
actinide,Noun
actiniform,Adjective
actinism,Noun
actinium,Noun
actinobaccilli,Plural
actinobacillosis,Noun
actinobacillotic,Adjective
actinobacillus,Noun
actinochemical,Adjective
actinochemistry,Noun
actinodermatitis,Noun
actinodrome,Adjective
actinogram,Noun
actinographic,Adjective
actinography,Noun
actinograph,Noun
actinoid,Adjective
actinolite,Noun
actinolitic,Adjective
actinology,Noun
actinomere,Noun
actinometer,Noun
actinometrical,Adjective
actinometric,Adjective
actinometry,Noun
actinomorphic,Adjective
actinomorphy,Noun
actinomyces,Noun
actinomycete,Noun
actinomycetous,Adjective
actinomycin,Noun
actinomycosis,Noun
actinomycotic,Adjective
actinon,Noun
actinopod,Noun
actinopterygian,Adjective
actinopterygian,Noun
actinotherapy,Noun
actinouranium,Noun
actinozoan,NA
actin,Noun
actionable,Adjective
actionably,Adverb
actionless,Adjective
action,Noun
action,Interjection
actis,Noun
actium,Noun
activated,Verb (transitive)
activate,Verb (transitive)
activating,Verb (transitive)
activation,Noun
activator,Noun
actively,Adverb
activeness,Noun
active,Adjective
active,Noun
activism,Noun
activist,Noun
activities,Plural
activity,Noun
activized,Verb (transitive)
activize,Verb (transitive)
activizing,Verb (transitive)
actomyosin,Noun
acton,Noun
actor-proof,Adjective
actoridae,Plural
actor,Noun
actress,Noun
actualisation,Noun
actualised,Verb (transitive)
actualise,Verb (transitive)
actualising,Verb (transitive)
actualism,Noun
actualistic,Adjective
actualist,NA
actualities,Plural
actuality,Noun
actualization,Noun
actualized,Verb (transitive)
actualize,Verb (transitive)
actualizing,Verb (transitive)
actually,Adverb
actualness,Noun
actual,Adjective
actuarially,Adverb
actuarial,Adjective
actuarian,Adjective
actuaries,Plural
actuary,Noun
actuated,Verb (transitive)
actuate,Verb (transitive)
actuating,Verb (transitive)
actuation,Noun
actuator,Noun
act,Noun
act,Verb (intransitive)
act,Verb (transitive)
acuate,Adjective
acuity,Noun
aculeate,Adjective
aculeus,Noun
acumen,Noun
acuminated,Verb (usu participle)
acuminate,Adjective
acuminate,Verb (usu participle)
acuminate,Verb (transitive)
acuminating,Verb (usu participle)
acumination,Noun
acuminous,Adjective
acupunctured,Verb (usu participle)
acupuncture,Noun
acupuncturing,Verb (usu participle)
acusection,Noun
acusector,Noun
acus,Noun
acus,Plural
acutance,Noun
acutely,Adverb
acuteness,Noun
acute,Adjective
acute,Noun
acutilingual,Adjective
acwa,Noun
acw,Noun
acyclic,Adjective
acylated,Verb (transitive)
acylate,Verb (transitive)
acylating,Verb (transitive)
acylation,Noun
acyloin,Noun
acyl,Noun
ac,Noun
ad-libbed,Verb (usu participle)
ad-libbing,Verb (usu participle)
ad-lib,Verb (usu participle)
ad-lib,Adjective
ad-lib,Adverb
ad-lib,Noun
adabelle,Noun
adabel,Noun
adachi,Noun
adactylous,Adjective
adage,Noun
adagial,Adjective
adagietto,Adjective
adagietto,Adverb
adagietto,Noun
adagio,Adjective
adagio,Adverb
adagio,Noun
adagissimo,Adverb
adagissimo,Adjective
adaha,Noun
adah,Noun
adaiha,Noun
adair,Noun
adai,Noun
adalai,Noun
adalard,Noun
adala,Noun
adalbert,Noun
adalheid,Noun
adaliah,Noun
adalia,Noun
adalie,Noun
adaline,Noun
adali,Noun
adallard,Noun
adall,Noun
adal,Noun
adam's-needle,Noun
adam-and-eve,Noun
adamantine,Adjective
adamant,Adjective
adamant,Noun
adamas,Noun
adamawa,Noun
adama,Noun
adamec,Noun
adamek,Noun
adamically,Adverb
adamic,Adjective
adamic,Noun
adamik,Noun
adaminah,Noun
adamina,Noun
adamis,Noun
adamite,Noun
adamitical,Adjective
adamitic,Adjective
adamok,Noun
adamo,Noun
adamsen,Noun
adamsite,Noun
adamski,Noun
adamson,Noun
adamsun,Noun
adams,Noun
adam,NA
adana,Noun
adan,Noun
adao,Noun
adapa,Noun
adaptability,Noun
adaptableness,Noun
adaptable,Adjective
adaptationally,Adverb
adaptational,Adjective
adaptation,Noun
adaptedness,Noun
adapter,Noun
adaptively,Adverb
adaptiveness,Noun
adaptive,Adjective
adapt,Verb (usu participle)
adapt,Verb (transitive)
adara,Noun
adarbitrium,Noun
adar,Noun
adat,Noun
adaurd,Noun
adaxial,Adjective
aday,Noun
ada,Noun
adc,Noun
addable,Adjective
addams,Noun
addam,Noun
addax,Noun
adda,Noun
addda,Plural
addedly,Adverb
addendum,Noun
addend,Noun
adder's-meat,Noun
adder's-mouths,Plural
adder's-mouth,Noun
adder's-tongue,Noun
adder,Noun
addia,Noun
addible,Adjective
addictedness,Noun
addicted,Adjective
addiction,Noun
addictive,Adjective
addict,Verb (usu participle)
addict,Verb (transitive)
addict,Noun
addiego,Noun
addiel,Noun
addie,Noun
addington,Noun
addisonian,Adjective
addisonian,Noun
addison,Noun
addis,Noun
additamentary,Adjective
additament,Noun
additionally,Adverb
additional,Adjective
addition,Noun
additively,Adverb
additive,Adjective
additive,Noun
additory,Adjective
addi,Noun
addlebrained,Adjective
addled,Verb (usu participle)
addlepated,Adjective
addle,Verb (usu participle)
addle,Adjective
addling,Verb (usu participle)
addorsed,Adjective
addressed,Verb (usu participle)
addressee,Noun
addresser,Noun
addressing,Verb (usu participle)
addressograph,Noun
addressor,Noun
address,Noun
address,Verb (usu participle)
address,Verb (transitive)
addrest,Verb (usu participle)
adduceable,Adjective
adduced,Verb (transitive)
adducent,Adjective
adducer,Noun
adduce,Verb (transitive)
adducible,Adjective
adducing,Verb (transitive)
adduction,Noun
adductive,Adjective
adductor,Noun
adduct,Verb (transitive)
addy,Noun
add,Verb (usu participle)
add,Verb (transitive)
add,Verb (intransitive)
adebayo,Noun
adee,Noun
adelaida,Noun
adelaide,Noun
adelaja,Noun
adelantados,Plural
adelantado,Noun
adela,Noun
adelbert,Noun
adele,Noun
adelheid,Noun
adelia,Noun
adelice,Noun
adelina,Noun
adelind,Noun
adeline,Noun
adella,Noun
adelle,Noun
adelphe,Noun
adelpho,Noun
adelric,Noun
adel,Noun
ademption,Noun
adenalgia,Noun
adenauer,Noun
adena,Noun
adenectomies,Plural
adenectomy,Noun
adenine,Noun
adenitis,Noun
adenocarcinomas,Plural
adenocarcinomata,Plural
adenocarcinomatous,Adjective
adenocarcinoma,Noun
adenohypophysis,Noun
adenoidal,Adjective
adenoidectomies,Plural
adenoidectomy,Noun
adenoids,Plural
adenoid,Adjective
adenological,Adjective
adenology,Noun
adenomas,Plural
adenomata,Plural
adenomatous,Adjective
adenoma,Noun
adenophore,Noun
adenophyllous,Adjective
adenosarcomas,Plural
adenosarcomata,Plural
adenosarcoma,Noun
adenosine,Noun
adenoviruses,Plural
adenovirus,Noun
adenylpyrophosphate,Noun
aden,Noun
adeptly,Adverb
adeptness,Noun
adept,Adjective
adept,Noun
adequacy,Noun
adequately,Adverb
adequateness,Noun
adequate,Adjective
adermin,Noun
ader,Noun
adessive,Adjective
adessive,Noun
adest,Noun
adey,Noun
ade,Noun
adffrozen,Verb (transitive)
adffroze,Verb (transitive)
adfreeze,Verb (transitive)
adfreezing,Verb (transitive)
adhamh,Noun
adham,Noun
adhered,Verb (intransitive)
adherence,Noun
adherend,Noun
adherently,Adverb
adherent,NA
adherer,Noun
adhere,Verb (intransitive)
adhering,Verb (intransitive)
adhern,Noun
adhesional,Adjective
adhesion,Noun
adhesively,Adverb
adhesiveness,Noun
adhesive,Adjective
adhesive,Noun
adhibition,Noun
adhibit,Verb (transitive)
adiabatically,Adverb
adiabatic,Adjective
adiabatic,Noun
adiabat,Noun
adiactinic,Adjective
adiadochokinesia,Noun
adiaphoresis,Noun
adiaphoretic,Adjective
adiaphoretic,Noun
adiaphorism,Noun
adiaphoristic,Adjective
adiaphorist,Noun
adiaphorous,Adjective
adiathermancy,Noun
adiell,Noun
adiel,Noun
adient,Adjective
adieu,Interjection
adieu,Noun
adie,Noun
adige,Noun
adighe,Noun
adigranth,Noun
adigun,Noun
adila,Noun
adim,Noun
adina,Noun
adine,Noun
adin,Noun
adios,Interjection
adipate,Noun
adiphenine,Noun
adipocere,Noun
adipocerite,Noun
adipocerous,Adjective
adiponitrile,Noun
adipopectic,Adjective
adipopexia,Noun
adipopexic,Adjective
adiposeness,Noun
adipose,Adjective
adipose,Noun
adiposis,Noun
adiposity,Noun
adirondack,Noun
adis,Noun
aditya,Noun
adit,Noun
adivasi,Noun
adiz,Noun
adi,Noun
adjacence,Noun
adjacencies,Plural
adjacency,Noun
adjacently,Adverb
adjacent,Adjective
adjacent,Noun
adjectival,Adjective
adjectively,Adverb
adjective,NA
adjoining,Adjective
adjoint,Noun
adjoin,Verb (usu participle)
adjoin,Verb (transitive)
adjournment,Noun
adjourn,Verb (intransitive)
adjourn,Verb (transitive)
adjt,Noun
adjudged,Verb (transitive)
adjudge,Verb (transitive)
adjudging,Verb (transitive)
adjudicated,Verb (usu participle)
adjudicate,Verb (usu participle)
adjudicate,Verb (transitive)
adjudicate,Verb (intransitive)
adjudicating,Verb (usu participle)
adjudication,Noun
adjudicative,Adjective
adjudicator,Noun
adjugate,Noun
adjunction,Noun
adjunctively,Adverb
adjunctive,Adjective
adjunctly,Adverb
adjunct,NA
adjuration,Noun
adjuratory,Adjective
adjured,Verb (transitive)
adjurer,Noun
adjure,Verb (transitive)
adjuring,Verb (transitive)
adjuror,Noun
adjustable-pitch,Adjective
adjustable,Adjective
adjustably,Adverb
adjuster,Noun
adjustmental,Adjective
adjustment,Noun
adjustor,Noun
adjust,Verb (transitive)
adjutancy,Noun
adjutant,Noun
adjuvant,Adjective
adjuvant,Noun
adkins,Noun
adlai,Noun
adlare,Noun
adlar,Noun
adlay,Noun
adlee,Noun
adlei,Noun
adlerian,Adjective
adler,Noun
adley,Noun
admah,Noun
adman,Noun
admass,Noun
admeasured,Verb (transitive)
admeasurement,Noun
admeasurer,Noun
admeasure,Verb (usu participle)
admeasure,Verb (transitive)
admeasuring,Verb (transitive)
admen,Plural
admete,Noun
admetus,Noun
adminicle,Noun
adminicular,Adjective
administer,Verb (usu participle)
administrable,Adjective
administrant,Adjective
administrated,Verb (transitive)
administrate,Verb (usu participle)
administrating,Verb (transitive)
administrational,Adjective
administration,Noun
administratively,Adverb
administrative,Adjective
administratorship,Noun
administrator,Noun
administratrices,Plural
administratrix,Noun
admin,Noun
admirability,Noun
admirableness,Noun
admirable,Adjective
admirably,Adverb
admiralship,Noun
admiralties,Plural
admiralty,Noun
admiral,Noun
admiration,Noun
admiratively,Adverb
admirative,Adjective
admired,Verb (usu participle)
admirer,Noun
admire,Verb (transitive)
admiringly,Adverb
admiring,Verb (usu participle)
admissibility,Noun
admissibleness,Noun
admissible,Adjective
admissibly,Adverb
admission,Noun
admissive,Adjective
admittable,Adjective
admittance,Noun
admittedly,Adverb
admitted,Verb (usu participle)
admitter,Noun
admittible,Adjective
admitting,Verb (usu participle)
admit,Verb (usu participle)
admit,Verb (intransitive)
admixture,Noun
admix,Verb (transitive)
admonisher,Noun
admonishingly,Adverb
admonishment,Noun
admonish,Verb (transitive)
admonition,Noun
admonitorial,Adjective
admonitorily,Adverb
admonitory,Adjective
admonitor,Noun
admov,Noun
adm,Noun
adnah,Noun
adnate,Adjective
adnation,Noun
adna,Noun
adne,Noun
adnominal,NA
adnopoz,Noun
adnoun,Noun
adobe,Noun
adolescence,Noun
adolescently,Adverb
adolescent,Adjective
adolescent,Noun
adolfo,Noun
adolf,Noun
adolphe,Noun
adolpho,Noun
adolphus,Noun
adolph,Noun
adonais,Noun
adonai,Noun
adonias,Noun
adonia,Noun
adonica,Noun
adonic,Adjective
adonic,Noun
adonijah,Noun
adonis,Noun
adon,Noun
adoptability,Noun
adoptable,Adjective
adopted,Adjective
adopter,Noun
adoptional,Adjective
adoption,Noun
adoptively,Adverb
adoptive,Adjective
adopt,Verb (transitive)
adorability,Noun
adorableness,Noun
adorable,Adjective
adorably,Adverb
adoration,Noun
adora,Noun
adored,Verb (usu participle)
adoree,Noun
adorer,Noun
adore,Verb (transitive)
adoringly,Adverb
adoring,Verb (usu participle)
adorl,Noun
adorner,Noun
adorningly,Adverb
adornment,Noun
adornos,Plural
adorno,Noun
adorn,Verb (transitive)
adorsed,Adjective
adoula,Noun
adowa,Noun
adown,Adverb
adown,Preposition
ado,Noun
adp,Noun
adrammelech,Noun
adrastea,Noun
adrastus,Noun
adrea,Noun
adrell,Noun
adrenalectomies,Plural
adrenalectomized,Verb (transitive)
adrenalectomize,Verb (transitive)
adrenalectomizing,Verb (transitive)
adrenalectomy,Noun
adrenaline,Noun
adrenalin,Noun
adrenal,Adjective
adrenal,Noun
adrenergic,Adjective
adrenin,Noun
adrenocorticotropic,Adjective
adrestus,Noun
adret,Noun
adrial,Noun
adriana,Noun
adriane,Noun
adrianna,Noun
adrianne,Noun
adrianople,Noun
adrianopolis,Noun
adriano,Noun
adrian,Noun
adriatic,Adjective
adriatic,Noun
adria,Noun
adriell,Noun
adriel,Noun
adriena,Noun
adriene,Noun
adrienne,Noun
adrien,Noun
adrift,Adverb
adroitly,Adverb
adroitness,Noun
adroit,Adjective
adron,Noun
adscititiously,Adverb
adscititious,Adjective
adscription,Noun
adscript,Adjective
adscript,Noun
adsorbability,Noun
adsorbable,Adjective
adsorbate,Noun
adsorbent,Adjective
adsorbent,Noun
adsorb,Verb (usu participle)
adsorption,Noun
adsorptively,Adverb
adsorptive,Adjective
adsorptive,Noun
adsum,Interjection
ads,Noun
adularescence,Noun
adularescent,Adjective
adularia,Noun
adulated,Verb (transitive)
adulate,Verb (transitive)
adulating,Verb (transitive)
adulation,Noun
adulatory,Adjective
adulator,Noun
adullamite,Noun
adulterant,NA
adulterated,Verb (usu participle)
adulterate,Verb (usu participle)
adulterate,Verb (transitive)
adulterate,Adjective
adulterating,Verb (usu participle)
adulteration,Noun
adulterator,Noun
adulterer,Noun
adulteress,Noun
adulteries,Plural
adulterine,Adjective
adulterously,Adverb
adulterous,Adjective
adultery,Noun
adulthood,Noun
adultness,Noun
adult,Adjective
adult,Noun
adumbral,Adjective
adumbrated,Verb (transitive)
adumbrate,Verb (transitive)
adumbrating,Verb (transitive)
adumbration,Noun
adumbratively,Adverb
adumbrative,Adjective
aduncity,Noun
adunc,Adjective
adurol,Noun
adur,Noun
adust,Adjective
aduwa,Noun
advaita,Noun
advanced,Adjective
advancement,Noun
advancer,Noun
advances,Plural
advance,Verb (usu participle)
advance,Verb (transitive)
advance,Verb (intransitive)
advance,Noun
advancingly,Adverb
advancing,Verb (usu participle)
advantaged,Verb (usu participle)
advantageously,Adverb
advantageousness,Noun
advantageous,Adjective
advantage,Noun
advantage,Verb (transitive)
advantaging,Verb (usu participle)
advection,Noun
advective,Adjective
advenae,Plural
advena,Noun
adventism,Noun
adventist,Noun
adventitial,Adjective
adventitia,Noun
adventitiously,Adverb
adventitiousness,Noun
adventitious,Adjective
adventively,Adverb
adventive,Adjective
adventive,Noun
adventured,Verb (usu participle)
adventureful,Adjective
adventurer,Noun
adventuresomely,Adverb
adventuresomeness,Noun
adventuresome,Adjective
adventuress,Noun
adventure,Noun
adventure,Verb (usu participle)
adventure,Verb (intransitive)
adventuring,Verb (usu participle)
adventurism,Noun
adventurously,Adverb
adventurousness,Noun
adventurous,Adjective
advent,Noun
adverbially,Adverb
adverbial,NA
adverbless,Adjective
adverb,Noun
adversaria,Plural
adversaries,Plural
adversary,Noun
adversatively,Adverb
adversative,Adjective
adversative,Noun
adversa,Plural
adversely,Adverb
adverseness,Noun
adverse,Adjective
adversities,Plural
adversity,Noun
advertence,Noun
advertency,Noun
advertently,Adverb
advertent,Adjective
advertisable,Adjective
advertised,Verb (usu participle)
advertisement,Noun
advertiser,Noun
advertise,Verb (usu participle)
advertise,Verb (intransitive)
advertising,Noun
advertizable,Adjective
advertized,Verb (transitive)
advertized,Verb (intransitive)
advertizer,Noun
advertize,Verb (transitive)
advertize,Verb (intransitive)
advertizing,Verb (transitive)
advertizing,Verb (intransitive)
advert,Verb (intransitive)
advert,Noun
advice,Noun
advisability,Noun
advisableness,Noun
advisable,Adjective
advisably,Adverb
advisedly,Adverb
advisedness,Noun
advised,Adjective
advisee,Noun
advisement,Noun
advisership,Noun
adviser,Noun
advise,Verb (usu participle)
advise,Verb (transitive)
advise,Verb (intransitive)
advising,Verb (usu participle)
advisorily,Adverb
advisory,Adjective
advocaat,Noun
advocacies,Plural
advocacy,Noun
advocated,Verb (usu participle)
advocate,Verb (usu participle)
advocate,Verb (transitive)
advocate,Noun
advocating,Verb (usu participle)
advocation,Noun
advocatory,Adjective
advowson,Noun
advt,Noun
adv,Noun
adygei,Noun Phrase
adygei,Noun
adyge,Noun
adyghe,Noun
adynamia,Noun
adynamic,Adjective
adytta,Plural
adytum,Noun
adze,Noun
adzharistan,Noun
adz,Noun
ad,Noun
aeacidae,Plural
aeacides,Noun
aeacus,Noun
aeaea,Noun
aea,Noun
aechmagoras,Noun
aecial,Adjective
aecia,Plural
aecidia,Plural
aecidium,Noun
aeciospore,Noun
aecium,Noun
aec,Noun
aedeagal,Adjective
aedeagus,Noun
aedegi,Plural
aedes,Noun
aediculae,Plural
aedicula,Noun
aedicule,Noun
aedilberct,Noun
aedileship,Noun
aedile,Noun
aedilitian,Adjective
aedoeagi,Plural
aedoeagus,Noun
aed,Noun
aeetes,Noun
aee,Noun
aef,Noun
aegaeon,Noun
aegates,Noun
aegean,Adjective
aegeria,Noun
aegesta,Noun
aegeus,Noun
aegialeus,Noun
aegialia,Noun
aegia,Noun
aegicores,Noun
aegimius,Noun
aeginaea,Noun
aegina,Noun
aeginetan,Adjective
aegiochus,Noun
aegipan,Noun
aegirite,Noun
aegir,Noun
aegisthus,Noun
aegis,Noun
aegium,Noun
aegle,Noun
aegospotami,Noun
aegrotat,Noun
aegyptus,Noun
aekerly,Noun
aelber,Noun
aella,Noun
aello,Noun
aeneas,Noun
aenea,Noun
